,comentario,rango_humano
554,a vaya en nuestro país ya no vamos a poder salir,
555,clara brugada,
556,y para que si la seguridad del país está mal y aparte los policías solo los van a infracciones por cualquier cosa no ai tolerancia de nada ojalá no venga nadie el trafico horrible hoteles caros con toda la reducción de carriles nunca llegarán a los partidos,
557,es es el problema dar una buena impresión de méxico eso significa que no damos buena impresión la pregunta es que ha hecho el gobierno para cambiar eso,
558,ya se dijo se suspende el mundial 2026 por ser una pais muy inseguro sera en eeuu el mundial,
559,la neta nose porque mexico se sigue estando en el top paises mas visitados del mundo y vienen literal de europa y varias partes del mundo segun estatisticas apesar de saber lo inseguro que es siguen yendo,
560,,
561,ahora de puro coraje saldré el día del mundial,
562,pero si mis papás me obligaban a salir de mi cuarto para saludar a la visita,
563,creo que no entendieron me da risa aparte es el punto de vista estuve viendo más no investigando se dice que esto se hizo por el impacto ambiental además de que ya está tan bien jodida la cdmx lo quieren aprovechar para visibilizar más lugares del país por lo que sería más un dispersar el turísmo por todo el país e impulsar la economía local si no me equivoco si me equivoqué discúlpenme y los invito a investigar y corregirme,
564,será una cortina de humo,
565,para los turistas si va ver mucha vigilancia y para los mexicanos que sigue la inseguridad,
566,mientras me den unos 1500 diarios qué es lo que gano al día no salgo ni a la esquina,
567,que molestemos a los turistas dice,
568,,
569,y por eso es que está viendo de dónde sacar dinero subiendo impuestos poniendo impuestos nuevos dejando a la salud sin medicamentos pero falta que la fifa quiera por la violencia que hay en méxico,
570,pobres que le piensen para venir uno como quiera,
571,,
572,no creo,
573,naa a ese narcoestado no señor,
574,méxico no es seguro,
575,todos hay que salir a manifestarnos de todas las cosas malas que hay en méxico,
576,y si mejoran la infraestructura de la ciudad y si mejoran los caminos y si mejoran el transporte público y si ponen primero a peatones y ciclistas en vez de los vehículos ahora la culpa es de nosotros,
577,que lo cancelen no queremos futbol queremos seguridad en todo mexico,
578,vamos todos a hacer manifestación por todos lados,
579,y dónde madres los vas a meter si no puedes con el caos del periférico,
580,que van a cerrar reforma que que,
581,mexico mejor que nunca solo claudia sheinbaum,
582,el aifa,
583,estás segura,
584,se va a quedar con las ganas de ver eso,
585,ni mi ex se avergonzó tanto de mí,
586,uno con gusto la cosa es si mi trabajo lo vea así me da risa,
588,inversión para quien mejor invierte en la ceguridad y gente te gastas menos,
589,qué maravilla los locales encerrados para que los turistas tengan la ciudad sola alguien le explica que esto no es un parque temático,
590,que no salgan todo el año mejor,
591,que me pague el día en el trabajo y no salgo ni a la esquina,
592,que saturemos la ciudad como si fuera hora pico,
593,carlos manzo,
594,para que los regales a tus chairos,
595,ocupó 5 personas para agarrar unos 3 árabes salimos de pobres por qué salimos,
596,ahorita con lo que está pasando lo dudo,
597,yo escuché que cierren las vías principales,
598,,
599,,
600,mejor le hubieran puesto aeropuerto maximiliano de habsburgo o aeropuerto emperatriz carlota,
601,vivo en méxico y tengo miedo de salir me da risa,
602,no comenten nada porqe les abre una,
603,cortina de humo por lo de carlos manzo,
604,no cabe duda que estos gobernantes son un meme sin sentido,
605,creo no se hará ya,
606,buena idea mala explicación de ella,
607,por eso urge tapar la inseguridad,
608,no queremos mundial queremos seguridad,1.0
609,no creo la fifa ya lo cánselo porque que tu gobierno está manchando de sangre claudia,
610,terror ir a méxico,
611,jajajajaj,
612,,
613,que,
614,ya ni mi ex cuando m presumio en cf,
615,uy sí se ve bien orgullosa para el mundial claro que hay remodelación ahí sí todo es rapidísimo pero para los mexicanos que llevan años pidiendo mejoras nada baches inseguridad policías corruptos y todavía lo presume como si fuera un logro enorme,
617,yo estoy de acuerdo que los que trabajan en gobierno no salgan de sus casas para que no nos dejen en ridículo y los turistas disfruten,
618,no creoooooo,
619,aún país lleno de violencia,
620,no puede con los del pais podra con visitas,
621,ojalá y lo cancelen,
622,como que me dieron ganas de salir de mi casa,
623,y la ciudad está hecha una cochinada,
624,noo y todas las cosas que pasan como lo de teotihuacan no dan una mala imagen de como está el país,
625,para 10 partidos,
626,si la fifa está considerando quitarle la cede por la inseguridad me da risa que se puso a hablar,
627,yo no iria mucha insegudad,
628,mejor lo veo aquí en canadá,
629,depende si me pagan ni me asomo fuera de mi casa,
630,no la chinguen ajjsjsjs,
631,soy de perú,
632,si me dan home por mi bien pero que sea todo el año alv,
633,ni me gusta el fútbol pero por mis ovarios qué esos días afuera voy a estar,
634,,
635,q me pague y no salgo,
637,que vergüenza que se descarrile el tren,
638,,
639,que nos espera a todo allá bueno,
640,cuando no sabes lo que es trabajar y solo estirar la mano,
641,a quien se le ocurrió esa brillante idea,
642,no por qué se desaparecen me da risa,
643,nunca voy para la cdmx pero como que se me antojo ir a hacer una protesta justo por esos días del mundial,
644,ojalá y no se haga de chidos,
645,ahora con mas razón voy a salir,
646,,
647,pero no abra balazos ose abrirá una investigación,
648,,
649,demuestren su talento chicooos,
650,si fifa no pago impuestos que no vengan,
651,,
652,pero los vuelos para bajar a cdmx en los dos están muy caros para bajar desde tijuana yo compre a morelia m salio la mitad q iva a pagar de 5000 a 2200,
653,,
654,que salgamos todos dicen,
655,ya los contó o que,
656,no creoooooo,
657,,
658,ahora más escándalo habrá y tendrá que soportar,
659,su aeropuerto isra que ni las pulgas se paran alla,
660,ni gratis me voy a méxico,
661,full vergüenza que vengan y vean todo el desmadre que hay en méxico,
662,iban a ir,
663,,
664,espera qué,
665,nos van a dar algo por no salir porfirio díaz daba pulque ustedes que ofrecen,
666,ya dijeron chicos manifestación durante todo el mundial,
667,paso 5 5 millones de turistas robados se irán ya tanto los policías tránsitos y delincuencia organizada se están preparando más q nadie para recibirlos,
668,to de por sí no salgo,
669,hay weyyyyy,
670,yo ni caso le voy a hacer,
671,jajajaj que que dijoooo que saliéramos todo el dia va,
672,haber cuántos regresan a sus casas,
673,y de los 5 millones a cuantos van a desaparecer,
674,manifestaciones,
675,no vengan hagan caso antes de que lo lamenten,
676,ya escucharon comerciantes y comercios no salgan de sus casas no habrán sus restaurantes no salgan a vender elotes no salgan a dar servicios no hay que molestar para nada a los turistas,
677,no queremos mundial queremos seguridad y justicia,
678,que me van a pagar esos días o que,
679,no pudo brindarle seguridad a 1 y ya va quererle ofrece seguridad a todos ellos me da risa,
680,no pensaba salir pero ahora me lo tome personal,
681,a cerrar estadios,
682,que salgamos todos dice me da risa,
683,a mi no me gusta salir pero solo por eso voy a salir justo cuando sea el mundial,
684,lo siento mi distinguida presidenta ya el mundial no se llevará a cabo en méxico todo gracias a la inseguridad me imagino que ya tiene una carpeta de investigación,
685,es chiste verdad,
686,y de a cómo estamos hablando,
687,mejor iré a usa a verlo,
688,y de que sirve si no pagarán impuestos y nosotros seguimos pagando ojalá y no vengan y se cancelen los partidos de méxico,
689,ok paguen los días de trabajo que no podemos salir y me quedo en mi casa la vd,
690,todos a la calle ese día por favor,
691,no qe la fifa lo había cancelado,
692,,
693,méxico quiere a morena fuera,
694,si señora pero no es gracias a morena el mundial no es gracias a morenaaa,
695,y le da orgullo tener al pais como lo tiene para que lo vean 5 5 millones me da risa esa ruk no tiene vergüenza,
696,y si nos manifestamos,
697,les juro que yo no voté por esa señora sabía que durante los 9 años que gobernó iztapalapa hizo un desastre,
698,simon que depósiten y se cumple,
699,si tienen la oportunidad de venir a méxico desaprovechenla está bien clera,
700,ojala se cancele,
701,ni que fuera pandemia,
702,,
703,me dieron ganas de salir mucho en junio,
704,,
705,ya la contajio claudia,
706,que salgamos todos dicen,
707,todo el dinero que van a bajarle a los turistas,
709,me iba a quedar en mi casa pero creo que ahora tengo que hacer planes con mis amigos,
710,el mismo gobierno se avergüenza de sus ciudadanos pero no del dinero que sale de sus carteras mira nada más cuando el turista vale más que el local,
711,revocación de mandato presirvienta buena para nada,
712,siento que decir eso solo va hacer que salgan más me da risa,
713,manifestación,
714,conmigo no cuenten,
715,jamaaaaaaaas,
717,no es un país ceguro para un evento de esa magnitud,
718,en mty el samuel tambien dijo algo asi,
719,,
720,primero que aprenda a usar bien los colores,
721,por q la gente le tienen miedo a méxico las extrangeras teresibimos con a plauso con mariachi y muchos mas,
722,9mil millones de pesos y que pasa con las calles baches mejor que invierta en las calles remodele bulevares,
723,que en paz descansen futuros turistas,
724,por el bien de méxico que 20 de los turistas vean una experiencia narco,
725,a como está el país deverian de tenerle miedo y más con una presidenta como ella,
726,que agamos una marcha dicee,
727,ahora resulta,
728,nadien va ir a tu porquería fifa se mueve a usa,
729,nel que se atoren 2h en el tránsito igual que yo,
730,soy de mexico y la neta no vengan,
731,remodelando con 9 mil millones de pesos cuanto me dura eso como tres vidas presidenta regáleme un millón que le cuesta,
732,que me vale y tengo que ir a trabajar dice,
733,podré negar a mi ex pero jamás le pediría que no salga de su casa,
734,fallen star zzzzzzzz zzzz nox lunaris brandon,
735,yo cuando salga a ver a los turistas,
736,,
737,si deja te hago caso morra,
738,por qué no vivo ahí pero por más amante de mi casita que sea salgo,
739,todos a la calle a socializar con la visita,
740,ya se estan alistando los representantes de la criminalidad flako 193 ruabogado los garcias irvin garcía suarez para defender a sus nenes a capa y espada,
741,ok dice que vayamos a la capital a manifestarnos,
742,1968,
743,pues y cuántos regresarán porque pues con tanta desaparición de gente ya no se sabe,
744,que le damos penita dice,
745,que estupidez,
746,claro nadie saldrá ese día,
747,creo que dijo que si hay que salir para disfrutar con los turistas eso dijo,
748,como cuando los dursley ocultaron a harry me da risa,
749,quiere un paro laboral y manifestaciones masivas dice,
750,ni mi papá intentó negarme tanto,
751,hojala y estén preparados para dar buenservicio,
752,soy de colombia y fui a méxico y hay mucha inseguridad la verdad,2.0
753,que me paseé en la troka con el audio de la llorona a las 3 de la mañana ok,
754,y así como nos dejan cargar en los aeropuertos,
755,no queremos mundial queremos seguridad queremos revocacion de mandato,
756,todos salimos en pijama me da risa,
757,ponte a trabajar las calles de la ciudad de méxico y bueno no se diga el estado de méxico están de la chingada,
758,si pero primero esta la seguridad,
759,ajá,
760,que hagamos mega salidas dice todos afuera del estadio banorte dice,
761,si nos piden que salgamos pues salimos,
762,evento para hacer a los ricos más ricos y a los pobres más pobres,
763,hagan manifestaciones esos dias jajajajajajajaua,
764,a como están las cosas la vrdd deberían cambiar mejor todos los partidos a eu aunque nos duela a nosotros los mexas la vrdd hay una inseguridad muy grande y los turistas pueden apeligrar entre ellos niños me entristece,
765,no tengo pedos de hacer home,
766,eso dijo paola suárez,
767,ya esta listo messi hay que estar a prevenidos pa cualquier cosa,
768,si eso significa home office por mi fabuloso,
769,,
770,no dijo eso pidió apoyo a los empresarios para que los trabajadores de oficina pudieran trabajar desde casa y disminuir el tráfico en el mundial,
771,atención méxico este 06 de diciembre 9 00 am arranca la gran marcha a favor de claudia sheinbaum del ángel de la independencia al zócalo que todo el país se entere la 4t está más viva que nunca copia pega y comparte vas a estar en la marcha o solo viendo los videos en tiktok,
772,me da risa y pensar w le pagan por decir esas cosas,
774,y que secustren a leonel messi o ronaldo se va armar la guerra,
775,yo quisiera ir mas pero con la inseguridad se piensa dos veces,
776,no sé quién voto por ella,
777,ud no salga que los va a espantar,
778,por qué con ese dinero no arreglaron hospitales que están por caer,
779,de repente me dieron ganas de salir,
780,hablar de seguridad hablar de fútbol,
781,no que se cancelaba los de mexico,
782,otra clara burrada,
783,fifa noooooo,
784,ora pues si vamos a salir y hasta más,
785,que hagamos desfile dice,
786,que nosotros somos el atractivo,
787,ok que salgamos pues,
788,y que vas a hacer con todo ese dinero,
789,y de los baches después hablamos verdad,
790,con la inseguridad que ahy es un miedo venir a mexico,
791,pues suena bien que las personas que puedan hacer home office lo hagan y así reducen el tráfico eso no solo beneficiaria a los turistas también a los que trabajan en oficios que no son administrativos,
792,que nos vayamos a manifestar dice,
793,pues no tenía ganas hasta que ví esto,
794,queeee,
795,y cuanto vas a invertir para la seguridad de uruapan,
796,jajajajajajajajajajajajajaj,
797,cancela el mundial o lo vamos a echar a perder,
798,wao que padre,
799,parece buena idea cerrar calles,1.0
800,,
801,siento que la jefa de gobierno fue la cabeza de estás decisiones porque si la presidenta lo decía iba a ser muy obvio y la situacion sería más familiarmente sospechosa,
802,,
803,ojalá no valla nadien,
804,solo de apariencias se vive cuando se acabe todo triste realidad,
805,ay bebé que crees me están dando hartas ganas de salir durante el mundial no más para estorbar e incomodar me da risa,
806,,
807,solo al verla,
808,,
809,y pues se cancelo que paso presidente,
810,todo bien y no dijo nada de la inseguridad que tendrán los turistas,
811,cómo no soy de la ciudad soy turista no,
812,yahahahaahhaa,
813,ya claudia con un méxico inseguro es mejor los que nos vienen a visitar que mi venga a méxico es duro la inseguridad,
814,allá nos vemos clarita,
815,nadie quedra ir al aifa alch,
816,que que los turistas vivan lo que es el metro en hora pico,
817,que quiere manifestaciones riñas y todo eso,
818,wey yo no soy de la cdmx pero el día del mundial viajaré allá con toda mi familia,
819,me da risa wtf,
820,apoyo lo de trabajar en casa para mi trabajo paso por el akron y es un caos cada que hay partidos eventos,
821,ayora pues si es mi casa,
822,todos salgan de sus casa,
823,odio salir pero como soy bien necia esos días me la voy a pasar de vaga,
824,dicen puras tonterias,
825,vamos todos,
826,perú y méxico peleando por quién tiene peor gobierno méxico está que se esfuerza mucho,
827,aver si no los asaltan,
828,y el de felipe angeles,
829,me da risa nunca dijo eso jajaj,
830,perdonen cuando es el mundial me entristece,
831,ahhh claro dejen le aviso a mis profes que no iré porque los turistas quieren visitar,
832,irala que salgamos como si hubiera tianguis,
833,es una idea con a de mujer,
834,claudia eres mucha pieza para méxico te queremos 6 años más reelección porfavor en la próxima votación,
835,la derrama económica es para los politcos y para las lacras qué asaltaran a los visitantes extranjeros por que la violencia está a todo lo que da,
836,ok ya entendí que busquemos el programa de los eventos en el mundial para asistir a todos,
837,abersi no los secuestran o los levantan con tanta inseguridad que existe,
838,que miedo mejor me voy para canadá,
839,wey no iba a salir ahora saldré x mis huevos,
840,me iba a quedar en mi casa para evitar tumultos pero ahora como que se me antoja sacar plan con mis amigos durante todos los días de la temporada del mundial,
841,una vergüenza recibir a turistas en éste momento,
842,de huevos me voy a salir,
843,que salgan dice,
844,que salgamos ya dijo,
845,que estupidez dijo,
846,,
847,hmmm dinero y le brillan los ojos a la querida presidenta con a,
848,deja tus jueguitos y ponte las pilas bien sabes que los mexicanos queremos que actúes con los malos,
849,y ahi que se puede hacer,
850,tenemos mucha presidenta afortunadamente todavía 5 años más,5.0
851,me da risa,
852,a quien le importa el fut boll,
853,dice que salgamos todos,
854,i cuando se van,
855,no le da vergüenza de como tiene al país lleno de ollos y la inseguridad a su máximo,
856,dice la secretaria que regalar su boleto traducción no quiero ser expuesta a una rechifla monumental miedo le llaman,
857,mientras ajuste con un salario mínimo se ajuste a las necesidades basicas que no le paguen más,
858,lo que le importa es el dineto no los turistas,
859,osea que solo los turistas pueden disfrutar méxico y no los propios mexicanos,
860,y si los narcos van a matar la gentes,
861,me están dando más ganas de salir ahora no se porque,
862,tendremos más visitantes que eu y eso es por que la mayoría quiere visitar méxico,
863,manifestación en los aeropuertos cuando sea el mundial no estamos para festejar ni invertir en esos temas,
864,es mentira ya se canceló,
865,viva mi presidenta,
867,qué porqué,
868,y todos los ingresos los utilizará para abastecer hospitales y personal médico o lo seguirá regalando a los ninis,
869,no salgan con sus falasias porfaaa no tergiversen la información osea por mí no salgan xq si dan pena pero lo q dijo la señora es q deben hacer home office para evitar el tráfico en horas pico y algún demás q eso pueda provocar,
871,si ella le va a pagar el salario a mi mdre entonces si,
872,que pongamos música a todo volumen toda la noche entendido,
873,no haremos caso,
874,para hacer las marchas más numerosas,
875,orale que descanses,
876,,
877,con la pinche inseguridad seguro se irán con una muy mala experiencia pobres de esos visitantes,
878,solo te faltó remarcar que visitarán méxico para ver como funciona la megafarmacia y el mejor sistema de salud del mundo,
879,,
880,por eso suspendieron las clases,
881,que dice que vayamos y los saludemos,
882,no van nadien hasta que salgan los corruptos ahora mandamos no mas dinero alos paises corruptos unance people,
884,con gobierno narcor país,
885,me da risa y con esta inseguridad,
886,,
887,que salgan dice,
888,no mañana,
889,wwow viva mexicooooo,
890,como esperas turista así como tienes el país todo un desastre vergüenza debería de tener,
891,un pais con esos niveles de delincuencia e inseguridad tendría que tener prohibido celebrar nada,
892,que dice que salgamos a las calles a disfrutar en familia como buenos mexicanos que somos jajajaj,
