,comentario,rango_humano
388,que triste la verdad y mas triste a un que le valga un cacahuate a la presidenta,
389,esa seguridad debe de ser permanente acaso vale mas la vida de extranjeros que los mexicanos,
391,justiciaaaaaaaaa,
392,ojalá en verdad cancelen el mundial,
393,bien hecho yo soy aficionado al fútbol pero antes que eso soy papá de tres y no quisiera pensar que algo les pasara sigan adelante apoyo total,
394,no queremos mundial queremos que busquen a nuestros desaparecidos,
395,a méxico le iban a quitar ser sede y a eeuu porque no si se metió en un lío con irán y a él no,
396,saben qué da mucha vergüenza que hay personas que prefieren que su equipo gane a que encuentren a los desaparecidos,
397,ahora resulta que si se puede cuidar las ciudades,
398,lo bueno es que méxico está en paz si no para que meter tanta seguridad,
399,y los mexicanos desapareciendo cada día,
400,que dejen ese plan para el resto del sexenio qué les cuesta,
401,ojalá suspendan ese mundial,
402,está es la propaganda que la fifa necesita para revivir el mundial,
403,me encanta el mundial será un evento que disfrutaré mucho tienen mucha razón ojalá el país fuera diferente,
404,porque será que nos les creo si la policía es más corrupta que el gobierno,
405,el gobierno haciendo esto en mundial pero no lo hace a diario por que por que el gobierno esta al mando del narco,
406,proteger turistas x la derrama económica por unos dias y todos los ciudadanos que pagamos impuestos hasta x respirar no lo merecemos total burla para los mexicanos por mi que se cancele,
407,muy cierto,
408,que triste pero es la realidad que vivimos,
409,dios les de mucha más fuerza amor y valor para seguir algo que todo el gobierno carece vamos mexicanos apoyemos a la gente que si lo merece y no a un partido político que no merece que ninguna persona lo defienda,
410,no hay nada que celebrar que el mundo entero conozca lo que se vive aquí en méxico día con día el miedo a salir y no regresar,
411,para defender a los extranjeros y a los mexicanos cuando me da risa,
412,méxico mundial,
413,y están gastando en campañas,
414,y porque no hacen eso para sus ciudadanos,
415,que dolor caray,
416,i porque no asen eso por su propia jente,
417,jordy q el mundial no trae ningún beneficio al país anfitrión solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial,
418,como entonces si tienen la capacidad para desplazar un gran plan de seguridad para cuidar a los que son parte del mundial pero en diferentes estados no pueden erradicar la delincuencia que raro,
420,que no se haga en mexico,
421,we que se cancele,
422,nuestros desaparecidos muchos jugaban futbol,
423,son heroes que dios este con ellos y encuentren a sus seres amados,
424,por que no usan esa tecnología y elementos contra el crimen organizado que verguenza que el futbol tenga más importancia que la seguridad nacional,
425,y porque no protegen de esa misma forma a los mexicanos este gobierno es lo peor me enoja mucho,
426,para los turistas si hay seguridad y para nosotros los ciudadanos que,
427,totalmente de acuerdo por favor que nuestro próximo voto sea muy bien pensado,
428,o sea lo único que dan a entender es que méxico si tiene capacidad y de sobra en materia de seguridad pero solo para el mundial que interesante,
429,el detalle es que ls visitantes saben como los narcos están en la policia así que no es muy seguro,
430,por mucho que ame el fútbol la seguridad de las personas es importante el mundial no es importante cuando hay una crisis así en el país difundan el vídeo para que llegue a mas personas,
431,nada les embona que si hay seguridad que si es demasiada seguridad,
432,méxico está en guerra no tienen que hacer partidos ahí,
433,esto del mundial terminará muy mal,
434,dios bendiga a todas las personas que siguen buscando a sus hijos e hijas de todo corazón esperamos que puedan encontrar a sus jóvenes millones estamos con ustedes si podemos apoyar con algo cuentan con nosotros,
435,ojalá cancelen la sede,
436,allá no voy a ir nunca,
437,los mexicanos también tenemos miedo de salir en méxico,
438,era fuerza aerea o pobreza aerea,
439,le recomiendo no ir por su bien el narc se va a cobrar vid me entristece mucho,
440,el gobierno viendo como están llenas las calles de desaparecidos,
441,osea que si se puede hacer el gobierno y sus mentiras nada nuevo,
442,no sé preocupen el mundial será mayormente en eeuu,
443,cuidan a todos menos a los mexicanos me da risa vaya cosa,
444,será el plan kukusklan me da risa muchisimo,
445,justicia y apoyo para todas las familias que tienen un familiar desaparecido me entristece,
446,kukulkán me da risa,
447,si el gobierno mexicano le diera importancia a las personas que dia a día desaparecen como al mundial nadie se quejaria pero lastimosamente no hacen nada,
448,bloqueen todos los partidos ya basta de esta injusticia me enoja,
449,debería haber seguridad siempre,
450,hay más personas desaparecidas que los habitantes de una ciudad del interior de panamá me entristece,
451,con esto demuestran que siempre han podido protegernos pero han decidido no hacerlo bendita 4t,
452,prefiero sentirme segura en mi país que un mundial o cualquier otra cosa 100,
453,si hay miedo en sus habitantes imagínate en habitantes de otros países,
454,y si el gobierno tiene esa capacidad de protección y defensa porque no aplica de manera permanente,
455,sólo para el mundial hee ya pasando regresa la realidad del país,
456,tengan en cuenta que cubrirán un lado pero otros quedarán desprotegidos y ahí se harán los madres por qué todo esto que dicen solo es en las sedes,
457,en lugar del mundial ayuden a esas familias,
458,para eso si hay ejército marina gn pero aquí en sinaloa qué siga la violencia me gusta,
459,ay que padre saber que si hay seguridad,
460,tony osea están reconociendo que si pueden dar seguridad a méxico pero han escogido en no hacerlo todo este tiempo este régimen es una burla,
461,no queremos mundial queremos de regreso a nuestros desaparecid s,
462,cuándo sale el plan de seguridad que protege a los mexicanos,
463,el gobierno,
464,yo amo el futbol pero que poca madre el gobierno solo actua por los extranjeros cuando hay lugares que del diario sufren de violencia miedo y aveces no hay manera de sobrevivir,
465,ojalá y se cancele que no vengan los equipos de fútbol a méxico,
466,huelgas en los estadios sedes de mundial,
467,y si cooperamos para que impriman más,
468,así hubieran protegido al presidente municipal de uruapan el señor carlos manzo,
469,este gobierno es una real verguenza me da risa mucho,
470,y después de que se acabe el mundial a la normalidad de nuevo este operativo debería ser 24 7 los 365 y aplicarlo como nuevo decreto presidencial,
471,pues el mundial es cada 4 años desapareciones todos los días me da risa me da risa,
472,porque la fifa no le hace lo mismo a eeuu así como le hizo contra rusia cuando empezaron la guerra,
473,entonces si pueden proteger al país pero solo cuando les conviene,
474,ya que tengamos gente hacen el mundial,
475,y por que no usan esa fuerza para contrarrestar a quienes atentan contra los propios mexicanos,
476,ósea que si se puede realizar un plan de protección a los ciudadanos,
477,excelente,
478,vergüenza de gobierno tenemos,
479,los gobiernos quieren silenciar la molestia de la gente en tantos sectores que ya no saben que hacer y piensan que es puro boot,
480,oyeron bien tiene como objetivo proteger a los turistas,
481,qué dolor me entristece mucho,
482,y si boycoteamos el fútbol,
483,kukulkan me suena conocido,
485,es una realidad que en méxico se vive un tema de inseguridad muy severo pero mayormente estos movimientos no digo que todo esté financiado por partidos políticos,
486,no cuidan a los mexicanos que les espera a los turistas tstsss,
487,ojalá el mundial durara por siempre,
488,ojala encuentren a sus familiares,
489,muy chingon su plan para cuidar a extranjeros cuál es el plan para cuidar mexicanos,
490,entonces me están diciendo que si podemos tener un país seguro simplemente no nos daba la gana,
491,que triste que les importen más los turistas que su propia gente,
492,bien dicho,
493,nada que ver cada quien tiene su historia y lo que hoy desprecian tal vez es el salvavidas para otra persona que también está sufriendo,
494,amén muchas bendiciones y mi apoyo con ustedes justicia,
495,asi deberia de ser todo el año en vez de solo por el mundial dirán que eso requerira mucho dinero pero por eso se pagan impuestos y por eso le subio los impuestos a ciertas cosas,
496,y a usa no le van a decir nada,
497,que fuerte bendiciones de todo corazón,
498,apoyo total y visibilidad a esta problemática,
499,una vez acabé el mundial el super plan se va,
500,y la seguridad de los cuidados mexicanos,
501,me entristece,
502,no al mundial,
503,así es fuera el mundial,
504,una vergüenza que el estado solo invierta en seguridad cuando necesitan aparentar pero a su propia gente deja que la desaparezcan y la maten como si nada,
505,si se hacen manifestaciones el día de los partidos yo creo que muchos jaliscienses los apoyamos,
506,botón para que cancelen el mundial méxico no lo merece,
507,todo el país debe manifestarse,
508,todo eso nos costará mucho dinero,
509,y plan para proteger a los turistas pero no a los mexicanos me da risa mucho,
510,que triste es verdad da prioridad al mundial y lo que me imagino es que después del mundial preparan nueva pandemia,
512,puedes tener el mejor plan pero si los elementos son c0rrup70s va estar denso,
513,esté dispositivo de seguridad debería ser siempre,
514,va a ser el peor mundial q se realice,
515,que le hacen a la mamada esto no es ni mundial,
516,great podré viajar a méxico,
517,oigan pero es sus fotos muy santitos no se ven,
518,ojala nadie vaya es muy peligroso,
519,nomas por un mundial suena como perú con los árboles me da risa me entristece,
520,en el estadio gritar fuera claudia,
521,duermete,
522,total apoyo me gusta,
523,esperemos que si se cancele el mundial,
524,gente y quien protejera a los mexicanos del narcomorena piencen los extranjeros estaran protegidos los mexicanos y mexicanas no,
525,y porque no dejan ese plan permanente para combatir a los narcos,
526,ahora si despliegan seguridad por partidos de fútbol cuando esté plan debió y debe estar siempre activo para nosotros los mexicanos,
527,menos ganas me dieron de ir a méxico la neta,
528,eso deberían de hacer todo el año y en todo méxico no nomas en esos eventos,
529,ojalá algún día logren encontrar a sus familiares pero con todo respeto empezó mal tu vídeo pues todos tenemos derecho de vivir y divertirnos y la vida sigue no xq algunos la estemos pasando mal el país se tiene q paralizar dios los ayude y su familiar regrese me gusta,
530,no hay peor ciego que el que no quiere ver si pueden dar seguridad pero no quieren me enoja,
531,sea como sea esos narcos van a acabar con los turista y dañará el mundia en esa parte acuérdense de mi,
532,hagan un go found me o algo para aportar a sus impresiones,
533,pero si peña nieto fue el que trajo el mundial a méxico,
534,todos tienen fintas licenciados,
535,no vaya a ser que desaparecen 20 alumnos de 19 años porque ahi si ni voltean a ver,
536,y porque no hacen eso siempre,
537,no al mundial,
538,claudia chimbaun viendo el video,
539,que tristeza que tengan que arreglar la violencia por el mundial y no por el bien de los mexicanos,
540,beatrice manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
541,que bueno por lo que estan haciendo muestren la realidad que vivimos dios los ayude tanto en lo económico como lo espiritual porque es horrible no saber donde esta tu hijo e o hija me da risa me gusta mucho,
542,no queremos mundial queremos seguridad,
543,digan no al mundial en méxico no es seguro,
544,heeeey turistas no crean todo esto ni aviones tenemos me da risa mucho,
545,y por qué no han querido hacer eso desde el sexenio pasado en todo el país para proteger a todos los mexicanos una vez más demuestran que no les importamos harán todo esto porque les urge tener al mundial,
546,interactuando por empatía espero logren algún día encontrar paz,
547,consejo de un mexicano si tienes la oportunidad de venir al mundial por favor desaprovecha lo no es nada seguro,
548,eso no tiene nada que ver con el mundial,
549,que vergüenza mi méxico,
550,ósea que a nuestro gobierno le importan más los gringos y la gente extranjera que su propia gente nacida en méxico chaleee,
551,que horror me duele mis hermanos hispanos como los políticos los abandonan por un sueldo y vivir como millonarios,
552,fifa debería de sacar a méxico del mundial,
553,me gusta mucho el fut pero dada las circunstancias ni me emociona nada el mundial prefiero otro méxico que un mundial,
554,justicia para todos los desaparecidos es muy grave lo que están viviendo,
555,interactuando me entristece,
556,y sin el mundial no lo van a hacer o qué,
557,ojo turistas tienen 15 días antes del mundial para entrar y 15 días después del mundial para salir después el gobierno no es responsable de lo que les pase,
558,igual que en todos los países que pena,
559,osea si hay tecnología y dinero para cuidar a extranjeros pero para proteger en méxico a los mexicanos nadota,
560,presidente pon tu denuncia,
561,quieren tapar lo que no se puede ocultar todo lo que pasa a diario,
562,por que no usan ese despliegue para pelear contra los narcos,
563,por qué tik tok no nos deja hacer repost,
564,y así claudia dice que no vean tv azteca más bien no quiere que vean sus errores cómo líder,
565,nmms el gobierno gasta millones en un torneo que nisiquiera vamos a ganar me da risa,
566,es una burla para las y los mexicanos,
567,ojalá así fuera la seguridad y compromiso siempre no cabe duda que a este gobierno el pueblo le vale madre,
568,y estados unidos no se lo van a quitar esta en plena guerra,
569,nadie deberia comprar esos boletos tan caros no lo valen,
570,proteger a méxico durante el mundial chale bro está claro que no merecemos ser una sede del mundial,
571,con el estado sinaloa ya se demostró que méxico es un país fallido,
572,peña nieto trajo el mundial,
573,nos traicionó el sistema,
574,y cuando nos van a proteger a nosotros,
575,y q podrian hacer decir no al mundial y seguir como siempre,
576,seguridad gobierno solo seguridad esto está de terror ya no vive uno ya no disfruta uno asus hijos ya solo trae uno temor en que si regresará así balla a la esquina nuestros hijos me entristece muchisimo,
577,che gobierno hipócrita,
578,mejor que se use el dinero para buscar a los desaparecidos,
579,bien por uds padres y madres valientes dios los cuide y proteja,
580,q selo quiten me da risa,
581,mexico vs mexico me da risa,
582,espero encuentren pronto a sus seres queridos,
583,interactuando,
584,eso tendria que ser siempre no solo por el mundial,
585,el turismo también aporta fortalece la economía es obvio que debe ser seguro porque criticamos todo,
586,se me hizo un nudo en la garganta un abrazo a los familiares desde venezuela me gusta,
587,solo para el mundial después seguirá la carnicería,
588,y por que no han aplicado ese plan para proteger a los mexicanos,
589,lemus preocúpate por el pueblo,
590,y si mejor nos protegen a nosotros me da risa,
592,interactuando para que se haga viral,
593,si se puede cambiar esto es un ejemplo vamos méxico ojalá quedo esa vigilancia permanentemente,
594,en méxico no existe la delincuencia y menos la desaparición recuerden que es desaparición voluntaria así como dice su presidenta no nos olvidemos de los que nos faltan,
595,con ese plan se dan cuenta que si tienen todos los recursos para la seguridad pero no lo hacen,
596,por qué los gobiernos de colombia y mexico se parecen tanto,
597,combatir el narco nehhh proteger a weyes pateando un balón tráete a x force y hasta batman,
598,bienvenidos a la realidad que kukulkán ni que uds son los verdaderos titi capy del crimen organizado son una cofradía de mafiosos y corruptos,
599,proteger a los mexicanos proteger a los turistas,
600,nada que ver una cosa con la otra,
601,boicoteen el mundial,
602,es algo stpido que gasten más en un juego que en algo que importe,
603,este gobierno es una mierda pura mierda,
604,manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
605,a pero a los mexicanos que pagamos sus sueldos con nuestros impuestos que nos sigan desapareciendo y desviviendo fuera este gobierno corrupto,
606,no soy de méxico pero como que hay más enfoque en el mundial que en su gente,
607,pongan a kukulkán pero en todo méxico si pueden hacer eso por qué no por los mexicanos me da risa,
609,la fifa deberían de suspender el mundial en méxico,
610,too late ya se canceló mi viaje a mx y no pienso volver a pasar por la incertidumbre de si habrá balacera o no,
611,no queremos mundial queremos que los desaparecidos regresen a casa,
612,y los 130 millón es pa cuando a ya me acorde nosotros no dejamos millones de,
613,la verdad para que queremos un mundial si la selección mexicana no va a ganar el mundial,
614,que se cancele el mundial en mexico detodosmodos nunca ganamos,
615,no vean tv azteca,
616,protegenbal turista pero no al pueblo,
617,pero ellos no tienen la culpa,
618,ojalá y esos operativos se hicieran contra el narco,
619,superhipo35 prefiero un méxico sin desaparecidos que un mundial espero que puedan encontrarlos y los familiares tengan paz,
620,pero protesten,
621,entonces la seguridad es cuestión de voluntad,
622,de burla,
623,si así nos cuidaran a los mexicanos,
624,mientras tanto en los lugares que no vamos a recibir mundial vamos a estar bien desprotegidos,
625,me dueles mexico me entristece mucho,
627,pues chad no,
628,para la seguridad durante la copa del mundo osea que los demás dias de año les vale vrg,
629,méxico no merece el mundial de fútbol,
630,que tristeza que para los desaparecidos no exista el más mínimo interés por parte del gobierno me entristece,
631,hablando mucho de méxico y un pais vecino esta en guerra,
632,pobres papás,
633,que guerreros luchadores dios los bendiga y los proteja encuentren a sus desaparecidos amén,
634,estamos con ustedes,
635,mis oraciones para mexico y todos los padres que buscan a sus seres queridos,
636,creo que como ciudadanos deberíamos demostrar indiferencia ante el mundial no participar en los eventos no gastar en absoluto nada con refente al mundial,
637,asta los carteles los van a cuidar verdad narco gobierno,
638,yo no veo gente levantando la voz pero si preocupados por los artistas,
639,entonces sí tiene el gobierno la capacidad para desplegar un plan estratégico para brindar seguridad a las personas pero sólo lo usarán para el mundial,
640,esque el gobierno es parte de los desaparecidos,
641,y porque no lo han hecho en contra del narco y se hubieran perdido vidas de la guardia nacional,
642,díganle a claudia q es la responsable,
643,y si hay coches bombas como ya lo han hecho ahí también sabrán que es un coche bomba o como,
644,el plan kukulcán decirle a sus amigos la maña que no hagan desmadre mientras está el mundial,
645,súper buena idea este país no es perfecto como lo quiere pintar la presidena,
646,no puede ni con los que vivimos en méxico menos con millones de turistas me da risa,
647,jajajjajajjajs,
648,este wey ya me da risa me da risa muchisimo,
649,a los gobiernos no les importa ni el fútbol ni los jugadores solo les importa tener una cortina de humo,
650,ni que regalen pasajes estadias comidas traslados y las entradas voy a méxico,
651,wow y proteger a méxico siempre se les olvida,
652,suena muy bonito ojalá así combatieran a la delincuencia organizada,
653,justo acabo de escuchar un episodio de pepe y chema donde dicen que las fiscalías no tienen dinero para hojas para imprimir o tinta para los archivos que necesitan o al menos esa es la excusa que dan,
654,que se cancele el mundial,
655,plan kukulcán cagarla más,
656,interactuemos,
657,ósea solo pretegen extranjeros pero a nosotros los mexicanos nooooo,
658,podría no haber asientos vacíos en el mundial pero sí hay casas familias que tienen una silla de su comedor vacía y un estadio lleno no significa nada a comparación de eso,
659,méxico ni estados unidos merecen ser sede,
660,osea van a cuidar el mundial en méxico y no a sus ciudadanos x estar los cuerpos policíacos muy ocupados,
661,nunca olviden a sus hijos,
662,entiendo la rabia a todos nos urge esa seguridad a diario pero el plan ese no es un regalo para los turistas es un requisito legal de la fifa si méxico no cumple nos quitan el evento y perdemos la inversión de nuestros impuestos pasó igual en brasil en rusia y en qatar es logística pura no preferencia,
663,es sabido que los gobiernos gastan mucho dinero para promocionar su imagen y logros desgraciadamente las personas desaparecidas no son negocio que es lo que ahorita quieren tener por el mundial,
664,la gente que se queja del mundial como si el mundial tuviera la culpa la culpa la tiene el gobierno y aparte casi todo el mundial se jugará en usa y canadá,
665,deberian cambiar la sede por inseguridad,
667,claudia dice que méxico súper bien,
668,cancelen el mundial,
669,para que no lo quiten el mundial que burla me da risa mucho,
670,dios los bendiga e ilumine su camino,
671,en la cara del mexicano se burlan los del gobierno morena,
672,que peligro ir a méxico este va a ser el peor mundial de todos,
673,están diciéndo que para extranjeros si hay seguridad pero para los mexicanos nuncaaa,
674,exacto,
675,recordar que los desaparecidos también son mexicanos me entristece,
676,solo la gente entenderá cuando le pase a un familiar tristemente,
677,haber el gobierno no destina ya dinero para la realización del mundial eso lo hace la federación de fútbol y los empresarios dos existen fiscalias especializadas en ese tema,
678,y eso porque no lo hicieron con carlos manzo,
679,esto debe de ser todos los días no solo por el evento,
680,cancelen el mundial en méxico,
681,no al mundial me enoja muchisimo,
682,no pueden proteger a los mexicanos ahora quieren proteger todo un evento con extranjeros el gobierno solo quiere aparentar un bien que no es,
683,quieren proteger a gente de fuera para un mundial pero a su gente no,
684,dios mío tantas personas desaparecidas que triste de verdad,
685,no queremos mundial queremos justicia,
686,buen maquillaje para el espectáculo mientras tanto que continúen los juegos del hambre,
687,que cancelen el mundial,
688,y si hacemos el plan kukulkán permanente y no nada más en el mundial,
689,soy peruano y ni así pienso ir,
690,esos mundiales funcionan x tantos corruptos y x las personas aficionadas eso ya no ayuda en nada,
691,oigan una pregunta en mi tierra también ay desaparecidos pero andan con esa propaganda sirve de algo pregunto,
692,pq no ponen los letreros tmb en inglés para q los turistas entiendan q hay mucho mas cosas que cosas culturales en méxico,
693,y por que no dejan el plan kukulkan de manera permanente para todos los ciudadanos mexicanos,
694,que triste esa seguridad la necesita culiacan guanajuato jalisco y sobretodo las madres buscadores es que méxico esta así porque quiere,
695,apoyo para los padres y madres que buscan a sus hij s,
696,no al mundial,
697,no entendí por que lo sacá si no a se nada los papeles ahí,
698,la presidenta ya abrió una carpeta de investigación,
699,ya no miren tv azteca,
700,necesitamos mundiales las 24 horas de por vida en mexico,
701,y los padres en casa qué hacemos por educar a nuestros hijos todo se lo queremos dejar a los gobiernos si nosotros no podemos con uno o dos hijos menos el gobierno no va a poder con millones,
702,donde seles puede donar para los recursos que necesiten,
704,me estás diciendo que se tiene que hacer todo eso para que se pueda jugar en paz un mundial allí,
705,manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
706,me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,
707,pinche realidad tan triste que vivimos,
708,prefiero un méxico sin desaparecidos que un mundial espero que puedan encontrarlos y los familiares tengan paz,
709,la presidente ya pactó tregua con su socio el narco,
710,y porque toda esa fuerza y seguridad no la usan también para limpiar a cada estado y al país del crimen organizado,
711,no queremos mundial me enoja,
713,híjole va a pasar lo mismo que tlatelolco eh,
714,y si exigimos que no sea lo del mundial,
715,un abrazo a las familias apoyemos para que se hagan virales y los escuchen me entristece mucho,
716,solo durante la copa ah que fregon me enoja,
717,dios los cuide y proteja ojalá que pronto encuentren a sus seres queridos,
718,si no hay paz para la gente que no haya paz para el gobierno,
719,canada en crisis estados unidos en guerra méxico también en guerra pero interna,
720,y si lo hacen el plan de seguridad todo el año no llámame loco,
721,hoy hablamos de fútbol,
722,nadie entiende este dolor hasta que lo vive en carne propia para los que prefieren el mundial y defienden la propaganda deseo que nunca tengan que pasar por una situación de un familiar conocido o amigo desaparecido porque cuando pasa ya no existe la paz ni para dormir,
723,no queremos mundial queremos seguridad y paz,
724,y le pusieron kukulkan me da risa muchisimo,
725,no queremos mundial me enoja,
726,por qué no dices el contexto quien negoció y firmó el contrato para el mundial fue el prian,
727,este mundial está maldito ya verán lo q está x venir,
728,alv el mundial queremos seguridad,
729,es verdad,
730,que ése tipo de seguridad sea para todo el país y permanente,
731,se lo ban a quitar a méxico por el narco pero no a usa por literal estar en gerra me da risa,
732,es una maldad que hagan este tipo de cosas con las familias que buscan a sus seres queridos,
733,ideas caminar el dia del mundial en jalisco,
734,estan marcando una diferencia y que tristeza que tantas familias sigan llorando por su desaparecido,
735,y se acaba el mundial y todo vuelve a lo mismo,
736,fuerza a las familias,
737,lo que acabo de llorar con este video,
738,hagamos una marcha el día del mundial,
739,como dicen solo barres tu casa cuando vienen visitas,
740,me dolió en el alma al escuchar para cuidar a los extranjeros asi nuestro país se preocupan por su gente me entristece,
741,te odio te odio con todo mi ser gobierno de méxico,
742,o sea que si se puede acabar la inseguridad en culiacan pero no quieren,
743,ojalá no se haga ese mundial,
744,me da risa alch qpdo porque solo cuando viene gente externa y no lo dejan para proteger a los mismos mexicanos vlv,
745,se hará el mundial duele todo pero esto ya está también hecho,
746,no pues ir que no hacen eso no solo durante el mundial,
747,no queremos mundial queremos seguridad para el pias y nosotros los mexicanos vivamos en paz me enoja mucho,
748,la verdad es admirable el coraje y determinación de todas estas familias,
749,yo si estoy en contra del mundial hay temas de seguridad y salud que son mas importantes,
750,que horrible realidad,
751,poca vergüenza quien pagamos impuestos munde que me sirve,
752,deberían de quitarle el mundial a estados unidos loreto,
753,una manifestación grande el día del mundial,
754,no es verdaaaad no vayaaaaan,
755,no queremos el mundial en méxico no queremos el mundial en jalisco,
756,ah entonces si se puede dar seguridad pero no para nosotros que interesante,
757,15 días después que nos lleve la porra a todos méxico igual de inseguro,
758,el mundial no trae ningún beneficio al país anfitrión solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial,
759,no hay seguridad para nosotros los mexicanos cómo quieren asegurar a los extranjeros,
760,así pongan un millón de agentes de nada sirve si todos son corruptos,
761,me da risa se pasan es mejor proteger a los turistas no,
762,camila te seguimos buscando,
763,lamentablemente así es gastan en cosas que ni al caso y nosotros que tenemos un desaparecido ni nos voltean a ver me entristece,
764,mas de 23000 millones gastados y mal gastados,
765,tampoco estados unidos es seguro con sus guerras,
766,justicia,
767,alcemos la voz,
768,ojalá todos pudieran regresar con bien a su casa,
769,espero puedan encontrar cada una de las familias a sus desaparecidos y el apoyo total,
770,esto es importante que escuchen todos los gobiernos y los pueblos las personas son importantes,
771,presiento que algo muy malo pasara yo no iría a ningún estadio a andaría en las calles en esas fechas,
772,pero la presidenta dice que todo esta excelente y nada de esto pasa,
773,este problema tiene años y el gobierno no muestra acciones por colaborar de manera efectiva en la búsqueda de personas desaparecidas miran hacia otro lado y con el mundial encima menos atenderán esta necesidad que debe ser prioritaria mis mejores deseos para que encuentren a sus familiares desaparecidos,
774,pan y circo control me entristece,
775,plan kukulkán es todo el año no solo en mundial,
776,justicia,
777,no estamos en contra del mundia,
778,yo si quiero el mundial pero creo que no se debió a ver aceptado el torneo ya que ahorita hay demasiados desaparecidos,
779,eso significa después del mundial seguiremos igual o peor me gusta,
780,y aparte el gobierno gastando millones para los 2 3 partidos pedorros que van a tener,
781,señor porque no decían nada antes porque haora me enoja mucho,
783,muy cierto no se dan de cuenta que hay realmente prioridades me entristece mucho,
784,el bicho campeón,
785,pues no es culpa de los que traen los mundiales si no de la gente que asiste a los partidos sin ellos no habría mundial,
786,superhipo35 prefiero un méxico sin desaparecidos que un mundial espero que puedan encontrarlos y los familiares tengan paz,
787,el sipisapo de seguridad,
