comentario,puntuacion_estimada,puntuacion_real,confianza,categoria
ni un chile les embona deberas,1,,0.5503777861595154,infraestructura
deberas ya no saben ni que hacer,1,,0.28391432762145996,infraestructura
con pintura morada y unos ajolititos quedan,2,,0.37329527735710144,infraestructura
y ya terminaron las obras,1,,0.29142215847969055,infraestructura
las bromas del gobierno,5,,0.2653889060020447,infraestructura
también tú ni modo que remodelaran en la remodelación me da risa,1,,0.45203500986099243,infraestructura
es otro gasto inútil y lo que necesita la ciudad bien gracias baches y tendrían que dejar un policía porque aquí no respetan nada,1,,0.651533842086792,infraestructura
que pena cdmx,1,,0.27525773644447327,infraestructura
me da risa eso también lo invento tv azteca me da risa,1,,0.3820740878582001,infraestructura
es decoracion no una verdadera remodelacion,3,,0.41738250851631165,infraestructura
para los que se quejan de los baños así seguro es por qué no han visto los baños públicos de amsterdam me da risa,3,,0.3476651608943939,infraestructura
para que despues estén tomados por la gente en situación en calle o un foco de infección muy intensa hasta se metan la gente hacer crussing,2,,0.3247702717781067,infraestructura
quieren tapar el sol con un dedo,5,,0.23142662644386292,infraestructura
nuevas casas para las personas en situación de calle,5,,0.42793208360671997,infraestructura
arreglos por acá y todos los defectos de más cosas cuando,5,,0.297026127576828,infraestructura
que funcionen los baños del metrobus los elevadores del metro sorprendente nunca votaré de nuevo por morena,5,,0.6125568747520447,infraestructura
por ejemplo seguridad,4,,0.2928861379623413,infraestructura
que horror,1,,0.36391890048980713,infraestructura
pudieron arreglar la ciudad pero no los hospitales ojalá que con toda la derrama económica que se tendrá lo del mundial mejoren los servicios públicos de primera necesidad,3,,0.4107241630554199,infraestructura
ya como en paris jajaa,5,,0.3794574439525604,infraestructura
si el metro es un asco ahora con los trabajos en pleno servicio peor no compa date una vuelta en ecaterror ahí en plaza ecatepec anda del asco en ese tramo y llevan repavimentando un pedazo desde hace 3 semanas,1,,0.5661160945892334,infraestructura
csm,5,,0.3211604952812195,infraestructura
pero seguimos con baches,3,,0.5023977756500244,infraestructura
y las calles para cuando las pavimentan y la seguridad para cuando,4,,0.3631664514541626,infraestructura
tanta deficiencia en el servicio de transporte que creo que los mismos usuarios están concientes ya que se debe aplicar el costo real al boleto,1,,0.5515246987342834,infraestructura
y qué,5,,0.2571249306201935,infraestructura
puras mmds,5,,0.31448444724082947,infraestructura
hoteles gratis,5,,0.3803830146789551,infraestructura
la mayoría de gente gasta en cigarros cocas cervezas alcohol fiestas a lo wey y ahorita que somos pais anfitrión y quieren que méxico no se vea tan pichurriento y que ahorre todo,1,,0.5457268357276917,infraestructura
grítalo que es la verdad,5,,0.38734057545661926,infraestructura
si el metro de mty tampoco méxico todo a última hora,1,,0.3691805899143219,infraestructura
falta que arreglen la línea de barranca del muerto y dirección el rosario también está en pésimas condiciones,1,,0.7452231645584106,infraestructura
si ubican que solo habrá 5 partidos en cdmx 5 de 104 mucha inversión para la expectativa de turistas,4,,0.27764979004859924,infraestructura
quién aprobó esa mmd,5,,0.2753273546695709,infraestructura
y tapar los baches no les gusta,2,,0.5439537167549133,infraestructura
se están gastando más dinero por hacerlo a las prisas que si bien hubieran empezado hace 8 años y hubieran hecho mejor trabajo,2,,0.4516680836677551,infraestructura
bro reemplazaron el fokin mármol por material mas barato y menos duradero quien se quedó con todo el mármol,2,,0.37916651368141174,infraestructura
el problema no son los baños es la gente,1,,0.42069944739341736,infraestructura
exactamente las cosas realmente funcionales estan obsoletas por fuera bonito y al interior una porquería,1,,0.37902987003326416,infraestructura
gastos innecesarios mejor que arreglen las goteras,1,,0.6410667300224304,infraestructura
tranquila reyna esperamos,5,,0.5083152651786804,infraestructura
no eso lo dejaron así porque posteriormente van a grabar las escenas del titanic tranquilos este gobierno piensa en todo,1,,0.39900586009025574,infraestructura
nada les embona no doblada ni enrollada,1,,0.5723310708999634,infraestructura
pero en verdad que no hay visión tiene que estarles explicando todo para llegar a la ambientación deseada hay que dejar esas filtraciones de agua para utilizar paraguas estilo colonial que por supuesto estarán a la venta en los alrededores de las entradas del metro les falta visión,2,,0.35296866297721863,infraestructura
y si arreglan los vagones del metro,3,,0.29055866599082947,infraestructura
me preguntó cuánto habrán costado en realidad esas luminarias porque es muy seguro que alguien se llevó muy buena comisión,1,,0.39712485671043396,infraestructura
perdon falto un poco de pintura morada,3,,0.361085444688797,infraestructura
yo esperando el metro,5,,0.2939285635948181,infraestructura
y después de dos meses estarán olvidados y servirán de basurero,1,,0.6508672833442688,infraestructura
ahí deberían colocar buna fuente,1,,0.2801555395126343,infraestructura
en medicamentos para el imss para personas con cáncer o demás deberían de hacer y no gastar el dinero aparentando méxico es súper woooo,1,,0.3276194930076599,infraestructura
enserio me estás diciendo que todas esas remodelaciones y gasto público es para 5 partidos que va a haber pensé que era para los usuarios diarios,1,,0.5716724991798401,infraestructura
antes de que arranque el mundial ya no sirven,1,2.0,0.7340982556343079,infraestructura
despierta méxico,5,,0.36284205317497253,infraestructura
tanto dinero que deja el metro a diario y nada de mantemiento vamos bien,1,,0.45336484909057617,infraestructura
si es buena opción con el débido mantenimiento desde hace años lo hubieran instalado,3,,0.3857477307319641,infraestructura
ja ja ja ja ja ja yyojsla lo vean las autoridades y no salgan con que tienen otros datos,1,,0.24359183013439178,infraestructura
no más gastan dinero a lo tonto hay prioridades,1,,0.38027095794677734,infraestructura
increíble,5,,0.8085988163948059,infraestructura
que den más instrumentos aparatos y medicamentos para hospitales,5,,0.330485075712204,infraestructura
hay al ratito van a decir que costo mil de millones para justificar su robo me da risa,1,,0.7575708031654358,infraestructura
pov comienzan a cerrar estaciones estoy segura que seguramente entre semana empezarán a cerrar como lo hacen en fin de semana queque desmadre se hace,1,,0.5245904326438904,infraestructura
esos serán moteles no se agan,1,,0.3155336081981659,infraestructura
comentario,3,,0.28780537843704224,infraestructura
la mayoría de los que saben que fue lo que pasó son parientes amigos y familiares,3,3.0,0.3122000992298126,seguridad
así deberían de poner seguridad en los hospitales para que no abusen de sus médicos,4,2.0,0.30961862206459045,seguridad
interactuando,4,3.0,0.4207496643066406,seguridad
digaselo a peña nieto ascarraga y salinas pliego ellos son los que trajeron el mundial y aceptaron las condiciones de la fifa,5,3.0,0.3159366846084595,seguridad
se quejan y somos uno de los países que más consume este deporte,5,4.0,0.5409871339797974,seguridad
me están diciendo que la única razón por la que están haciendo algo en el país es por el mundial que si no fuera por eso seguiriam defendiendo al co que raro no no es el pais que morena nos plantea,2,3.0,0.32734304666519165,seguridad
que coraje e impotencia debería ser más importante el apoyo a los padres que buscan a sus hijos que el mundial,5,2.0,0.2573018968105316,seguridad
la neta méxico da miedo es como ir a palestina y esperar que salgas bien,3,1.0,0.23059269785881042,seguridad
a mí me vale el mundial hay cosas más importantes,5,2.0,0.5947099924087524,seguridad
que tristeza que para proteger a extranjeros se organizaron tan rápido y para nosotros lo mexicanos llevan tantos sexenios y nomás no,1,2.0,0.5210758447647095,seguridad
y los que faltan en el mundial,5,1.0,0.26311957836151123,seguridad
casi 100 000 elementos federales y este gobierno hace nada para acabar con el crimen organizado todo el poder del estado y para que solo les interesa seguir saqueando al país,1,1.0,0.5695993304252625,seguridad
pues el plan kukulkán ya se debería quedar 365 días no diiiigo,1,3.0,0.3766033947467804,seguridad
aah mira y al pueblo que se lo lleve la fregada,1,3.0,0.6453202366828918,seguridad
deberíamos empezar a comentar con stickers de las fichas de lo desaparecidos en las páginas del gobierno,1,2.0,0.49342650175094604,seguridad
y no le da vergüenza a la presidenta para eso si hay seguridad,4,3.0,0.3090910315513611,seguridad
exacto hay que tener prioridades hay que comenzar actuar con conciencia,5,2.0,0.45599818229675293,seguridad
los carteles andas más armados que la policía de méxico,1,3.0,0.31949982047080994,seguridad
es muy cierto,3,3.0,0.2793409824371338,seguridad
y no nada más por el mundial ala precidente le vale los desaparecidos prefiere aser conciertos que ayudar ala gente,1,1.0,0.38814154267311096,seguridad
interactuen que se difunda lo que si importa,4,3.0,0.3435128927230835,seguridad
irán atacará en pleno mundial acuérdense de este comentario,1,2.0,0.3993051052093506,seguridad
jajajjaja se parecen a los anillos de seguridad que hacen los narcos raro no me da risa,3,2.0,0.2883765399456024,seguridad
aquí apoyamos a los papás y mamás buscadores,5,2.0,0.49823686480522156,seguridad
hay prioridades wue en el mundial viene el bicho,3,5.0,0.35720333456993103,seguridad
y por que un mes antes y un mes después del mundial por que no hacen ese plan para siempre,1,3.0,0.6271425485610962,seguridad
nunca nos ha brindado protección a los mexicanos porque a turistas si,1,2.0,0.6199327707290649,seguridad
que dolor que impotencia es una burla el despilfarro,1,1.0,0.6106048822402954,seguridad
no queremos mundial queremos seguridad acceso a la educación digna salud digna y a la justicia,5,1.0,0.5648399591445923,seguridad
y en culiacán también tendremos ese plan,5,3.0,0.3898232579231262,seguridad
plan no ir a méxico me gusta,1,1.0,0.38438448309898376,seguridad
si a usa no le quitan el mundial tampoco a mexico,1,3.0,0.5435454249382019,seguridad
me duele tener que vivir en esta realidad,5,1.0,0.4989359378814697,seguridad
que impotencia da la situación de mexico me entristece,5,1.0,0.2510341703891754,seguridad
violencia en méxico y eua en guerra me da risa,1,1.0,0.309212327003479,seguridad
que tiene que ver el mundial von el gobierno,5,3.0,0.28642064332962036,seguridad
duele pero no por eso va a dejar a mas de 30 selecciones sin mundial ya que eso son problemas internos de mexico no es culpa de la fifa ni mucho menos de las otras selecciones,1,4.0,0.37352699041366577,seguridad
pero que nombrecito me da risa,3,3.0,0.37770774960517883,seguridad
y si se queda el plan cuculcan para siempre,3,3.0,0.25062069296836853,seguridad
ojo dijo que protege a extranjeros los que vivimos en el país pues no la pelamos que nos cuidemos nosotros solos dicen,1,3.0,0.5590533018112183,seguridad
osea si se pueden poner las pilas pero no con nosotros,2,2.0,0.42677971720695496,seguridad
seguridad para extranjeros y no para los mexicanos me da risa,1,2.0,0.38544297218322754,seguridad
saludos desde mechico,5,3.0,0.38341987133026123,seguridad
me da risa los estadios son privados el único beneficio de nosotros son las ventas me da risa,1,4.0,0.5040774345397949,seguridad
suena como el kukuxklan,4,3.0,0.2851399779319763,seguridad
que todos sus hijos vuelvan a casa,5,3.0,0.4130748212337494,seguridad
yo siendo mexicano prefiero que no sea el mundial aquí en méxico,1,2.0,0.40718716382980347,seguridad
cierren las avenidas allá y en cdm,5,2.0,0.41325613856315613,seguridad
morena preocupándose por otra gente menos por los mexicanos,1,1.0,0.3818318247795105,seguridad
por algo dice el dicho al pueblo pan y circo para mantenernos distraidosssss ojalá despierten la gente embobada del futboll y demás,1,2.0,0.35855570435523987,seguridad
ya no podemos seguir con esto necesitamos justicia,1,1.0,0.5542428493499756,seguridad
y mientras protegen a los turistas en todos los demás estados vamos a estar desprotegidos,5,2.0,0.38615894317626953,seguridad
a quien le importa el mundial al final solo se benefician los ricos,1,1.0,0.3805729150772095,seguridad
no estamos en contra del mundial estamos en contra de que se le dé prioridad a algo que no lo es,2,3.0,0.38657236099243164,seguridad
osea los mexicanos no tenemos ningún valor para este gobierno solo pueden y quieren proteger a extranjeros,1,1.0,0.6339788436889648,seguridad
el mundial debería ser solo en canadá pero la fifa es corrupta,1,2.0,0.5419403314590454,seguridad
y por qué protegen tanto a los extranjeros y nunca a nosotros los del pueblo que somos los que pagamos impuestos,5,2.0,0.3488917052745819,seguridad
en serio que cancelen el mundial aquí,1,1.0,0.46730056405067444,seguridad
en argentina también está pasando muchas gente con hambre sin trabajo jubilados con jubilaciones mínimas que ni si quiera les alcanza para comprarse la medicación universidades des financiada ecosistema destruidos a propósito medios de comunicación corruptos fiscales y gobernadores que tapan la corrupción y muerte de gente inocente pero la gente se preocupa por un mundial y que messi juegue en la selección ignorando todo los demás,1,2.0,0.7747535705566406,seguridad
q va mexico es una sentencia ir,1,1.0,0.4647509753704071,seguridad
y solo durante el mundial terminando todo regresará a como estaba o peor,1,2.0,0.3308104872703552,seguridad
wey méxico con aviones f5 ya esos son de museo,5,3.0,0.47256067395210266,seguridad
que triste que solo lo hacen por este evento y no lo hagan por sus habitantes todos los dias me entristece mucho,1,2.0,0.5170127749443054,seguridad
que todo el mundo vea lo que vivimos en méxico,5,3.0,0.5926488041877747,seguridad
y si mejor sacan un plan para proteger a méxico siempre y no solo durante el mundial,5,3.0,0.38859060406684875,seguridad
si asen eso para un evento deportivo por que no aserlo siempre para seguridad de todos nosotros los mexicanos,1,3.0,0.25912851095199585,seguridad
pongan subtitulos en inglés para que se haga eco a nivel internacional por favor,1,3.0,0.2852550745010376,seguridad
es una vergüenza nuestro gobierno,1,1.0,0.9401555061340332,seguridad
por qué no hacen eso siempre yo desde los 15 años salgo de mi casa con más miedo de la policía que de los delincuentes,1,1.0,0.6319295167922974,seguridad
que fuerte realidad me entristece,2,2.0,0.28053149580955505,seguridad
ocultan la verdad,5,2.0,0.5467585325241089,seguridad
oraleee así deberían de proteger a su pueblo y no solo a los extranjeros,5,2.0,0.3382202386856079,seguridad
lo más triste del asunto es que por más que luchen para que no haya mundial el gobierno no les va hacer caso van a seguir con el mundial y seguir invirtiendo en el mundial es triste y da rabia,1,1.0,0.6247075796127319,seguridad
el mundial dará mucho empleo y dinero del turismo así que yo sí estoy de acuerdo con el mundial,5,5.0,0.3650199770927429,seguridad
por qué si tienen tanto no combaten a los narcos,1,3.0,0.3504399061203003,seguridad
prefiero seguridad que un stupido mundial de futbol,1,1.0,0.4177311956882477,seguridad
dios mío,5,3.0,0.5108194351196289,seguridad
para los 4 partidos del mundial que va haber como que invirtieron de más no,2,3.0,0.3127840459346771,seguridad
ya no pongan sus fotos ahorita pongalas antes del mundial,1,3.0,0.653450071811676,seguridad
justicia mexicanos,5,3.0,0.37551310658454895,seguridad
prefiero no tener mundial,2,1.0,0.3752998411655426,seguridad
la mediocridad del gobierno y la borregada no da pa más en fin la justicia no existe ni existirá mientras no se reformen las leyes a favor de las víctimas,1,1.0,0.6501830220222473,seguridad
cómo apoyo para que se haga eso en la cdmx también,4,4.0,0.42624276876449585,seguridad
es más seguro ir a jugar a israel o iran que a méxico me da risa mucho,5,3.0,0.24550622701644897,seguridad
cuándo va a cambiar la historia,3,3.0,0.2930389642715454,seguridad
prefiero un méxico sin desaparecidos que un mundial espero que puedan encontrarlos y los familiares tengan paz,1,2.0,0.3046427369117737,seguridad
pero ella jura que todo está bien,3,3.0,0.38649001717567444,seguridad
que raro que no lo terminaron con la palabra bienestar me da risa,1,3.0,0.28935515880584717,seguridad
ojalá todos encuentren a sus seres queridos fuerza y suerte,5,2.0,0.6100297570228577,seguridad
ósea que si tienen el armamento para combatir el narco solo no les importa lo mexicanos,2,2.0,0.3080783188343048,seguridad
se debe informar que solo sería para el mundial y como objetivo los extranjeros y que después del mundial será como cuando desinstalas una app de celular me da risa,1,3.0,0.43384507298469543,seguridad
siguen adelante en el poderoso nombre de jesús sigan y pídanle a dios que el sea su guardador,5,3.0,0.4132251739501953,seguridad
el chiste se cuenta solo este gobierno parece una burla,1,1.0,0.6975430846214294,seguridad
muyyy triste de verdad me dueles méxico,1,1.0,0.36867755651474,seguridad
que coraje meda todo esto sólo hay seguridad porque va a ver mundial me enoja mucho,5,1.0,0.27676859498023987,seguridad
que lamentable apoyos a las familias afectadas,1,2.0,0.5285850167274475,seguridad
no queremos mundial queremos un méxico seguro,1,1.0,0.40444961190223694,seguridad
qué cosas y por el pueblo mexicano no mueven un dedo me enoja mucho,5,2.0,0.30232247710227966,seguridad
a lo mejor alguien entre mucha gente durante el mundial puede ser que ha visto o conocer a un desaparecido esto ayudará mucho,5,3.0,0.7096918821334839,seguridad
apoyo total a este movimiento,5,5.0,0.5465527176856995,seguridad
welcome to jalisco,5,4.0,0.600913941860199,seguridad
que feo que se enfoquen en esto en vez de proteger al pueblo,4,2.0,0.24215473234653473,seguridad
osea que si se puede nomás no quieren,2,3.0,0.3934762477874756,seguridad
si buscan la ruleta rusa con su seguridad méxico es la opción,3,2.0,0.3283540606498718,seguridad
seguridad en el país seguridad por un partido de fútbol,5,3.0,0.3808279037475586,seguridad
seguro harán un trato con los narcos,4,1.0,0.3438684642314911,seguridad
ku kul kan suena conocido de algo,1,3.0,0.2927553057670593,seguridad
encontrar a los desaparecidos y subir los sueldos no puede ser que en nuestro país casi un 70 trabajen en la informalidad o sin prestaciones de ley y un 49 de los egresados de universidades se encuentran en desempleo,1,3.0,0.6213825345039368,seguridad
y cuando termine el mundial regreso a la realidad,5,3.0,0.29284149408340454,seguridad
a veces no dimensionamos las situaciones hasta que nos pasan no se que sería de mi si alguien de mi familia desaparece y muy bueno de los gobernantes por hacerse pendejos con estos temas,3,1.0,0.297389954328537,seguridad
yo también tengo un hijo desaparecido y nadien me a escuchado no ay seguimiento de nada,1,1.0,0.8206385970115662,seguridad
ojalá se cancele,1,1.0,0.48670077323913574,seguridad
a veces pienso que lo hacen con sarcasmo para tener muchas vistas,3,2.0,0.4007316529750824,seguridad
nos hace falta unirnos como sociedad y cuidarnos entre todos,5,3.0,0.3941170573234558,seguridad
osea que habrá protección para que se pueda jugar al fútbol pero no hay protección para tener una buena calidad de vida,3,2.0,0.45979633927345276,seguridad
proteger a los mexicanos proteger a los turistas,5,1.0,0.32305923104286194,seguridad
oye espérate si no estamos en wakanda,3,3.0,0.2897716462612152,seguridad
todo el mundial va ser en méxico y canadá porque usa no participará por lo que ya saben me da risa mucho,1,3.0,0.4507192373275757,seguridad
osea que siempre han podido defender a la población les valía madres antes o que,3,1.0,0.2639342248439789,seguridad
que tristeza me entristece,2,1.0,0.278959721326828,seguridad
mientras el gobierno invierte millones en eventos como el mundial de fútbol miles de familias siguen buscando a sus desaparecidos sin apoyo suficiente sin respuestas y sin justicia no puede haber celebración completa en un país donde tantos padres siguen buscando a sus hijos la prioridad debería ser la seguridad la verdad y la dignidad de las víctimas,1,2.0,0.485786110162735,seguridad
en día de mundial hay que hacer una marcha por los desaparecidos me entristece,5,1.0,0.3675074875354767,seguridad
no se que da más miedo que méxico puede o que méxico no quiere,1,1.0,0.4231482148170471,seguridad
en el parque de la ciudad donde vivo nunca habia visto pegados panfletos de desaparecidos y cuando recién pase y los vi fue un shock se sintió muy triste,1,1.0,0.44341206550598145,seguridad
es decir que sí pueden combatir la delincuencia pero no lo hacen todos los días me da risa mucho,2,1.0,0.4678027927875519,seguridad
ósea si pueden y tienen poder solo no quieren,2,1.0,0.3483782410621643,seguridad
no al mundial matan mujeres todos los días y no las protegen,1,1.0,0.6317209005355835,seguridad
no ven tv azteca,1,3.0,0.719951868057251,seguridad
no al mundial,1,1.0,0.48240765929222107,seguridad
y por qué 15 días antes y 15 días después por qué no dejarlo así siempre,1,3.0,0.5472630858421326,seguridad
méxico no necesita tener un mundial para tener toda esa seguridad la necesita siempre para todos los mexicanos que triste ver la realidad del gobierno,5,1.0,0.4960736334323883,seguridad
dios les de fuerza y les devuelva a sus hijos,5,2.0,0.4950329661369324,seguridad
proteger a los mismos mexicanos en su país mexicano respuesta negativo,1,1.0,0.6705228090286255,seguridad
para los que no entienden ojalá nunca les toque buscar un familiar o que sean ellos a los que los tengan que buscar,2,1.0,0.29460224509239197,seguridad
todos los mexicanos conocemos o sabemos de alguien que está desaparecido o ha sido afectado por el crimen,5,1.0,0.38312992453575134,seguridad
es que entiendan no están en contra del mundial ni nada sino que están en contra de que se gasten miles de millones de pesos en remodelaciones innecesarias solo para verse bonita para menos del mes mientras no hay dinero para búsquedas de desaparecidos no hay dinero para medicamentos no hay dinero para nada,1,2.0,0.8023151755332947,seguridad
y la de proteger al pueblo siempre no se la saben,5,2.0,0.5247191786766052,seguridad
donde se puede donar para que impriman más,5,3.0,0.26862916350364685,seguridad
no queremos mundial gobierno mediocre queremos seguridad de nuestro país queremos nuestros ecosistemas limpios queremos que no destruyan nuestros ecosistemas y acaben con la naturaleza queremos un país con soberanía,1,1.0,0.5067034959793091,seguridad
me gusta mucho el fútbol pero ha llegado el momento de que miles de voces sean escuchadas de que todos nos unamos,3,4.0,0.42531639337539673,seguridad
osea que para el mundial si tienen seguridad pero para el día a día no grande mi país saquenme de aquí,3,3.0,0.40853387117385864,seguridad
llenen este carrito de super yo empiezo,5,3.0,0.731124758720398,seguridad
que miedo me entristece,2,1.0,0.2911440134048462,seguridad
si tan solo usaran toda esa organización y poder para realmente limpiar y cuidar el país me entristece,2,1.0,0.3273368775844574,seguridad
necesitamos seguridad no mundial,1,1.0,0.3797825872898102,seguridad
el sábado fui al centro es una tristeza ver tantos carteles de personas desaparecidas que miedo,1,1.0,0.7322067022323608,seguridad
no vengan no les crean,1,1.0,0.7671674489974976,seguridad
no me interesa el mundial aquí me interesa la seguridad de mi pueblo el hambre de mi país,2,1.0,0.43061506748199463,seguridad
entonces tomaremos la seguridad como privilegio de algunos cuantos me enoja mucho,5,1.0,0.27998730540275574,seguridad
nos puede des decir de donde sale o que significa kukulcan me suena a cucurrucucu hay méxico,1,3.0,0.5830615758895874,seguridad
pero dice tu tía claudia que cada vez estamos mejor,3,2.0,0.4271358847618103,seguridad
lo que me imaginé,5,3.0,0.5792381167411804,seguridad
osea que si pueden proteger pero no quieren,2,1.0,0.42017868161201477,seguridad
e lugar de mi dial y trenes busque allude con los desaparesidos,5,3.0,0.2843673825263977,seguridad
ven que si tenemos la capacidad de controlar la violencia en mexico armamento gente pero nomas les vlvga al gobierno,1,1.0,0.3146512806415558,seguridad
los policías también roban ojo ahí turistas ojalá no vengan,1,1.0,0.6965816617012024,seguridad
si hablamos de mexico no confío ni en la policía,1,1.0,0.6956883668899536,seguridad
se va poner de acuerdo harfuch con los capos con los que tiene acuerdo para que ese mes no hagan nada y van a decir que el plan que propusieron dio resultado me da risa muchisimo,5,1.0,0.33637237548828125,seguridad
un poco mas y es el plan kukusklan me da risa mucho,3,3.0,0.4730844795703888,seguridad
por que no posieron eso para acabar con los carteles,1,1.0,0.28319501876831055,seguridad
hay que cancelar el mundial eso no es importante lo importante es tratar los problemas del país,2,1.0,0.4156636595726013,seguridad
imaginen esto en sinaloa también,5,1.0,0.2555559277534485,seguridad
lo chistoso es que esos 3 aviones caza f5 son todos los que tiene la fuerza aérea me da risa,5,3.0,0.358026921749115,seguridad
osea hacen de cuidado solo cuando es mundial pero el resto del año q se chinguen el pueblo,2,2.0,0.33241167664527893,seguridad
de que sirve si les da miedo enfrentar a los delincuentes,3,1.0,0.325722336769104,seguridad
igual el mundial mexico no va pasar de cuartos,3,3.0,0.27892130613327026,seguridad
no protege ni a los ciudadanos que va proteger a los turistas,1,1.0,0.7354879379272461,seguridad
justicia para los desaparecidos no quiero mundial quiero un mexico seguro,1,1.0,0.47160765528678894,seguridad
imponer el plan kukulkán en méxico para que acaben con la violencia imponer el plan kukulkán solo para el mundial y atraer extranjeros,1,3.0,0.4655987024307251,seguridad
lamento mucho su dolor mamitas y papitos me entristece,1,3.0,0.4548693597316742,seguridad
cómo se notan las prioridades no se dejen que vean lo que realmente importa,5,2.0,0.2910427749156952,seguridad
mi apoyo desde españa comparto mucha fuerza para las familias,5,3.0,0.5941999554634094,seguridad
que hermosa campaña no se dejen estamos con ustedes me entristece,5,4.0,0.5767713189125061,seguridad
gobierno de asco,4,1.0,0.30938655138015747,seguridad
osea que si se puede reforzar la seguridad interesante,3,2.0,0.5123175382614136,seguridad
triste realidad de méxico me enoja muchisimo,5,1.0,0.4173421561717987,seguridad
y la seguridad despues del mundial que cual plan,5,1.0,0.5110757350921631,seguridad
ellos no deben ser invisibles en el mundia ellos deben ser los mas presentes en el mundial que el mundo vea rosotros de gente que puede ser encontrada gracias a la difusion,1,2.0,0.27859675884246826,seguridad
duda latinus es independiente o pertenece a alguna televisora,1,3.0,0.5914684534072876,seguridad
los comentarios ocultos,1,3.0,0.4351138174533844,seguridad
pero ya están vendidos todos los boletos y la venta de playeras no para y no se diga del álbum que es todo un fenómeno nacional más de 1500 albums vendidos diariamente y 10 mil sobres con las cartitas también,1,3.0,0.6226682066917419,seguridad
ojalá encuentren a los desaparecidos,5,3.0,0.2625243067741394,seguridad
dios los bendiga salmos92 10 12 y salmos94 1 23,5,3.0,0.39972004294395447,seguridad
su mirada,5,3.0,0.36597320437431335,seguridad
escuchen bien dijeron proteger a los turistas y a los equipos porque los mexicanos no les importamos,4,1.0,0.43030110001564026,seguridad
el mundial es cada 4 años y desaparecidos hay siempre pueden esperar,5,2.0,0.28455400466918945,seguridad
de por sí me cae mal el futbol ahora mas,2,2.0,0.43054911494255066,seguridad
mientras tanto claudia,3,1.0,0.34088554978370667,seguridad
la tristeza me entristece,1,1.0,0.31561776995658875,seguridad
y porque no hacen eso siempre pero para todos los mexicanos,1,2.0,0.27109384536743164,seguridad
ya vimos que si no le beneficia al gobierno no hace nada respecto a la seguridad mientras después que pase la fifa otra ves a números rojos,1,1.0,0.6233993768692017,seguridad
no al mundial en méxico,1,1.0,0.5665110945701599,seguridad
ahi vemos que es prioridad para los gobiernos que tristeza,3,1.0,0.30906468629837036,seguridad
y despues del mundial q nos lleve la muy malo a todos los demas,1,1.0,0.7167644500732422,seguridad
me da risa no tenemos ese tipo de aviones me da risa mucho,2,3.0,0.45220279693603516,seguridad
no al mundial en mexico para proteger extrangeros hacen todo y nosotros,1,1.0,0.5114277601242065,seguridad
se jactan presumen de tanta seguridad y saben perfectamente que nada esta bien en éste país ojalá no hubiera mundial,1,1.0,0.5949579477310181,seguridad
ojala cancelen el mundial,1,1.0,0.521797776222229,seguridad
no queremos mundial,1,1.0,0.3127501606941223,seguridad
seguridad para la gente del mencho seguridad para extranjeros y para cuándo la seguridad para los ciudadanos bueno igual se les olvida un poquito cuando tienen que ejercer sus derechos y ver a shakira,3,,0.3198411464691162,seguridad
deberían cancelar el mundial en méxico por seguridad no deberían hacerlo acá,1,,0.683392345905304,seguridad
para mí que gana portugal,5,,0.5090733766555786,seguridad
ojalá los encuentren dios los bendiga,5,,0.2537825107574463,seguridad
no al mundial,1,,0.48240765929222107,seguridad
el gobierno que hace para el mundial si el mundial lo hace la fifa,3,,0.2723677456378937,seguridad
qué pena que sea para cuidar a los turistas y no lo hagan siempre para cuidar a los mexicanos,1,,0.2634918987751007,seguridad
apoyo la manifestación el día del mundial,4,,0.38483870029449463,seguridad
porque no entienden que no se trata de partidos políticos ni gobiernos se trata de quien gobierna cada entidad quien este en la presidencia es lo mismo hará lo que pueda en su gobierno pero los que son los gobernadores delegados o presidentes de cada entidad son los que hacen lo que quieren,1,,0.2652415335178375,seguridad
el dinero y el football es más importante que las vidas de la gente todo mundo lo sabe,5,,0.7243817448616028,seguridad
el mundial es un tape de ojo pará lo que se viene todo lo que roba el gobierno,1,,0.4639418125152588,seguridad
ni regalado,1,,0.621963620185852,seguridad
todo eso para proteger extranjeros pero a los mexicanos que nos lleve la chgda me da risa,1,,0.28851449489593506,seguridad
ojalá cancelen el mundial,1,,0.521797776222229,seguridad
que tristeza,1,,0.2724326252937317,seguridad
ya ven que no terminan con el narco nada más porqué no quieren,1,,0.5626575350761414,seguridad
osea se preocupan por todos menos por nosotros los mexicanos me entristece,2,,0.4200190007686615,seguridad
queremos seguridad no mundial,1,,0.3462578058242798,seguridad
por qué no hablan de cancelar el mundial en estados unidos por riesgo a un ataque,1,,0.64760422706604,seguridad
ya que cancelen el mundial por fsvooooor,1,,0.6272598505020142,seguridad
si ellos mismos te roban también es algo que no tiene sentido deben tener más cuidado ya que te quitan dinero,2,,0.4418795704841614,seguridad
para que tanta seguridad si se trata de un evento deportivo,4,,0.34400060772895813,seguridad
que impotencia,1,,0.5083174705505371,seguridad
tienen razón no se vale,1,,0.6348042488098145,seguridad
espero que algún día tenga respuesta de donde esta sus ijos,1,,0.2741398513317108,seguridad
méxico protegiendo a todos menos a los mexicanos ojalá no haya mundial neta,1,,0.45542362332344055,seguridad
boicot al mundiaaaaaaal,1,,0.30321282148361206,seguridad
mucha fuerza y luz para todos los padres buscadores,5,,0.6006442308425903,seguridad
