,text
480,puras apariencias
481,y el mantenimiento de los triste
482,"En lugar de gastar en tonterías, deberían dar mantenimiento real al metro..."
483,[Sticker] si se mete el agua ya va a parecer otra escena de una película donde se mete el agua ..
484,"es como feria de pueblo, pero en el metro."
485,dejaron las fuentes modernas
486,pensé que lo de los candelabros era broma
487,"[Sticker] Es que la prioridad era la elegancia de Francia, aunque se caiga el techo o llueva en las estaciones, a la mejor más allá de eso su visión es que tenga un toque romántico con lluvia, (Es bromis), pero si deberían de arreglar lo más importante en vez de los candelabros."
488,"jaja la tubería , el reloj y el letrero entre otros jajajajaja"
489,Jajajaja es para poder llenar las estaciones de agua jajaja
490,Muchas falta de mantenimiento. Para que los candelabros?
491,[Sticker] yo esperando el metro jajajjaa la goteras jajajajaja
492,muchas gracias por tu reporte joaquin
493,nmmn llueve mas adentro que afuera
494,Jajaja es parte de la atracción
495,POR AÑOS MME Y MME QUE PUSIERAN BAÑOS PÚBLICOS Y AHORA QUE LOS PONEN SIGUEN MMDO
496,ya van a estrenar casa las personas de la calle
497,cuál es el más cercado para rayar el nombre de mi rukaleta
498,esos sanitarios se saldrán de control estará apestosos
499,Para que vergas
500,En tres meses va estar alguien afuera de cada baño vendiendo dulces y cobrando $7
501,La CFE robándole a la nación de la CFE
502,y donde que yo me echo unas bien apestosotas ajajaja
503,[Sticker] va a estar bn asqueroso
504,mejor gastar el dinero en los hospitales en medicamentos
505,ni mundial debería de a ver así como está la situación de las enfermedades que se están propagando
506,eso es un gasto innecesario.... termino aran cerrados y con basura
507,"Es otro gasto inútil y lo que necesita la ciudad bien gracias, bachesy tendrían que dejar un policía porque aquí no respetan nada"
508,deberas ya no saben ni que hacer
509,Y no hay enseres en el IMS
510,sin papel y sin agua para que?
511,está bien porque sale más caro la multa por orinar en publico
512,atentos grafiteros
513,Baños con Ajolotes...
514,volten a la comunidad estudiantil
515,para puro turista y los ricos
516,"mejor pongan botes de basura en los metros, luego se quejan que hay basura en todos lados"
517,Debería también implementar contenedores grandes de basura para que la gente ya no sea tan cochina y ahí depositen su basura
518,Ni un chile les embona deberas
519,[Sticker] gastan en todo menos en lo que se necesita
520,Ni van a tener agua
521,Cuando le calculan para que estén bandalizados y abandonados.
522,Todo lo que gastan deberían de aumentar las pensiones de los s trabajadores del IMSS ni al mínimo llega
523,toma taxi
524,se ve más económico
525,El que busca que hacer siempre va a encontrar y sobre todo cuando se descuido el metro Pero con el cuidado que le demos estaremos más que satisfechos
526,Usa UBER mija!
527,Gasto innecesario
528,Bienvenida a la cuarta transformación
529,Tu votaste por lo actual.
530,que pena cdmx
531,y cuantos millones costaron
532,Que esperaban!
533,que metro es??
534,que iglesia es???
535,y que volteas hacia arriba?
536,que t valgaa
537,no alcanzo el presupuesto para hacerlo bien
538,exactamente que arregle mejor las calles banquetas drenajes ya que el gobierno tiene el poder y el dinero
539,"Ay que cosa, no se si reír o ponerme a llorar por la burla de las autoridades"
540,Puras mmds
541,mejor que no haiga mundial no saben los riesgos de salud que puede ver más adelante nueva pandemia
542,Hay al ratito van a decir que costo mil de millones para justificar su robo jaja
543,Déjanos con esos pequeños momentos de finura Porfavor!!!
544,"hay presencia de humedad en esa área y es precisamente porque la CDMX se está hundiendo, sé que no lo van a comprender, lo más simple es decirles que eso no se va a ir."
545,saben como va a terminar eso
546,"De verdad nada, nada, nada les embona."
547,"apenas le tocó a mi niño en pediatría y no había camas solo casos graves les asignaron , los demás en sillas estaban canalizados en batita cansados de madrugada que difícil situación del país, deberían invertir esos temas ya que todos los mexicanos aportamos para eso"
548,"QPKM tiene el gobierno , habiendo tantas pinches necesidades en el país y gastan en esto ."
549,"te imaginas cuanto supuestamente gastarían en ""arreglar"" nadamas una parte así :v? dirían q ocupan unos cuantos billones y aún así, ""haber si queda"" :v pq es difícil yo digo pero aún así :v en una de esas por la humedad pierde sus propiedades para cargar tanto peso para el q fue diseñado y sacas q se caiga mms"
550,Gastaron en embellecer y no hay trenes
551,"que pensaban, la lamparita costó bastantes millones de pesos, no alcanzo para arreglar bien el anden"
552,es que la gente por que no entiende que es mas importante que se vea bonito a que funcione bien
553,podra ir hasta la mare en hora pico pero la decoración
554,son faroles y de hecho tienes razón lo que debieron remodelar no lo hicieron
555,peña nieto se te extraña
556,lo q no sabes es q esas goteras son parte de los adornos
557,todos con teléfono iPhone en paguitos...y recargas de 100
558,yo solo juzgamos y juzgamos como si fuwramos perfectos avwces si hay gente que cae mal se creen perfectos
559,Y las calles y carreteras como para cuando?
560,y dicen que nada nos envona
561,"Remodelación estética solamente ,para controlar esas goteras imaginen el tipo de trabajo que tienen que hacer y esa zona es muy difícil de tratar ya que con temblores, el hundimiento y el paso de el tiempo es normal que se hagan"
562,es interactivo así sabrás cuando esté lloviendo afuera jaja
563,Y justificaron millones de pesos gastados JAJAJAJA
564,cuando realizarán algo bien?
565,Ya le quitaste el encanto
566,y las cascadas y goteras para cuando???
567,"SIN COMENTARIOS,SEÑORES ESTO ES MÉXICO"
568,que ve vea 1912
569,ni el reloj que es necesario existe
570,more y sus cosas
571,Es q es una fuente
572,Es la brugadizacion de la CDMX
573,"Que decepción, ojalá hicieran bien las cosas !!!"
574,se ve como 1520 .... no se de que te quejas????
575,mejor me río.
576,De los trenes ni hablamos
577,"fue remodelacion, no reconstrucción, eso seria casi imposible porque por arriba ya hay casas"
578,"También tú, ni modo que remodelaran en la remodelación xd"
579,esas filtraciónes ya son muy dificil
580,lo remodelo bis chungus
581,solo en México
582,No se si llorar o reír
583,Llego la locomotora 5972!!!
584,pero ya esa estación es te etiqueta
585,eh ey ey ¿porque no hay un ajolote ahí? ¿y por qué no está pintado de morado?
586,puro impuestos de los trabajadores q bárbaros pero en fin
587,Pena ajena este gobierno en verdad
588,Dar mantenimiento a toda la Ciudad de México pintar paredes escombrar los jardines limpiar puentes peatonales y vehículares plantar más árboles afuera de Chapultepec donde muchos fueron cortados ahora que fui de visita todo abandonado ya pónganse las pilas
589,por que no arreglan las avenidas principales no que hay un buen de baches y la delincuencia cada dia esta peor
590,no lo se luego andas por ahí con el topo atorado y sin cambio :(
591,Ya quiero ver el costo al que se los vendieron a Brugada
592,Hasta eso les van a quitar a los comerciantes
593,Por qué quieren aparentar lo que no es ???
594,Lo van a desvalijar el primer día
595,no entendien que entre mas gente vengas mas gente deja su dinero aquí en mexico
596,Mejor que recojan realmente la basura que hay en las calles
597,yujuuuu para los choferesde app jajajaja
598,dejemos que pongan todo lo que quieran pero cuando empiece el mundial a sabotear todo
599,"Que elegancia la de Francia, y las goteras pa'"
600,es decoracion no una verdadera remodelacion
601,Y las escaleras eléctricas ama
602,Este gobierno pura estupidez
604,Había ofertas en GALERÍAS EL TRIUNFO?!?'
605,jajajaja ese vídeo está bueno es pura estampa nada más
607,Es serio? creí eran memes
609,es una cascada muy top muy fina para que cualquiera le vea el potencial muy como en Dubai
610,México no está preparado para ese tipo de infraestructura
611,van a ser todo menos baños jaja
612,Lo que urge son botes para basura
613,"No sé porque permitimos estos desfalcos innecesarios, cuando en el país hay otras prioridades... entonces si hay presupuesto pero el gobierno de no lo suelta porque le vale madres el país y su gente"
614,con que presupuesto de mugre le van a dar mantenimiento? Electricidad de donde? Quien va a pagar eso. Todos van a baños publicos sin costo
615,y cuando pasen los 15 minutos se queda encerrado
616,"al rato va a estar abandonado, sucio, y con basura."
617,Para que no los abran! Como los elevadores en puentes y metro
618,@ n necesito q vayas
619,@María Aguilera
620,"@Claudia Sheinbaum Pardo NO QUEREMOS MUNDIAL, QUEREMOS NUESTRA SALUD."
633,y qué tal si te lo suben a 10 pesos?
634,Es que es parte de la decoración
638,Esto es una locura de corrupción @Clara Brugada @Ciudad de México
652,"@TelediarioMx ya sabemos el destino de estos sanitarios públicos, quedaran en el abandonó u operando en precarias e insalubres condiciones"
658,"la mayoría de gente gasta en cigarros, cocas, cervezas alcohol, fiestas a lo wey y ahorita que somos pais anfitrión y quieren que México no se vea tan pichurriento y que ahorre todo"
659,que es estooooooo!!!!!
660,Jajajajajaja.
661,Él hazme reír para el mundo entero
662,Nada los tiene contentos
663,todo hace juego
664,ya nada nas da risa jajaja
665,Jajajajajajaja
666,ESO NO ESTABA EN EL PRESUPUESTO JIJIJIJJII
667,son cascadas para dar el toque de la Francia de los grandes jardines con fuentes
668,"yo no sé para madres arreglaron tantas estaciones, y solo en lo visual , xq lo verdadero importante q son las grietas como estás, o los trenes ,"
669,es sistema de Humidificación!
670,no pues bueno jajajajajajaja
671,Ahí deberían colocar buna fuente
673,Es la gealidad dul tegceg monde. Chingona la decoración ¿y el servicio de calidad para cuando?
674,creen que los candelabros evitarán que no se den cuenta de las deficiencias en el transporte colectivo
675,Jajaja
676,Hecho en México
677,Jajjajajaj
679,transformación de 4ta
680,Jajajaja
681,triste realidad
682,que mal !!!
683,"Gente, tendremos Titanic 2 En México, claro que si. Próximamente en envivos de tik tok"
684,"no, no, no, solo ve los candelabros"
685,lo bueno que ya le dieron mantenimiento
686,jajajjajaj
687,"Las calles con pinches coladeras destapadas, baches y hoyos por"
688,falta mantenimiento hay muchas goteras
689,ay! que bueno porque yo siempre me ando haciendo popis y es bien difícil encontrar donde o quien te dejé entrar. al fin alguien pensó en nosotros los cagones
690,Siiii para un rapidín
691,Y después de dos meses estarán olvidados y servirán de basurero
692,Mejor que pongan botes de basura en todos lados hasta en el metro
693,y ya los rayaron
694,"solo faltan que pongan ""uso exclusivo para turistas """
695,"en medicamentos para el IMSS ,para personas con cáncer o demás, deberían de hacer, y no gastar el dinero aparentando México es súper woooo"
696,QUE BUENO XQ LUEGO UNO SE HANDA C@G@ND@ Y NO HAY DOND TIRARSE EL KEY
697,está de lujo
698,es pues la cuarta
699,Omg ya eres toda una famosa
700,puesi q ganan con gastar dinero en eso con quién quieren quedar bien y eso es poco por loq hayq hacer por los metros hospitales parques xxxxxx
701,sin palabras
702,Jajajajj
703,entonces si es muy parecido al Titanic
704,jajajaja
705,Y la pinturita morada
706,Que absurdo!
707,Otra que nada le embona
709,señores no han visto la regadera que puso para lavar los trenes
710,me gozo como se Disen de todo en los comentarios
711,Hay que hablar de esto ruvalcaba
712,"exacto!!! es lo que digo, ese dinero que se gastaron, millones de pesos en remodelaciones piteras que no eran necesarias, y las vías, los trenes, las instalaciones eléctricas, las goteras, la humedad, lo que sí es necesario!?!?!?"
713,Jajajajaja
714,exacto
715,Exacto y lo que deberían de arreglar no lo arreglan
718,[Sticker] somos bendecidos por tenene un medio transporte barato por $5°° pesos ya ven los del estado pagan lo triple
719,Así es Ocapa Brukk
720,"quiero llorar, pero tendré que actuar, con mis derechos"
721,jajaja
722,Roma no se construyó en un día........ por algo se empieza. Para mí bellos los Candelabros
723,de q hay personas q nada les va!!!!!!
724,o que la canción nada t envona
725,haber super genio como detienes esa humedad a esa profundidad y con agua encima ??
726,a mí sí me gusta mucho
727,a la gente no la tienes contenta
728,creo que no se puede impermeabilizar la calle o si. Alguien puede decir que se puede hacer con su infinita inteligencia
729,"EXACTAMENTE, PRIORIDAD A LO REALMENTE IMPORTANTE..."
730,se pasan todo horrible
731,"Dicen que uno abandona el barrio, pero el barrio jamás te abandona"
732,y ya terminaron las obras ???
733,Las goteras del bienestar
734,Eso es Culpa de Calderón
735,"que funcionen los baños del metrobus, los elevadores del metro ... no mames nunca votaré de nuevo por morena"
736,@Clara Brugada eso va ser un hotel seguridad es lo que necesitamos no ese hotel de paso
737,menos de un año les doy
739,"Pasando el mundial los quitan, sólo es para aparentar"
741,No veo las filas y el mar de gente estrenándolos por el Fomo
742,ojalá y los tengan limpios
743,@Claudia Sheinbaum Pardo @Partido Morena
744,mejor que pongan camaras
745,que estupidez jajajaja
747,Si no hay botes d ebasura saben cómo va a estar eso jajajajaa
748,Por fin!!!!
749,lo importante será que va a pasar.despues del mundial @Claudia Sheinbaum Pardo @Clara Brugada
750,mejor q tapen los baches
751,El problema no son los baños es la gente
752,y nosotros que nos cargue la chingada
753,Dios ya quitales el poder!!!
754,mira nada mas así deverian de poner botes de basura x todos lados.
755,jjj no mmm
756,Esas madres ni van a durar 6 meses
758,hoteles gratis
759,mejor pongan botes de basura
760,para que despues estén tomados por la gente en situación en calle o un foco de infección muy intensa hasta se metan la gente hacer crussing
761,Ya como en paris jajaa
762,van a quedar bien cagados y bien tapados
764,siempre buscando el pelo en la sopa
765,Te falto grabar a la gente
766,Que elegancia la de.......juuuuuaaaatttt ‼‼
768,Creo que el transporte demanda solución real en otros temas...!!!
769,el metro es subterráneo y está en medio de un túnel de bajo de la tierra y todas las líneas del metro son así
770,algo no cuadra
771,no words
772,Las prioridades del metro están igual a mi economía
773,eso es normal son filtraciones de agua por que es subsuelo
774,[Sticker] Todos esperando.
775,puro gasto infructuoso pero bueno como no es su dinero
776,No les digo cada vez estamos peor
777,todo muy bonito pero los trenes de la fregada jajaja poca madre
778,Próximamente
779,Se pasan que es para que el mundo no vea como se cae el país a pedazos ya todo mundo sabe
780,tranquila ahorita lo pintan de morado y le ponen un ajolote
781,Es para que sientas que vas caminando con luz de los candelabros bajo la lluvia al puro estilo europeo
782,aquí aplica la de... barrieron nomas por donde pasa la suegra jajajajjajaja
783,las fugas pa cuando
784,"Nada les gusta , Al menos no se quedan el dinero como el PRIAN"
785,Esos candelabros me recuerdan a casa de nuevo rico. No importa nada más que los garigoles y lo dorado barato. Algo fuera de lugar y con mal gusto
786,restos del prian
787,"yo creo que yá quieren subir el metro, pará pagar esos lujos ."
788,"ah! ca.... y las goteras, son el plus o qué?"
789,"jajaja, pues como siempre, no más nos dan atole con el dedo y así varias estaciones, con fugas de agua"
790,Jajaja con goteras y las calles se inundan difícil de creer
791,es un asco el govierno
792,cómo todo lo que hace la jefa de gobierno y la presidenta
793,México mágico
794,Como que hacen eso para molestar a Ciudadanos
795,"me recuerda aquel conocido refrán.. Candil de la calle, Oscuridad de la casa..."
796,Por 5 pesos para que te sientas como en tu casa
797,Ningún chile les embona .
798,mexico magico
799,Les digo que este gobierno es una
800,solo por el mundial no puede ser tierra dinero para que la fifa gane
801,puras tonteras de este gobierno
802,y dice la presidenta que somos primer Mundo jajajaja
803,gobierno ignorante mejor que arreglen las goteras
804,la verdad si estoy de acuerdo en lugar de gastar en pendejadas como ha sido este gobierno hubieran arreglado las estaciones dejen que llueva y todo lo que hicieron va ir a la basura y se quejan de gobiernos anteriores
805,Esos candelabros son lo mas inútiles de la vida
806,esto es como pegar el retrovisor con cinta canela
807,quieren tapar la realidad como el sol con un dedo
808,arreglos por acá y todos los defectos de más cosas cuando.
809,"Justo así esta en la Linea 7, Estación Río San Joaquín, ya está muy pintado por dentro, pero en el techo las Goteras , hay hasta cartones en el piso , para que absorban el agua, pero muy pintado todo y las Escaleras Eléctricas Sin Funcionar . Ver para Creer"
810,[Sticker] ptm nada pueden hacer bien la 4t
811,es de la antigüedad tenía que hacerce algo real
812,We es que es como si pusieran un mantel elegante sobre una mesa ya para aventarla
813,"Jajajaja exacto hay un montón de fugas porque no arreglaron eso mejor, nada más lo pintaron"
814,jaja Gobierno Ridículo que el mundo se entere como nos tienen
815,we juran que el gobierno debe de estar con cámara de vigilancia buscando el mínimo detalles de cualquier cosa para repararlo en segundos JAJAJAJAJAJ
816,"Gastan en puras tonterías, y lo que deben hacer, no lo hacen... Gobierno de 4ta...."
817,Gastos innecesarios mejor que arreglen las goteras
818,una prueba mas de que es una porquería este gobierno
819,"no!, me reuso a usar algo que dejo el malvado Don Porfirio (sarcasmo); -perdoneme Don Profirio- por cierto la lampara combina con la cinta ""aguas con la pared"" y las aguas en los techos"
820,ME PREGUNTÓ CUÁNTO HABRÁN COSTADO EN REALIDAD ESAS LUMINARIAS??? PORQUE ES MUY SEGURO QUE ALGUIEN SE LLEVÓ MUY BUENA COMISIÓN...
821,Que no lo vea el Arqui
822,El claro ejemplo de que ningun chile les embona
823,"si, ridículo el gobierno, el circo mejor pagado del mundo...."
824,Falta que arreglen la línea de barranca del muerto y dirección el rosario también está en pésimas condiciones.
825,"No, eso lo dejaron así porque posteriormente van a grabar las escenas del Titanic, tranquilos este gobierno piensa en todo"
826,"justo comenté en otro video, que a ver si su estación fifi, no se hundía con la primera lluvia, como el Titanic...y siiiii."
827,puro gasto inútil
828,qué horror
829,Que hartazgo con este gobierno
830,ja ja ja ja ja ja yyojsla lo vean las autoridades y no salgan con que tienen otros datos
831,[Sticker] gobierno sonso
832,Pero dice clarita que no es por el mundial
833,su gobierno que no invierte en las verdaderas necesidades de del país que se gasta el recurso en los viajes de su bancada
834,jajaja pinche gobierno tan p......
835,también se gotean
836,"Muy Al estilo de De MORENA,"
837,"si el peor gobierno , bola de Corruptos miserables"
838,puras jaladas
839,Queremos mantenimiento no adornos
840,De verdad esperaban algo distinto???? Lo hizo la 4 deformación...
841,Quieren tapar el sol con un dedo!!
842,está presidenta creo que estamos en el siglo 16 ya que siempre le echa la culpa a los opositores jajaja jajaja
843,de todo se quejan como si el PRIAN hubiese hecho algo de mantenimiento a las líneas del metro hasta lo que no comen les hace daño
844,cómo siempre este gobierno gastando en frivolidades
845,ninngun chile les embona
846,El colmo...
847,si no les gusta que no se suban
848,es decoración para el día de muertos. pues que no están chig y chig que con tiempo se hace todo jjj
849,no más gastan dinero a lo tonto hay prioridades
850,"No sé, no me convence ¿Es un estilo moderno, clasico, futurista, mexicano (ajolotes), minimalista... ?."
851,porque nos tocó el gobierno más pen@#% en serio
852,les falló un poquito la imagen... querían dar el gatazo de una estación en Moscú... mejor hubieran intentado copiar una estación de New York... para eso no hace falta presupuesto y pudieron haber presentado una estación estilo primerísimo mundo
853,GOBIERNO RIDÍCULO
854,cómprate tu carro para no padezcas esos inconvenientes y viajes como mejor te plazca
855,"Eso tiene años, nadie ha hecho nada para reparar las filtraciones"
856,"Las estupideces de los gobiernos de Morena, no tienen límites."
857,Es una VERGÜENZA
858,"la primera marcha en la que se les ocurra voltear a ver los candiles, lámparas o vitrales y ya era...el metro se debe planear para lo que es, mover masivamente a gente de manera segura y eficiente...esto no abona a esa misión."
859,sí se quejan cuando el metro cerró para la remodelación visual..!! ahora si tuvieran que reparar todo desde cero?. imagínense.... estuvieran peor.
860,gobernado por morena
861,"Y de hecho si llega a ganar en el siguiente PRI o pan estará igual no cambiará nada eso es un hecho , el metro está igual de siempre , entonces cuál es la sorpresa aúna si todos mienten más bien ustedes que creen"
862,Es la transformación de 4ta
863,"Exactamente; esas goteras son de miedo!. Hace unas semanas pasé por la estación Pino Suárez y justo en el tramo de la correspondencia se vino una parte del techo, acompañada de agua y cascajo... En Allende se vinieron unas vigas y a gente que iba bajando, otras subiendo les cayeron encima las vigas... Lo de menos es lo espantoso que están dejando las estaciones. Si no el peligro al que a todos nos está exponiendo el gobierno. Obvio un ingeniero lo puede explicar mejor; pero lo que han hecho es tanto como quitarle el ""alma"" a un ""zapato""... Qué Dios nos cuide a todos!"
864,quién aprobó esa mmd
872,@Claudia Sheinbaum Pardo
883,Cuánto a que los olvidan y después ni van a servir
884,"hay que saborearlos, pintarlos etc"
885,La bronca no son los baños la bronca es que la gente no sabe cuidar y ps la verdad por eso no podemos tener cosas bonitas
886,"para que cobren $10 como ahora ya en muchos lugares, sucios y el papel aparte."
887,para eso si ahí lana no Pero para que aya agua y pavimenten para eso no ahí que poca tienen
888,La gente no entiende que no entiende y aparte no cuidan nada
889,"para los que se quejan de los baños así, seguro es por qué no han visto los baños públicos de Amsterdam jajajaja"
890,Van a terminar vandalizados y por lo regular sin funcionamiento
891,No deverian estar cerca del estadio
892,Weeeeey está bien exactamente para eso para nesecidades de las personas y espero que si cobren aquí tiene que ver mucho la educación del hogar
893,ni los baños públicos tendrán activación económica jajajaja este mundial es solo para unos cuantos.
894,"Me recuerda a las mamás (no todas) cuando va a llegar una visita limpian toodo a fondo, la mejor vajilla, los manteles mas lindos, copas etc. Pero cuando no hay visitas usan la vajilla ya despostillada, los vasos desiguales, los manteles viejitos, etc. Algo asi esta pasando pero a gran escala"
895,Cuando meterán presupuesto para medicamentos en hospitales vlnv
896,"la gente dice, no me gustan, prefiero cagar en una bolsa"
897,no al mundial por el ebola
912,"Mejor que inviertan en medicamentos, búsqueda de desaparecidos, seguridad y escuelas!!!! ya es un cinismo el del gobierno"
