,text
200,Porque la FIFA no le hace lo mismo a EEUU así como le hizo contra Rusia cuando empezaron la guerra?
201,Morena preocupándose por otra gente menos por los mexicanos
202,"Que triste que solo por presión extranjera, este gobierno mediocre haga lo que tiene que hacer"
203,Seguridad para extranjeros y no para los mexicanos 😂
204,"¿ Y por que no han aplicado ese plan, para proteger a los mexicanos? 🇲🇽"
205,"tampoco estados unidos es seguro, con sus guerras"
206,"no pueden proteger a los.mexicanos , ahora quieren proteger todo un evento con extranjeros el gobierno solo quiere aparentar un bien que no es ."
207,Ojalá así nos protegieran a nosotros los mexicanos ✊🏻
208,Y los 130 millón es pa cuando ????????????? A ya me acorde….. nosotros no dejamos millones de $
209,"JAJAJJA Vaya manera de decir: ""Si podemos hacer las cosas bien y mejorar el país, pero no queremos"""
210,"Digan NO AL MUNDIAL EN MÉXICO, no es seguro!!"
211,Que triste que les importen más los turistas que su propia gente
212,con esto demuestra que el gobierno si puede vs el narco solo qué no quieren
213,che gobierno hipócrita
214,"Cuando tendremos un buen gobierno, cada vez lo veo más imposible 🥲"
215,"Pues no es culpa de los que traen los mundiales, si no de la gente que asiste a los partidos…sin ellos, no habría mundial."
216,Me duele tener que vivir en esta realidad
217,Que dolor caray
218,en día de mundial hay que hacer una marcha por los desaparecidos 😔
219,"Muyyy triste de verdad, me dueles México 🥺"
220,Todos tienen fintas licenciados 😳
221,Que tristeza 😢 que para los desaparecidos no exista el más mínimo interés por parte del gobierno.
222,"muy cierto, no se dan de cuenta que hay realmente prioridades 😞😞😞"
223,"NO QUEREMOS MUNDIAL ❌⚽🚫
QUEREMOS SEGURIDAD🇲🇽!!"
224,Que todo el mundo vea lo que vivimos en México
225,"Que guerreros, luchadores. Dios los bendiga y los proteja. Encuentren a sus desaparecidos, amén."
226,Queremos seguridad no Mundial.
227,nos hace falta unirnos como sociedad y cuidarnos entre todos.
228,"Soy de España y se me encoje el corazon con vosotros,no visito mexico por estas cosas no me trae seguridad pero mira que si e un sitio muy prometedor 🥺🥲 ojala os ayude alguien aunque sea Trump ya que Claudia...."
229,Para los 4 partidos del mundial que va haber como que invirtieron de más no??
230,Solo durante la copa ? Ah que fregon. 😡
231,Entonces si pueden proteger al país pero solo cuando les conviene… 😒
232,no sería más fácil hacer los juegos en otro pais?
233,jajaja se pasan. es mejor proteger a los turistas no?
234,tiene tiempo para planear proteger extranjeros. pero no pueden combatir el Narco. 👁
235,Y si cooperamos para que impriman más ?
236,México mundial
237,[Sticker] Interactuando
238,Hagan estos videos con subtítulos en ingles! Para que otros paises se enteren 🥺
239,Pobres papás 🥺
240,por que no usan ese despliegue para pelear contra los narcos?????
241,"Ku-Kul-Kan, suena conocido de algo.... 🤔🤔🤔"
242,Ahora resulta que si se puede cuidar las ciudades 😳
243,Que vergüenza para los mexicanos y porq no degan esa seguridad por siempre ósea q si se puede pero no quieren invertir en su pueblo
244,[Sticker] Ósea que si protegen a los extranjeros y a los mexicanos ni los quieren apoyar
245,Por Que no implementan un plan para todo Mexico ?
246,"si, que el mundial se suspenda en Mexico"
247,"osea los mexicanos no tenemos ningún valor para este gobierno?
solo PUEDEN y QUIEREN proteger a extranjeros??"
248,DEBERIAN CAMBIAR LA SEDE POR INSEGURIDAD
249,y por qué no despliega esa seguridad todos los días 🤔
250,Seguridad para el turista y abrazos para los mexicanos 🤗🤗🤗
251,y porque no dejan ese plan permanente para combatir a los narcos.
252,proteger a los Mexicanos:❌️proteger a los turistas:✅️😳
253,"No me interesa el mundial aquí, me interesa la seguridad de mi pueblo, el hambre de mi país"
254,"están diciéndo que para extranjeros si hay seguridad, pero para los mexicanos nuncaaa"
255,[Sticker] que lo quiten que lo quiten
256,Que tristeza que tengan que arreglar la violencia por el mundial y no por el bien de los mexicanos
257,Ósea que si tienen el armamento para combatir el narco solo no les importa lo mexicanos
258,Ósea que si pueden pero no quieren
259,"No vengan ,no les crean"
260,Y porque no protegen de esa misma forma a los mexicanos? 🤬🤬🤬 este gobierno es lo PEOR !!!!!!
261,"que triste,esa seguridad la necesita culiacan,guanajuato,jalisco y sobretodo las madres buscadores,es que México esta así porque quiere"
262,Todo para aparentar que este es un país seguro 😒
263,Todos dicen lo que pasó en Méx pero EU está en una guerra jajajaj la vida diplomática es un chiste .
264,"Se jactan, presumen de tanta seguridad y saben perfectamente que nada esta bien en éste país, ojalá no hubiera mundial."
265,y porque no aplican ese plan de manera permanente?
266,ojalá así nos cuidaran todo el tiempo para combatir
267,¿Entonces solo habrá seguridad por el mundial? 😢
268,Ojalá en VERDAD CANCELEN EL #MUNDIAL
269,en el estadio gritar fuera claudia
270,"[Sticker] Cómo se notan las prioridades, no se dejen que vean lo que realmente importa!"
271,pero la presidenta dice que todo esta excelente y nada de esto pasa 🥺
272,"esto es importante, que escuchen todos los gobiernos y los pueblos. Las personas son importantes"
273,Apoyo para los padres y madres que buscan a sus hij@s
274,[Sticker] Aquí apoyamos a los papás y mamás buscadores
275,"No queremos mundial!!! Queremos seguridad, acceso a la educación digna, salud digna y a la justicia"
276,"@Jordy Q: el mundial no trae ningún beneficio al país anfitrión, solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial"
277,camila te seguimos buscando
278,No sé vale que le pongas más atención ahora que no está que cuando lo tenías a tu lado
279,NO QUEREMOS UN MUNDIAL!! QUEREMOS VISIBILIDAD Y SOLUCIONES A COSAS QUE REALMENTE IMPORTAN
280,#noalmundial 😡😡😡😡
281,q sean encontrados 🙏
282,"Que hermosa campaña, no se dejen, estamos con ustedes. 🥺😭"
283,"ojalá algún día logren encontrar a sus familiares 🥺
pero con todo respeto, empezó mal tu vídeo, pues todos tenemos derecho de vivir y divertirnos, y la vida sigue, no xq algunos la estemos pasando mal, el país se tiene q paralizar, Dios los ayude y su familiar regrese🙏🏼💜"
284,"[Sticker] Ellos no deben ser invisibles en el Mundia, ellos deben ser los mas presentes en el Mundial, que el mundo vea rosotros de gente que puede ser encontrada gracias a la difusion"
285,pero les apuesto que muchos vieron la final verán su mundial así quie hoy no joven gracias
286,Listo para la inaguración junto a mi familia 😎😎
287,una manifestación en todo el país el día del mundial
288,"yo si estoy en contra del mundial!, hay temas de seguridad y salud que son mas importantes..."
289,"que dolor, que impotencia. es una burla el despilfarro."
290,bien hecho yo soy aficionado al fútbol pero antes que eso soy papá de tres y no quisiera pensar que algo les pasara sigan adelante apoyo total 👌👍🙏
291,Si hablamos de Mexico no confío ni en la policía
292,Entonces siempre han podido?🤨
293,Se dan cuenta que eso lo podrían hacer sin el mundial y no lo hacen 💀💀💀
294,Y después del mundial que nos lleve la vrg
295,Qué cosas y por el pueblo mexicano no mueven un dedo😡😡😡
296,"no protege ni a los ciudadanos,que va proteger a los turistas"
297,"❌seguridad en el país
✅seguridad por un partido de fútbol"
298,Ven que si tienen con que detener el narco pero no lo hacen
299,Asi nos deberían de proteger a todos los mexicanos que vistamos a nuestro país
300,Ósea solo PRETEGEN EXTRANJEROS pero a nosotros los MEXICANOS NOOOOO?
301,Y eso porque no lo hicieron con Carlos Manzo ?
302,Seguridad durante? Y porque no siempre?
303,jajaja entonces gastarán más que lo que ingresara
304,Necesitamos mundiales las 24 horas de por vida en mexico 🥴
305,ojalá cancelen el mundial
306,No se que da más miedo que México puede 💀 o que México no quiere 💀
307,¿y por qué no despliegan eso permanentemente?
308,No es verdaaaad no vayaaaaan
309,Que peligro ir a México este va a ser el peor mundial de todos
310,"esto debe de ser todos los días, no solo por el evento 🙄"
311,"solo por el mundial,, ya después vuelve lo normal , inseguridad, robo, y lo mismo de siempre 😂😂😂"
312,[Sticker] ay que padre saber que si hay seguridad
313,Así hubieran protegido al Presidente Municipal de Uruapan El Señor Carlos Manzo
314,Protegen a otros y no a su propia gente wow!
315,así pongan un millón de agentes de nada sirve si todos son corruptos
316,si no ubiera mundial no hacen eso
317,"Ósea que mexico mágico si puede tener seguridad, pero no quiere su gobierno?"
318,Solo por el mundial jajajaa y el resto del año nada 💔
319,[Sticker] Donde se puede donar para que impriman más?
320,pero la presidenta prefiere decir que no veamos TV Azteca
321,"q va mexico, es una sentencia ir."
322,con el estado Sinaloa ya se demostró que México es un país fallido
323,aun asi mexico no es seguro. mundial cancelado.
324,"Si buscan la ruleta rusa con su seguridad, México es la opción"
325,¿Me estás diciendo que se tiene que hacer todo eso para que se pueda jugar en paz un mundial allí?
326,"a México le iban a quitar ser sede ?
y a EEUU porque no si se metió en un lío con irán y a él no?"
327,al chile México no merece nada
328,estan queriendo desir que si se puede garantisar seguridad pero solo cuando le conviene al gobierno ?
329,15 días después que nos lleve la porra a todos 🤦🏻‍♀️México igual de inseguro
330,no al mundial
331,[Sticker] pablo Lemus con mucho coraje para ti
332,interacturando 🙏
333,"Espero puedan encontrar cada una de las familias a sus desaparecidos ,y el apoyo total ..."
334,Interactuando por empatía espero logren algún día encontrar paz 🫂
335,Justicia y apoyo para todas las familias que tienen un familiar desaparecido...😭
336,Ejemplo de fortaleza todas esas familias 🥹
337,"‼️‼️‼️""SOMOS LA VOZ DE NUESTROS DESAPARECIDOS"" ‼️‼️‼️"
338,Prefiero sentirme segura en mi país que un mundial o cualquier otra cosa 100%!!!
339,[Sticker] espero que algún día tenga respuesta de donde esta sus ijos
340,"Justo acabo de escuchar un episodio de Pepe y Chema donde dicen que las fiscalías no tienen dinero para hojas para imprimir o tinta para los archivos que necesitan, o al menos esa es la excusa que dan."
341,"Me gusta mucho el fútbol, pero ha llegado el momento de que miles de voces sean escuchadas, de que todos nos unamos."
342,Que lamentable! Apoyos a las familias afectadas! 🙏🙏
343,💀No queremos mundial 😤
344,¿Con quién nos comunicamos para apoyar con la impresión y el pegado de fichas?
345,Por los gobiernos no les interesa alas personas
346,Que todos esos desaparecidos sean encontrados! 💜
347,pues chad no?
348,"el futbol es de lo mejor desde siempre, la FIFA la peor basura al menos estos tiempos"
349,"lo bueno es que México está en paz, si no para que meter tanta seguridad"
350,"Deberían cancelar el mundial en México, por seguridad no deberían hacerlo acá"
351,ojo dijo que protege a extranjeros los que vivimos en el país pues no la pelamos que nos cuidemos nosotros solos dicen
352,osea que nos mienten si pueden defender extranjeros pero no nos pueden defender a los mexicanos
353,que se cancele el mundial en mexico detodosmodos nunca ganamos
354,"¿Por qué no hacen eso siempre?
Yo desde los 15 años salgo de mi casa con más miedo de la policía que de los delincuentes."
355,"proteger a México *DURANTE* el mundial? chale bro, está claro que no merecemos ser una sede del mundial"
356,Ojalá cancelen el mundial
357,No mms 🤣 es un chiste el gobierno mexicano! 🙄
358,Mexicanos hay que tumbar el mundial✅
359,Consejo de un mexicano… Si tienes la oportunidad de venir al mundial por favor desaprovecha lo no es nada seguro 😏
360,En la cara del mexicano se burlan los del gobierno morena 🤦‍♀️
361,"El gobierno haciendo esto en mundial pero no lo hace a diario por que .?
por que el gobierno esta al mando del narco"
362,En serio que Cancelen el mundial aquí
363,Y por que no dejan el plan Kukulkan de manera permanente para todos los ciudadanos mexicanos???
364,cancelen el mundial en México
365,Por que no usan esa tecnología y elementos contra el crimen organizado? Que verguenza que el futbol tenga más importancia que la seguridad nacional
366,"Ya vimos que si no le beneficia al gobierno no hace nada respecto a la seguridad 🤷🏽‍♂️, mientras después que pase la FIFA otra ves a números rojos"
367,"ESA ""SEGURIDAD"" DEBE DE SER PERMANENTE, ACASO VALE MAS LA VIDA DE EXTRANJEROS QUE LOS MEXICANOS?"
368,Ojalá no se haga ese mundial 🙏🏻
369,ojalá suspendan ese mundial
370,SE APLAUDE Y LA PREGUNTA ES ..y porque no hacerlo Permanente para cuidarnos a los Mexicanos que vivimos aqui?
371,Es una burla para las y los mexicanos.
372,Jajajjaja se parecen a los anillos de seguridad que hacen los narcos!!!! Raro no !!!! 😁
373,"osea que si se puede hacer , el gobierno y sus mentiras, nada nuevo..."
374,que ése tipo de seguridad sea para todo el país y permanente
375,"y despues del mundial, q nos lleve la chingada a todos los demas"
376,no pueden protegernos a nosotros ah!!!... pero que tal a los visitantes es una burla más 🤣🤣🤣
377,"Pero que gobierno tan descarado, 😳 no tienen un plan para proteger a su propia gente y si prometen proteger a los extranjeros? Por Dios"
378,sigan votando por morena mexico no importa el mundial si
379,"que triste , así nos deberían cuidar a nosotros, 15 días después volvemos a la realidad"
380,Osea si hay seguridad pero solo para lo q les conviene .
381,Que así se movieran pra acabar con la delincuencia en México y no nada más para un evento deportivo
382,que dejen ese plan para el resto del sexenio qué les cuesta
383,[Sticker] Kukulkán 😆
384,Será el plan kukusklan 🤣🤣🤣🤣
385,entnsses los mexicanos no importan k rraros estos goviernos
386,Plan para defender a los ciudadanos? NAH AQUI NO HACEMOS ESO
387,Interactuando 🙏🙏🙏
388,NO QUEREMOS MUNDIAL!!! QUEREMOS PAZ!!
389,la gran mayoría de investigación es privada. el gobierno solo gasta en remodelasion pública pero ese es su trabajo
390,@Katt ✨:@.: DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻
391,Cuándo va a cambiar la historia?
392,"así es, fuera el.mundial.."
393,interactuando 😢
394,Interactuando
395,"Espero encuentren a sus hijos, nadie debiera pasar por eso 🙏"
396,Hagan un go found me o algo para aportar a sus impresiones
397,"@superhipo35: prefiero un México sin desaparecidos, que un mundial, espero que puedan encontrarlos y los familiares tengan paz"
398,"Tienen razón, no se vale!!!"
399,la verdad es admirable el coraje y determinación de todas estas familias
400,[Sticker] Interactuando
401,Ocultan la verdad.
402,qué dolor 😭😭😭
403,no al mundial
404,"esto ya es demasiado grave, par nuestro país"
405,presidente: pon tu denuncia
406,[Sticker] ojalá todos pudieran regresar con bien a su casa
407,"exacto hay que tener prioridades !!!!
hay que comenzar. actuar con conciencia!!!!!"
408,@☆ manguito 🥭: :DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻
409,"Me encanta el mundial, será un evento que disfrutaré mucho, tienen mucha razón ojalá el país fuera diferente"
410,oye espérate si no estamos en wakanda
411,si asen eso para un evento deportivo.... por que no aserlo siempre para seguridad de todos nosotros los mexicanos
412,hoooorale señor Omar y porque no nos hace un plan kukulkan para los mexicanos también...😁 porfis
413,"Y si hay coches bombas como ya lo han hecho, ahí también sabrán que es un coche bomba o como 🤔"
414,-proteger a los Mismos Mexicanos en su País Mexicano Respuesta: NEGATIVO!
415,[Sticker] creo que este mundial no va a ir mucha gente solo a Canadá 😁😁😁
416,Bueno y ahora con la guerra de EEUU vs Iran apoco no hay miedo en ir a ver el mundial ahi tambien?
417,Y ya que se acabe el mundial volvemos a los asesinatos y desapariciones ?
418,Kukulkan? Van a llamar a namor
419,en culiacán hay soldados en cada esquina y no sirve de nada desviven ahí cerquita de ellos siempre llegan y no agarran a nadie
420,Que le hacen a la mamada esto no es ni mundial
421,Osea van a cuidar el mundial en México y no a sus ciudadanos x estar los cuerpos policíacos muy ocupados
422,Que miedos ir a México ya no iré al mundial
423,Y porque toda esa fuerza y seguridad no la usan también para limpiar a cada estado y al país del crimen organizado???😏😏😏😏😏
424,FIFA debería de sacar a México del mundial
425,asta los carteles los van a cuidar verdad narco gobierno
426,Así deberían de poner seguridad en los hospitales para que no abusen de sus médicos
427,Protegiendo a los de afuera y a las mujeres de Mexico y los desaparecid@s nada 😒
428,Ojo turistas tienen 15 días antes del mundial para entrar y 15 días después del mundial para salir después el gobierno no es responsable de lo que les pase
429,"Con esto demuestran que siempre han podido protegernos, pero han decidido NO hacerlo. Bendita 4T."
430,Que nos quieren decir que si se puede hacer operativos de seguridad pero no para el pueblo bueno y pero si para los turistas.... Que cinismo de este gobierno
431,todo eso deben usar para acabar con los carteles y cuidar a la ciudadanía siempre
432,ojalá y esos operativos se hicieran contra el narco
433,"Solo por el mundial, los demás días los mexicanos pueden buscar su propia seguridad y aún así hay gente que piensa que la 4T es lo mejor."
434,"Casi 100,000 elementos federales y este gobierno hace nada para acabar con el crimen organizado.
Todo el poder del estado y para que. Solo les interesa seguir saqueando al país."
435,"Eso está muy tarde. Debieron haber iniciado hace 7 años. Pero no, eran “abrazos y no balazos”"
436,[Sticker] mientras tanto claudia:
437,oraleee así deberían de proteger a su pueblo y no solo a los extranjeros 😕
438,Que feo que se enfoquen en esto en vez de proteger al pueblo
439,Ósea que siempre pudieron dar seguridad como en El Salvador pero no querían?
440,"osea que habrá protección para que se pueda jugar al fútbol, pero no hay protección para tener una buena calidad de vida."
441,"Solo para el mundial, después seguirá la carnicería."
442,La presidente ya pactó tregua con su socio el narco
443,¿Cuándo sale el plan de seguridad que protege a los mexicanos?
444,"Todo el mundial va ser en México y Canadá, porque usa 🇺🇸 no participará por lo que ya saben 😅😅😅"
445,Botón para que cancelen el mundial !!! México no lo merece !!!
446,así debería ser todos los días 😸
447,"No al mundial, matan mujeres todos los días y no las protegen"
448,quieren proteger a gente de fuera para un mundial pero a su gente no
449,Qué pena que sea para cuidar a los turistas y no lo hagan siempre para cuidar a los mexicanos
450,"Entonces para el gobierno es prioridad la seguridad de 5.5 millones de turistas por 1 mes, que la de 134 millones de mexicanos todo el año?"
451,"Aaa pero los q vivimos, pagamos impuestos y sus salarios"
452,el detalle es que ls visitantes saben como los narcos están en la policia así que no es muy seguro
453,Por qué si tienen tanto no combaten a los narcos
454,Too late ya se canceló mi viaje a Mx y no pienso volver a pasar por la incertidumbre de si habrá balacera o no
455,"si el gobierno quisiera combatir a los cárteles si podría hacerlo, con este despliegue lo están demostrando, lo que pasa es que no quieren combatirlos"
456,"Y si el gobierno tiene esa capacidad de protección y defensa, porque no aplica de manera permanente??"
458,Botón de deseo que México no participe como sede del mundial.
459,"Mi profundo respeto, empatía que puedan dar con sus familiares y puedan dar fin a su pesar. 🖤"
460,"dios los cuide y proteja , ojalá que pronto encuentren a sus seres queridos 🥺"
461,"son heroes, que Dios este con ellos y encuentren a sus seres amados"
462,que vergüenza Mi México 🥺🥹
463,los comentarios ocultos 👀
