comentario,puntuacion_estimada,puntuacion_real,confianza,categoria
maría aguilera,5,,0.2605544328689575,infraestructura
nmmn arreglen el sistema de drenaje q se tapa bien feo me da risa,4,2.0,0.36326321959495544,infraestructura
cuánto iremos a pagar por sus caprichos todo está subiendo de precio,5,,0.36471793055534363,infraestructura
ni el reloj que es necesario existe,1,,0.44251149892807007,infraestructura
la gente no entiende que no entiende y aparte no cuidan nada,1,,0.7464993596076965,infraestructura
queremos mantenimiento no adornos,1,,0.46069684624671936,infraestructura
hay que saborearlos pintarlos etc,3,,0.24845096468925476,infraestructura
si no van a estar a tiempo ya de mínimo que las terminen,2,,0.3777228593826294,infraestructura
me avisan como quedan después del mundial,5,2.0,0.24216437339782715,infraestructura
en eso gastan los impuestos,1,,0.3930742144584656,infraestructura
no que ya esta,1,,0.38819506764411926,infraestructura
es un asco el govierno,1,,0.2708442211151123,infraestructura
déjanos con esos pequeños momentos de finura porfavor,1,,0.35884079337120056,infraestructura
mejor q tapen los baches,5,,0.6977327466011047,infraestructura
es como cuando me pedían recoger mi cuarto y aventaba toda la ropa al ropero para que no se viera tan mal,1,,0.36791205406188965,infraestructura
ya vi a los habitantes de calle durmiendo ahi,1,,0.31447574496269226,infraestructura
quién los habrá licitado cuánto van a costar,5,,0.3686928451061249,infraestructura
no se si llorar o reír,1,,0.32107457518577576,infraestructura
todo hace juego,5,,0.5098053216934204,infraestructura
gastaron en embellecer y no hay trenes,1,,0.5465685129165649,infraestructura
me da risa ese vídeo está bueno es pura estampa nada más,5,,0.28283703327178955,infraestructura
general anaya está muy lento en remodelación y es un caos porque hay que buscar la salida,2,,0.43986818194389343,infraestructura
excepto que no remodelaron solo redecoraron,1,,0.30562689900398254,infraestructura
bienvenida a la cuarta transformación,5,,0.44180744886398315,infraestructura
ay mi méxico todo a última hora y solo por encimita,5,,0.38474494218826294,infraestructura
ningún chile les embona,1,,0.5086955428123474,infraestructura
exacto,5,,0.5833423137664795,infraestructura
lo que urge son botes para basura,1,,0.5050663352012634,infraestructura
la 4t va,4,,0.24812491238117218,infraestructura
solo es para el mundial ya después o los quitan o ya no sirven,1,3.0,0.5969974994659424,infraestructura
esas filtraciónes ya son muy dificil,2,,0.4235076904296875,infraestructura
y esos baños si tendrán agua,1,,0.241952046751976,infraestructura
es que la prioridad era la elegancia de francia aunque se caiga el techo o llueva en las estaciones a la mejor más allá de eso su visión es que tenga un toque romántico con lluvia es bromis pero si deberían de arreglar lo más importante en vez de los candelabros,3,,0.4829972982406616,infraestructura
justo así esta en la linea 7 estación río san joaquín ya está muy pintado por dentro pero en el techo las goteras hay hasta cartones en el piso para que absorban el agua pero muy pintado todo y las escaleras eléctricas sin funcionar ver para creer,2,,0.42841464281082153,infraestructura
dónde donde para ir a ensuciarlo y no bajarle al baño,5,,0.2549527883529663,infraestructura
al intentar dar una buena impresión van hacer completamente lo contrario,1,,0.4781530499458313,infraestructura
remodelación estética solamente para controlar esas goteras imaginen el tipo de trabajo que tienen que hacer y esa zona es muy difícil de tratar ya que con temblores el hundimiento y el paso de el tiempo es normal que se hagan,2,,0.4384666979312897,infraestructura
en un vídeo anterior decían que nada nos embona y no es eso es el hecho de que hay cosas que son necesarias y no son atendidas es querer aparentar algo que no,1,,0.49029412865638733,infraestructura
volten a la comunidad estudiantil,5,,0.38650789856910706,infraestructura
justo puro arreglo estético pero vean todas las goteras que se hacen cuanto de cuarteados están las escaleras,3,,0.5784205198287964,infraestructura
ya se abrió una carpeta de investigación de que pasó ahí se necesitan pruebas v,1,,0.27466729283332825,infraestructura
yo creo que si pintan de morado las goteras se soluciona,3,,0.3904900848865509,infraestructura
que pongan de esos en ecatepec,5,,0.37620583176612854,infraestructura
porqué no arreglar los baches,1,,0.42811688780784607,infraestructura
cuantos miles de millones van a costar,1,,0.3439611792564392,infraestructura
trabajos al vapor no hay planeación porque rayos no se anticipación,3,,0.2942768931388855,infraestructura
que esperaban,5,,0.32160189747810364,infraestructura
si wey como si los equipos fueran a jugar en el metro,3,,0.3326432406902313,infraestructura
exactamente prioridad a lo realmente importante,5,,0.6469235420227051,infraestructura
para si hay presupuesto pero para tratamiento oncologico no wow,3,,0.4938908815383911,infraestructura
y ya los rayaron,1,,0.5136776566505432,infraestructura
no les arreglen nada la gente no sabe cuidar,1,,0.6843066811561584,infraestructura
a la gente nunca le das gusto,1,,0.4026325047016144,infraestructura
puras jaladas,5,,0.25968489050865173,infraestructura
baños que estarán cerrados después del mundial y en un año estarán inutilizables,1,2.0,0.6915673613548279,infraestructura
es lo q sucede cuando solo echan pintura para cubrir defectos es como querer tapar el sol con un dedo,3,,0.262710839509964,infraestructura
así quedó tacubaya,3,,0.3181990087032318,infraestructura
van a quedar bien cagados y bien tapados,4,,0.46024632453918457,infraestructura
claudia sheinbaum pardo,3,,0.22742126882076263,infraestructura
y ese backroom,5,,0.4874511957168579,infraestructura
pues el gobierno nunca actúa a tiempo no me sorprende que quisieran hacerlo 6 meses antes del mundial,1,,0.5900881886482239,infraestructura
qué bueno que todo eso se va a ver a nivel mundial,5,,0.38596659898757935,infraestructura
weeeeey está bien exactamente para eso para nesecidades de las personas y espero que si cobren aquí tiene que ver mucho la educación del hogar,3,,0.4526425898075104,infraestructura
y el estado vlv no mms,1,,0.4061727523803711,infraestructura
we juran que el gobierno debe de estar con cámara de vigilancia buscando el mínimo detalles de cualquier cosa para repararlo en segundos jajajajajaj,1,,0.515052080154419,infraestructura
ay que bueno porque yo siempre me ando haciendo popis y es bien difícil encontrar donde o quien te dejé entrar al fin alguien pensó en nosotros los cagones,3,,0.34379732608795166,infraestructura
a nosotros los viejos ya no nos gusta nada,1,,0.4898284375667572,infraestructura
estudie en inglaterra y déjame decirte que esa filtración no es nada comparado con las inundaciones de por allá,2,,0.375349223613739,infraestructura
el código de vestimenta,4,,0.30331164598464966,infraestructura
gobierno sonso,5,,0.31173476576805115,infraestructura
ese tono va acordé con mi stiker,5,,0.4571373760700226,infraestructura
y se va a venir todo abajo en la primer lluvia,1,,0.3420414626598358,infraestructura
metro wey,5,,0.2994873523712158,infraestructura
muy al estilo de de morena,5,,0.45007333159446716,infraestructura
jjj no mmm,1,,0.37126028537750244,infraestructura
en europa ya hay de esos si se pudo ocupar en otros factores pero a la larga si lo podremos aprovechar en paris y berlín hay y se limpian solos creo que sencillamente no sabemos cómo sirven pero si ayudan y no no son gratuitos,3,,0.4046401083469391,infraestructura
ni al caso esos candelabros en el metro son para una edificación colonial o algo donde reslmente luzcan de acuerdo a cierto tipo de arquitectura o edificacio pero en el metro,2,,0.4148673713207245,infraestructura
está de lujo,5,,0.4255852699279785,infraestructura
otra que nada le embona,1,,0.45599043369293213,infraestructura
mejor me río,5,,0.4287145435810089,infraestructura
me da risa chula imagen para los 3 turistas que vendrán,5,,0.2665984034538269,infraestructura
por fin,4,,0.26304930448532104,infraestructura
toodo el desmadr3 por solo 5 partidos de fut,1,,0.5947316884994507,infraestructura
pongan botes de basura que no ha en ningún lado mejor,1,,0.47794753313064575,infraestructura
o que la canción nada t envona,1,,0.47727134823799133,infraestructura
eso le da un toque vintage,3,,0.38461509346961975,infraestructura
está bien ambientado en los 1800 quien tenía buen drenaje,4,,0.465578556060791,infraestructura
el colmo,1,,0.3329375386238098,infraestructura
te informo el metro no es campo de fútbol porque tiene que estar listo,1,,0.4756505787372589,infraestructura
falta mantenimiento hay muchas goteras,2,,0.4090954661369324,infraestructura
hay que aceptar que no hay presupuesto para gotera y pintura lo ilogico de esta administración,1,,0.31990179419517517,infraestructura
tres días después todo pintado me da risa donde anda esos crack,1,,0.7624440789222717,infraestructura
ya nada nas da risa me da risa,1,,0.5723519921302795,infraestructura
exacto por apariencia,5,,0.4452225863933563,infraestructura
les falló un poquito la imagen querían dar el gatazo de una estación en moscú mejor hubieran intentado copiar una estación de new york para eso no hace falta presupuesto y pudieron haber presentado una estación estilo primerísimo mundo,2,,0.5384695529937744,infraestructura
se abrirá de inmediato una carpeta de investigación,4,,0.3215894103050232,infraestructura
es que no sabes son las cascadas que pondrán en próximo año,5,,0.31365451216697693,infraestructura
y luego en la esquina de la ciudadela ya vi el crujin me da risa,1,,0.44659504294395447,infraestructura
pasando el mundial los quitan sólo es para aparentar,2,,0.2774556577205658,infraestructura
gobierno de la ciudad de méxico,5,,0.39275380969047546,infraestructura
si no les gusta que no se suban,2,,0.4323279559612274,infraestructura
me da risa,3,,0.23887068033218384,infraestructura
buena idea pero estoy segura que estarán pésimos porque no tendrán mantenimiento,3,,0.3935103118419647,infraestructura
que esté listo en el momento que sea el mundial es un buen pretexto para arreglarlo y que bueno,4,,0.42046058177948,infraestructura
acá decimos te dan atole con el dedo,1,,0.455443799495697,infraestructura
que va a pasar después quien les va a dar mantenimiento,3,,0.2816605269908905,infraestructura
ah ca y las goteras son el plus o qué,5,,0.4985780715942383,infraestructura
ya van a estrenar casa las personas de la calle,5,,0.30437690019607544,infraestructura
deberían tapar baches si quieren quedar bien,2,,0.3066197335720062,infraestructura
los candelabros iluminan bien la goteras,4,,0.5066042542457581,infraestructura
que iglesia es,5,,0.26017895340919495,infraestructura
que pongan uno por mi casa porque la gente va a mear y cagar afuera de mi puerta,1,,0.4514094591140747,infraestructura
puro impuestos de los trabajadores q bárbaros pero en fin,1,,0.2544957399368286,infraestructura
baños públicos que cobran jjn,1,,0.25476691126823425,infraestructura
confirmo las goteras quedaron intactas,5,,0.3783680498600006,infraestructura
esos candelabros son lo mas inútiles de la vida,1,,0.8305730819702148,infraestructura
mmm a ver cuánto duran la verdad,5,,0.43998730182647705,infraestructura
que es estooooooo,1,,0.3196340501308441,infraestructura
y si mejor verifican la falta de agua en ao,3,,0.33841946721076965,infraestructura
no hay cámaras,1,,0.32300281524658203,infraestructura
los van a instalar pero no los van a poner en servicio,2,,0.33669599890708923,infraestructura
exacto el peor gobierno que he vivido,1,,0.9160664081573486,infraestructura
mejor que pongan botes de basura en todos lados hasta en el metro,5,,0.6081315279006958,infraestructura
no lo se luego andas por ahí con el topo atorado y sin cambio me entristece,1,,0.6405708193778992,infraestructura
ves que ya no alcanzo el presupuesto para eso era candelabros o techo y el inge lo dejo a la suerte agilas candelabros,1,,0.5093801617622375,infraestructura
ahorita méxico es como nosotros de chiquitos toda la media hora,5,,0.4396950602531433,infraestructura
justo vi en un video como pintaban de morado un edificio en ruinas que ya se estaba cayendo,1,,0.341916561126709,infraestructura
roma no se construyó en un día por algo se empieza para mí bellos los candelabros,1,,0.4518442749977112,infraestructura
de tanta gente ni se va a ver,1,,0.4012877643108368,infraestructura
esto es como pegar el retrovisor con cinta canela,1,,0.25898483395576477,infraestructura
debería también implementar contenedores grandes de basura para que la gente ya no sea tan cochina y ahí depositen su basura,1,,0.38559842109680176,infraestructura
nada les gusta al menos no se quedan el dinero como el prian,1,,0.7734017968177795,infraestructura
perfectos para hacer cruising,5,,0.7707751989364624,infraestructura
es denigrante como el gobierno trata el transporte público y eso que es el transporte público de la capital del país,1,,0.4762777090072632,infraestructura
eso es tapar el sol con un dedo,3,,0.27569687366485596,infraestructura
a la gente no la tienes contenta,2,,0.4709118604660034,infraestructura
me da risa y las calles todas madreadas,5,,0.2870500683784485,infraestructura
cuando meterán presupuesto para medicamentos en hospitales vlnv,2,,0.252473920583725,infraestructura
haber super geniocomo detienes esa humedad a esa profundidad y con agua encima,5,,0.7672148942947388,infraestructura
transformación de 4ta,5,,0.3786902129650116,infraestructura
cuanto van a cobrar por usarlos,5,,0.48962363600730896,infraestructura
es que le falto pintura morada,2,,0.36924663186073303,infraestructura
justo comenté en otro video que a ver si su estación fifi no se hundía con la primera lluvia como el titanic y siiiii,3,,0.27010565996170044,infraestructura
te odio cheinbaun,1,,0.5570677518844604,infraestructura
la neta si da vergüenza,2,,0.3255642354488373,infraestructura
y los baches pa cuando,3,,0.30794432759284973,infraestructura
quiero llorar pero tendré que actuar con mis derechos,1,,0.36809173226356506,infraestructura
no saben en qué pedote se metieron,1,,0.3083600103855133,infraestructura
que ponga letrinas o existen los baños públicos que les cobren 10 dólares,1,,0.5666442513465881,infraestructura
van a terminar vandalizados y por lo regular sin funcionamiento,1,,0.6747468709945679,infraestructura
si investigaras por que pasa eso y por que es casi imposible eliminar las goteras de los metros y digo metros por que pasa en todo el mundo,2,,0.30042093992233276,infraestructura
pintura morada ajokotes y listo,1,,0.34568870067596436,infraestructura
lástima que una vez que se acabe el mundial ni mantenimiento tendrán,1,2.0,0.5886020064353943,infraestructura
al chile que bueno,5,,0.39615151286125183,infraestructura
deberían mejor hacer más hospitales ya que están saturados,2,,0.4685106873512268,infraestructura
es para que haga contraste con la arquitectura,4,,0.3650139570236206,infraestructura
que mal,1,,0.4587790071964264,infraestructura
esas goteras son echas a igualmente para dar el estilo antiguo como si pasaras por un callejón en la lluvia,4,,0.278082937002182,infraestructura
dar mantenimiento a toda la ciudad de méxico pintar paredes escombrar los jardines limpiar puentes peatonales y vehículares plantar más árboles afuera de chapultepec donde muchos fueron cortados ahora que fui de visita todo abandonado ya pónganse las pilas,5,,0.3675948977470398,infraestructura
que decepción ojalá hicieran bien las cosas,2,,0.46374428272247314,infraestructura
viva morena,5,,0.37513378262519836,infraestructura
es sistema de humidificación,4,,0.3580304980278015,infraestructura
gastan en todo menos en lo que se necesita,2,,0.38651028275489807,infraestructura
cómo todo lo que hace la jefa de gobierno y la presidenta,5,,0.6977635622024536,infraestructura
en qatar 2022 faltaba 1 semana para el mundial y todavía no había 2 estadios listos,1,,0.4177533686161041,infraestructura
hay para que ponen eso sí van a cobrar cuál es el beneficio,3,,0.27659615874290466,infraestructura
para que vergas,3,,0.2759416699409485,infraestructura
no va durar ni 1 año porque lo van a ensuciar mucho por fuera y lo van a pintar y dudo que lo atiendan y le cambien el agua siempre,1,,0.5965152382850647,infraestructura
disfruten su voto,5,,0.36188653111457825,infraestructura
hay ora en un año ya no estarán,1,,0.4622579514980316,infraestructura
baños yo veo hoteles,3,2.0,0.2647062838077545,infraestructura
te se está empezando a meter el agua al titanic,1,,0.5109061598777771,infraestructura
las líneas son temáticas vi que auditorio parece un toks,3,,0.32472091913223267,infraestructura
somos bendecidos por tenene un medio transporte barato por 5 pesos ya ven los del estado pagan lo triple,1,,0.4751158356666565,infraestructura
nada les embona,1,,0.5284661650657654,infraestructura
y qué tal si te lo suben a 10 pesos,1,,0.304269015789032,infraestructura
ay que cosa no se si reír o ponerme a llorar por la burla de las autoridades,1,,0.4939899444580078,infraestructura
maquillaje barato del bienestarttt,5,,0.36454424262046814,infraestructura
que con la pintura morada queda,2,,0.30775976181030273,infraestructura
ni un chile les embona deberas,1,,0.5503777861595154,infraestructura
deberas ya no saben ni que hacer,1,,0.283914715051651,infraestructura
con pintura morada y unos ajolititos quedan,2,,0.3732953369617462,infraestructura
y ya terminaron las obras,1,,0.2914222478866577,infraestructura
las bromas del gobierno,5,,0.2653888463973999,infraestructura
también tú ni modo que remodelaran en la remodelación me da risa,1,,0.4520353376865387,infraestructura
es otro gasto inútil y lo que necesita la ciudad bien gracias baches y tendrían que dejar un policía porque aquí no respetan nada,1,,0.651533842086792,infraestructura
que pena cdmx,1,,0.2752576470375061,infraestructura
me da risa eso también lo invento tv azteca me da risa,1,,0.3820740282535553,infraestructura
es decoracion no una verdadera remodelacion,3,,0.4173826277256012,infraestructura
para los que se quejan de los baños así seguro es por qué no han visto los baños públicos de amsterdam me da risa,3,,0.34766530990600586,infraestructura
para que despues estén tomados por la gente en situación en calle o un foco de infección muy intensa hasta se metan la gente hacer crussing,2,,0.32477015256881714,infraestructura
quieren tapar el sol con un dedo,5,,0.2314266562461853,infraestructura
nuevas casas para las personas en situación de calle,5,,0.4279320538043976,infraestructura
arreglos por acá y todos los defectos de más cosas cuando,5,,0.2970263361930847,infraestructura
que funcionen los baños del metrobus los elevadores del metro sorprendente nunca votaré de nuevo por morena,5,,0.6125567555427551,infraestructura
por ejemplo seguridad,4,,0.29288607835769653,infraestructura
que horror,1,,0.36391857266426086,infraestructura
pudieron arreglar la ciudad pero no los hospitales ojalá que con toda la derrama económica que se tendrá lo del mundial mejoren los servicios públicos de primera necesidad,3,,0.4107242822647095,infraestructura
ya como en paris jajaa,5,,0.3794572353363037,infraestructura
si el metro es un asco ahora con los trabajos en pleno servicio peor no compa date una vuelta en ecaterror ahí en plaza ecatepec anda del asco en ese tramo y llevan repavimentando un pedazo desde hace 3 semanas,1,,0.5661161541938782,infraestructura
csm,5,,0.32116055488586426,infraestructura
pero seguimos con baches,3,,0.502397894859314,infraestructura
y las calles para cuando las pavimentan y la seguridad para cuando,4,,0.3631665110588074,infraestructura
tanta deficiencia en el servicio de transporte que creo que los mismos usuarios están concientes ya que se debe aplicar el costo real al boleto,1,,0.5515248775482178,infraestructura
y qué,5,,0.25712502002716064,infraestructura
puras mmds,5,,0.31448447704315186,infraestructura
hoteles gratis,5,,0.3803830146789551,infraestructura
la mayoría de gente gasta en cigarros cocas cervezas alcohol fiestas a lo wey y ahorita que somos pais anfitrión y quieren que méxico no se vea tan pichurriento y que ahorre todo,1,,0.5457268953323364,infraestructura
grítalo que es la verdad,5,,0.38734063506126404,infraestructura
si el metro de mty tampoco méxico todo a última hora,1,,0.3691805601119995,infraestructura
falta que arreglen la línea de barranca del muerto y dirección el rosario también está en pésimas condiciones,1,,0.7452231645584106,infraestructura
si ubican que solo habrá 5 partidos en cdmx 5 de 104 mucha inversión para la expectativa de turistas,4,,0.27764976024627686,infraestructura
quién aprobó esa mmd,5,,0.2753274440765381,infraestructura
y tapar los baches no les gusta,2,,0.5439537167549133,infraestructura
se están gastando más dinero por hacerlo a las prisas que si bien hubieran empezado hace 8 años y hubieran hecho mejor trabajo,2,,0.4516678750514984,infraestructura
bro reemplazaron el fokin mármol por material mas barato y menos duradero quien se quedó con todo el mármol,2,,0.37916648387908936,infraestructura
el problema no son los baños es la gente,1,,0.4206993579864502,infraestructura
exactamente las cosas realmente funcionales estan obsoletas por fuera bonito y al interior una porquería,1,,0.3790293037891388,infraestructura
gastos innecesarios mejor que arreglen las goteras,1,,0.6410667896270752,infraestructura
tranquila reyna esperamos,5,,0.5083154439926147,infraestructura
no eso lo dejaron así porque posteriormente van a grabar las escenas del titanic tranquilos este gobierno piensa en todo,1,,0.39900559186935425,infraestructura
nada les embona no doblada ni enrollada,1,,0.5723311305046082,infraestructura
pero en verdad que no hay visión tiene que estarles explicando todo para llegar a la ambientación deseada hay que dejar esas filtraciones de agua para utilizar paraguas estilo colonial que por supuesto estarán a la venta en los alrededores de las entradas del metro les falta visión,2,,0.3529687225818634,infraestructura
y si arreglan los vagones del metro,3,,0.29055872559547424,infraestructura
me preguntó cuánto habrán costado en realidad esas luminarias porque es muy seguro que alguien se llevó muy buena comisión,1,,0.39712515473365784,infraestructura
perdon falto un poco de pintura morada,3,,0.36108553409576416,infraestructura
yo esperando el metro,5,,0.29392850399017334,infraestructura
y después de dos meses estarán olvidados y servirán de basurero,1,,0.6508673429489136,infraestructura
ahí deberían colocar buna fuente,1,,0.28015565872192383,infraestructura
en medicamentos para el imss para personas con cáncer o demás deberían de hacer y no gastar el dinero aparentando méxico es súper woooo,1,,0.32761991024017334,infraestructura
enserio me estás diciendo que todas esas remodelaciones y gasto público es para 5 partidos que va a haber pensé que era para los usuarios diarios,1,,0.5716725587844849,infraestructura
antes de que arranque el mundial ya no sirven,1,2.0,0.7340982556343079,infraestructura
despierta méxico,5,,0.36284205317497253,infraestructura
tanto dinero que deja el metro a diario y nada de mantemiento vamos bien,1,,0.45336446166038513,infraestructura
si es buena opción con el débido mantenimiento desde hace años lo hubieran instalado,3,,0.38574767112731934,infraestructura
ja ja ja ja ja ja yyojsla lo vean las autoridades y no salgan con que tienen otros datos,1,,0.24359185993671417,infraestructura
no más gastan dinero a lo tonto hay prioridades,1,,0.3802710473537445,infraestructura
increíble,5,,0.8085988163948059,infraestructura
que den más instrumentos aparatos y medicamentos para hospitales,5,,0.33048537373542786,infraestructura
hay al ratito van a decir que costo mil de millones para justificar su robo me da risa,1,,0.7575706839561462,infraestructura
pov comienzan a cerrar estaciones estoy segura que seguramente entre semana empezarán a cerrar como lo hacen en fin de semana queque desmadre se hace,1,,0.5245903134346008,infraestructura
esos serán moteles no se agan,1,,0.31553369760513306,infraestructura
comentario,3,,0.28780537843704224,infraestructura
la mayoría de los que saben que fue lo que pasó son parientes amigos y familiares,3,3.0,0.3122002184391022,seguridad
así deberían de poner seguridad en los hospitales para que no abusen de sus médicos,4,2.0,0.3096185326576233,seguridad
interactuando,4,3.0,0.42074957489967346,seguridad
digaselo a peña nieto ascarraga y salinas pliego ellos son los que trajeron el mundial y aceptaron las condiciones de la fifa,5,3.0,0.3159365952014923,seguridad
se quejan y somos uno de los países que más consume este deporte,5,4.0,0.5409867763519287,seguridad
me están diciendo que la única razón por la que están haciendo algo en el país es por el mundial que si no fuera por eso seguiriam defendiendo al co que raro no no es el pais que morena nos plantea,2,3.0,0.3273429572582245,seguridad
que coraje e impotencia debería ser más importante el apoyo a los padres que buscan a sus hijos que el mundial,5,2.0,0.25730186700820923,seguridad
la neta méxico da miedo es como ir a palestina y esperar que salgas bien,3,1.0,0.23059271275997162,seguridad
a mí me vale el mundial hay cosas más importantes,5,2.0,0.5947098135948181,seguridad
que tristeza que para proteger a extranjeros se organizaron tan rápido y para nosotros lo mexicanos llevan tantos sexenios y nomás no,1,2.0,0.5210756063461304,seguridad
y los que faltan en el mundial,5,1.0,0.2631194293498993,seguridad
casi 100 000 elementos federales y este gobierno hace nada para acabar con el crimen organizado todo el poder del estado y para que solo les interesa seguir saqueando al país,1,1.0,0.5695995092391968,seguridad
pues el plan kukulkán ya se debería quedar 365 días no diiiigo,1,3.0,0.37660330533981323,seguridad
aah mira y al pueblo que se lo lleve la fregada,1,3.0,0.6453201770782471,seguridad
deberíamos empezar a comentar con stickers de las fichas de lo desaparecidos en las páginas del gobierno,1,2.0,0.49342647194862366,seguridad
y no le da vergüenza a la presidenta para eso si hay seguridad,4,3.0,0.30909112095832825,seguridad
exacto hay que tener prioridades hay que comenzar actuar con conciencia,5,2.0,0.45599818229675293,seguridad
los carteles andas más armados que la policía de méxico,1,3.0,0.3194998800754547,seguridad
es muy cierto,3,3.0,0.279340922832489,seguridad
y no nada más por el mundial ala precidente le vale los desaparecidos prefiere aser conciertos que ayudar ala gente,1,1.0,0.38814130425453186,seguridad
interactuen que se difunda lo que si importa,4,3.0,0.34351298213005066,seguridad
irán atacará en pleno mundial acuérdense de este comentario,1,2.0,0.3993052840232849,seguridad
jajajjaja se parecen a los anillos de seguridad que hacen los narcos raro no me da risa,3,2.0,0.2883765995502472,seguridad
aquí apoyamos a los papás y mamás buscadores,5,2.0,0.49823668599128723,seguridad
hay prioridades wue en el mundial viene el bicho,3,5.0,0.3572031855583191,seguridad
y por que un mes antes y un mes después del mundial por que no hacen ese plan para siempre,1,3.0,0.6271424293518066,seguridad
nunca nos ha brindado protección a los mexicanos porque a turistas si,1,2.0,0.6199327111244202,seguridad
que dolor que impotencia es una burla el despilfarro,1,1.0,0.6106048822402954,seguridad
no queremos mundial queremos seguridad acceso a la educación digna salud digna y a la justicia,5,1.0,0.5648402571678162,seguridad
y en culiacán también tendremos ese plan,5,3.0,0.389823317527771,seguridad
plan no ir a méxico me gusta,1,1.0,0.3843846023082733,seguridad
si a usa no le quitan el mundial tampoco a mexico,1,3.0,0.5435454249382019,seguridad
me duele tener que vivir en esta realidad,5,1.0,0.4989357590675354,seguridad
que impotencia da la situación de mexico me entristece,5,1.0,0.25103428959846497,seguridad
violencia en méxico y eua en guerra me da risa,1,1.0,0.3092120587825775,seguridad
que tiene que ver el mundial von el gobierno,5,3.0,0.2864205241203308,seguridad
duele pero no por eso va a dejar a mas de 30 selecciones sin mundial ya que eso son problemas internos de mexico no es culpa de la fifa ni mucho menos de las otras selecciones,1,4.0,0.3735269010066986,seguridad
pero que nombrecito me da risa,3,3.0,0.3777078092098236,seguridad
y si se queda el plan cuculcan para siempre,3,3.0,0.25062063336372375,seguridad
ojo dijo que protege a extranjeros los que vivimos en el país pues no la pelamos que nos cuidemos nosotros solos dicen,1,3.0,0.5590533018112183,seguridad
osea si se pueden poner las pilas pero no con nosotros,2,2.0,0.4267795979976654,seguridad
seguridad para extranjeros y no para los mexicanos me da risa,1,2.0,0.3854430615901947,seguridad
saludos desde mechico,5,3.0,0.38341987133026123,seguridad
me da risa los estadios son privados el único beneficio de nosotros son las ventas me da risa,1,4.0,0.5040774941444397,seguridad
suena como el kukuxklan,4,3.0,0.28513994812965393,seguridad
que todos sus hijos vuelvan a casa,5,3.0,0.4130748212337494,seguridad
yo siendo mexicano prefiero que no sea el mundial aquí en méxico,1,2.0,0.4071871042251587,seguridad
cierren las avenidas allá y en cdm,5,2.0,0.4132561981678009,seguridad
morena preocupándose por otra gente menos por los mexicanos,1,1.0,0.38183173537254333,seguridad
por algo dice el dicho al pueblo pan y circo para mantenernos distraidosssss ojalá despierten la gente embobada del futboll y demás,1,2.0,0.3585558831691742,seguridad
ya no podemos seguir con esto necesitamos justicia,1,1.0,0.5542427897453308,seguridad
y mientras protegen a los turistas en todos los demás estados vamos a estar desprotegidos,5,2.0,0.3861590027809143,seguridad
a quien le importa el mundial al final solo se benefician los ricos,1,1.0,0.3805730640888214,seguridad
no estamos en contra del mundial estamos en contra de que se le dé prioridad a algo que no lo es,2,3.0,0.38657236099243164,seguridad
osea los mexicanos no tenemos ningún valor para este gobierno solo pueden y quieren proteger a extranjeros,1,1.0,0.633979082107544,seguridad
el mundial debería ser solo en canadá pero la fifa es corrupta,1,2.0,0.541940450668335,seguridad
y por qué protegen tanto a los extranjeros y nunca a nosotros los del pueblo que somos los que pagamos impuestos,5,2.0,0.34889164566993713,seguridad
en serio que cancelen el mundial aquí,1,1.0,0.4673001170158386,seguridad
en argentina también está pasando muchas gente con hambre sin trabajo jubilados con jubilaciones mínimas que ni si quiera les alcanza para comprarse la medicación universidades des financiada ecosistema destruidos a propósito medios de comunicación corruptos fiscales y gobernadores que tapan la corrupción y muerte de gente inocente pero la gente se preocupa por un mundial y que messi juegue en la selección ignorando todo los demás,1,2.0,0.7747532725334167,seguridad
q va mexico es una sentencia ir,1,1.0,0.46475091576576233,seguridad
y solo durante el mundial terminando todo regresará a como estaba o peor,1,2.0,0.3308104872703552,seguridad
wey méxico con aviones f5 ya esos son de museo,5,3.0,0.47256073355674744,seguridad
que triste que solo lo hacen por este evento y no lo hagan por sus habitantes todos los dias me entristece mucho,1,2.0,0.5170130729675293,seguridad
que todo el mundo vea lo que vivimos en méxico,5,3.0,0.5926489233970642,seguridad
y si mejor sacan un plan para proteger a méxico siempre y no solo durante el mundial,5,3.0,0.3885904848575592,seguridad
si asen eso para un evento deportivo por que no aserlo siempre para seguridad de todos nosotros los mexicanos,1,3.0,0.2591284215450287,seguridad
pongan subtitulos en inglés para que se haga eco a nivel internacional por favor,1,3.0,0.2852550148963928,seguridad
es una vergüenza nuestro gobierno,1,1.0,0.9401555061340332,seguridad
por qué no hacen eso siempre yo desde los 15 años salgo de mi casa con más miedo de la policía que de los delincuentes,1,1.0,0.6319297552108765,seguridad
que fuerte realidad me entristece,2,2.0,0.2805318534374237,seguridad
ocultan la verdad,5,2.0,0.5467584133148193,seguridad
oraleee así deberían de proteger a su pueblo y no solo a los extranjeros,5,2.0,0.3382203280925751,seguridad
lo más triste del asunto es que por más que luchen para que no haya mundial el gobierno no les va hacer caso van a seguir con el mundial y seguir invirtiendo en el mundial es triste y da rabia,1,1.0,0.6247074007987976,seguridad
el mundial dará mucho empleo y dinero del turismo así que yo sí estoy de acuerdo con el mundial,5,5.0,0.3650199770927429,seguridad
por qué si tienen tanto no combaten a los narcos,1,3.0,0.3504396975040436,seguridad
