comentario,rango_humano,aux,,,,,
Tanta seguridad para extranjeros y para los mexicanos nada.,,0.90278159,,,,,
[Sticker] ,,0.38633664,,,,,
"no sé si todas las personas sepan lo que es perder un hijo, yo no! pero si me llegará a pasar sé que estaría con ellos buscando hasta en las coladeras, desiertos , etc.
y no me gustaría pasar ningún nadie pasara por eso. talvez no puedo apoyar directamente a toda esta gente buscadora.
pero no podemos ser indiferentes , así como sienten la unión en el mundial, diciéndonos hermanos, así deberíamos apoyar está ocasión.
Amo el fut pero es primero nuestro país y nuestra gente.",,0.911264761,,,,,
[Sticker] Me dolió tanto ver este reportaje,,0.855012514,,,,,
¿Cómo podemos registrarnos como turistas aunque seamos locales? Nos urge sentirnos seguros,,0.683957468,,,,,
"Ósea que mexico mágico si puede tener seguridad, pero no quiere su gobierno?",,0.32916017,,,,,
[Sticker] Por qué siguen insistiendo con el mundial?,,0.449432151,,,,,
"se imaginan q hicieran esas grandes estrategias en michoacan, sinaloa bueno en todo mexico, o sin necesidad de la inauguración del mundial, la verdad mexico sería otra historia 🥺",,0.315375725,,,,,
México narco,,0.819555918,,,,,
Y por qué no hacen eso siempre y no solo para el mundial en lugar de gastar nuestros impuestos en croquetas del bienestar,,0.359111444,,,,,
Todo para aparentar que este es un país seguro 😒,,0.344789663,,,,,
pero nadie va a decir no al dinero que va a llegar al pais,,0.297729629,,,,,
"que tal si mandan hacer camisetas del Mundial con la foto del desaparecido y al reverso
MÉXICO NO BUSCA
acuden al estadio tanto dentro como fuera haciendo haci una protesta!!!",,0.645771208,,,,,
una manifestación en todo el país el día del mundial,,0.104289973,,,,,
Ejemplo de fortaleza todas esas familias 🥹,,0.587887159,,,,,
@Katt ✨:@.: DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻,,0.089416939,,,,,
"‼️‼️‼️""SOMOS LA VOZ DE NUESTROS DESAPARECIDOS"" ‼️‼️‼️",,0.410444105,,,,,
"😡😡😡 Mientras la presidente recibe artistas y hace conciertos, defiende a los políticos señalados por USA, defiende a los hijos del ex presidente AMLO; a las madres y padres buscadores no los reciben y no atienden el problema.",,0.08117972,,,,,
Que todos esos desaparecidos sean encontrados! 💜,,0.04985849,,,,,
"Ahí Dios deberás, hay que ser empaticos 😢",,0.735057391,,,,,
"A quien le gustaría a un mundial al cuál no podrá ir un hijo, un hermano o padre",,0.117821427,,,,,
"el futbol es de lo mejor desde siempre, la FIFA la peor basura al menos estos tiempos",,0.64515577,,,,,
"no dejen de luchar, queremos regresos no mundiales 🤗",,0.849864917,,,,,
ni loko iria a México,,0.084153708,,,,,
Justicia Dios los ayude justicia justicia,,0.605596326,,,,,
"Yo soy madre,y se me duele ver a los familiares de chicos desaparecidos, ésa angustia y dolor permanente,las mamás que ya buscan a sus hijos en las fosas clandestinas,con la esperanza de encontrar a sus hijos,nadie conoce ése sufrimiento más que la madre o familiares lo están viviendo!!!",,0.555471284,,,,,
"Aaa pero los q vivimos, pagamos impuestos y sus salarios",,0.266615675,,,,,
:DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻,,0.523722608,,,,,
Quien en su sano juicio iría a México solo por el mundial,,0.167122627,,,,,
Lo gestionó la administración de Calderón o Peña?,,0.066922121,,,,,
jajaja entonces gastarán más que lo que ingresara,,0.290023063,,,,,
Señores entiendan el narcotrafico esta en el congreso por eso no lo hacen,,0.713608387,,,,,
Kukul que?!,,0.538204923,,,,,
Messi y Cristina llegando a México,,0.951328745,,,,,
in dia de mundial por años de desaparesidos mamas con el dolor de no saber de sus hijos mi mexico duele,,0.465750741,,,,,
Voten bien la próxima!,,0.730797854,,,,,
"Con lo que gastan de impresiones todos los días, junten para tener suficientes para tapizar el mero día del mundial",,0.358862898,,,,,
🥹 Las madres buscadoras requieren todo el apoyo,,0.604317004,,,,,
ni uno más porque si nos falta uno nos faltan todos,,0.670971431,,,,,
"México no quiere mundial, México quiere seguridad",,0.967703167,,,,,
están en contra del olvido de nuestros desaparecidos recuerda que el gobierno es el culpable de que el sistema este corrompido,,0.180127381,,,,,
"jajaja ni regalado voy para México quiero ver el mundial,no andar esquivando balas😂😂",,0.996704705,,,,,
Una manifestación mega grande el día del mundial que el mundo se entere en carne propia lo que se vive día a día en México,,0.408074291,,,,,
not0da la culpa la tiene el gobierno también es la educación dela casa la libertad ke les dan alos hijos casi no pasa eso hoy en día,,0.736556365,,,,,
[Sticker] mientras tanto,,0.348343531,,,,,
estan queriendo desir que si se puede garantisar seguridad pero solo cuando le conviene al gobierno ?,,0.705881946,,,,,
[Sticker] Interactuando,,0.206427084,,,,,
que se cancelé el mundial!!! no lo queremos!!!,,0.532253271,,,,,
"JAJAJJA Vaya manera de decir: ""Si podemos hacer las cosas bien y mejorar el país, pero no queremos""",,0.530755675,,,,,
cuanto dolor dios mio cuanto sufrimiento,,0.861487251,,,,,
🤷‍♂️ya ven que el estado si tiene con que cuando se lo mandan .,,0.952401973,,,,,
No queremos mundial !!! Queremos seguridad,,0.814835648,,,,,
Pero si en México te asalta hasta la policía,,0.024782816,,,,,
EL PLAN. YO CALMO A MIS CRIMINALES NO PASA NADA.SOLO DOY LA ORDEN.,,0.19265377,,,,,
Que cosas,,0.476173059,,,,,
no sería más fácil hacer los juegos en otro pais?,,0.841778599,,,,,
"No queremos Mundial, queremos seguridad en todo México, medicinas en los hospitales ya vasta que estén derrochando el poco dinero que hay .
😡😡😡😡😡",,0.226066897,,,,,
"creo que está quedando claro que los mexicanos no queremos mundial, queremos vivir seguros",,0.516404057,,,,,
Así deberían de asegurar la seguridad de los ciudadanos para siempre no nada más cuando hay mundial,,0.343108544,,,,,
"no enserio, que pena...",,0.209943032,,,,,
dios los bendiga,,0.873861605,,,,,
"Mucha gente invierte en el mundial de que es difícil pero entonces debieron interponer todas las medidas para que no se celebrara en México, suena crudo.",,0.956870118,,,,,
al chile México no merece nada,,0.49214285,,,,,
Mexicanos hay que tumbar el mundial✅,,0.589947363,,,,,
"Con todo lo qué pasa en el país, ¿de verdad necesitamos un mundial? Yo no lo creo.",,0.7814653,,,,,
no nos cuidan a los Mexicanos. Van a andar cuidando extrangeros,,0.884652206,,,,,
de hecho el futbol es un ente muy aparte a la politica los gobiernos no pagsn a los jugadores etc.,,0.189398165,,,,,
Ojalá así nos protegieran a nosotros los mexicanos ✊🏻,,0.081990248,,,,,
Yo no entiendo como no son empaticos ósea soy madre y perder un hijo no tiene nombre y se que no puedo dimensionar lo que sienten pero si puedo hacer algo y si el gobierno tiene recursos es incongruente que para unas cosas si puede gastar y otras no,,0.353544376,,,,,
Y ya que se acabe el mundial volvemos a los asesinatos y desapariciones ?,,0.514460718,,,,,
buenos para proteger a extranjeros y no para proteger a su gente,,0.864974027,,,,,
no queremos mundial queremos seguridad,,0.50489431,,,,,
"deberían de acudir al cuadro del centro histórico, justo donde están pintando y remodelando y alli pedirle permiso a cada locatario para poner una pequeña lona en el exterior",,0.287397324,,,,,
"Cuando tendremos un buen gobierno, cada vez lo veo más imposible 🥲",,0.377378027,,,,,
👍 y parece que nadie conoce a los secuestradores solo es cuestión de investigación sería,,0.570912167,,,,,
"me estás diciendo, que mexico si puede implementar medidas de seguridad... pero no para los mexicanos 😑",,0.761106584,,,,,
Ven que si tienen con que detener el narco pero no lo hacen,,0.739202154,,,,,
es de terror lo que vivimos en México,,0.34454355,,,,,
DEBE SER UNA PESADILLA VIVIR EN MEXICO Y UN HOLOCAUSTO CAMINAR EN ELLA,,0.144259453,,,,,
[Sticker] ,,0.597804795,,,,,
[Sticker] Claudia se convirtió en calderón,,0.184021279,,,,,
"Que triste la verdad, y mas triste a un que le valga un cacahuate a la presidenta",,0.32010634,,,,,
"ESA ""SEGURIDAD"" DEBE DE SER PERMANENTE, ACASO VALE MAS LA VIDA DE EXTRANJEROS QUE LOS MEXICANOS?",,0.082057332,,,,,
[Sticker] ,,0.969265051,,,,,
[Sticker] JUSTICIAAAAAAAAA,,0.62374066,,,,,
Ojalá en VERDAD CANCELEN EL #MUNDIAL,,0.076058046,,,,,
bien hecho yo soy aficionado al fútbol pero antes que eso soy papá de tres y no quisiera pensar que algo les pasara sigan adelante apoyo total 👌👍🙏,,0.265016404,,,,,
NO. QUEREMOS MUNDIAL. QUEREMOS QUE BUSQUEN A NUESTROS DESAPARECIDOS,,0.114721978,,,,,
"a México le iban a quitar ser sede ?
y a EEUU porque no si se metió en un lío con irán y a él no?",,0.6349498,,,,,
¿Saben qué da mucha vergüenza? Que hay personas que prefieren que su equipo gane a que encuentren a los desaparecidos...,,0.334167524,,,,,
Ahora resulta que si se puede cuidar las ciudades 😳,,0.355216707,,,,,
"lo bueno es que México está en paz, si no para que meter tanta seguridad",,0.319584412,,,,,
Y los mexicanos desapareciendo cada día 🥀😕,,0.978129772,,,,,
que dejen ese plan para el resto del sexenio qué les cuesta,,0.623892838,,,,,
ojalá suspendan ese mundial,,0.675839288,,,,,
Está es la propaganda que la FIFA necesita para revivir el mundial,,0.868980816,,,,,
"Me encanta el mundial, será un evento que disfrutaré mucho, tienen mucha razón ojalá el país fuera diferente",,0.563978442,,,,,
Porque será que nos les creo si la policía es más corrupta que el gobierno,,0.638047076,,,,,
"El gobierno haciendo esto en mundial pero no lo hace a diario por que .?
por que el gobierno esta al mando del narco",,0.677546382,,,,,
proteger turistas x la derrama económica por unos dias y todos los ciudadanos que pagamos impuestos hasta x respirar no lo merecemos? total burla para los mexicanos por mi que se cancele,,0.377426637,,,,,
Muy cierto !! 😒,,0.623812287,,,,,
Que triste pero es la realidad que vivimos 🙏🙏🙏,,0.92081819,,,,,
"Dios les de mucha más fuerza amor y valor para seguir algo que todo el gobierno carece , vamos mexicanos apoyemos a la gente que si lo merece y no a un partido político que no merece que ninguna persona lo defienda",,0.725128074,,,,,
No hay nada que celebrar. Que el mundo entero conozca lo que se vive aquí en México día con día el miedo a salir y no regresar.,,0.458903387,,,,,
Para defender a los extranjeros y a los mexicanos cuando 🤣,,0.997273352,,,,,
México mundial,,0.079943796,,,,,
y están gastando. en campañas.,,0.218624654,,,,,
y porque no hacen eso para sus ciudadanos???,,0.722674528,,,,,
Que dolor caray,,0.156466985,,,,,
i porque no asen eso por su propia jente,,0.738153081,,,,,
"@Jordy Q:el mundial no trae ningún beneficio al país anfitrión, solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial",,0.058488638,,,,,
"Como? Entonces si tienen la capacidad para desplazar un gran plan de seguridad para cuidar a los que son parte del mundial, pero en diferentes estados no pueden erradicar la delincuencia, que raro?",,0.172889912,,,,,
[Sticker] ,,0.335546155,,,,,
que no se haga en mexico,,0.864585559,,,,,
We que se cancele,,0.665774036,,,,,
"“Nuestros desaparecidos, muchos, jugaban futbol”",,0.08408219,,,,,
"son heroes, que Dios este con ellos y encuentren a sus seres amados",,0.868645141,,,,,
Por que no usan esa tecnología y elementos contra el crimen organizado? Que verguenza que el futbol tenga más importancia que la seguridad nacional,,0.971738948,,,,,
Y porque no protegen de esa misma forma a los mexicanos? 🤬🤬🤬 este gobierno es lo PEOR !!!!!!,,0.169532095,,,,,
para los turistas si hay seguridad y para nosotros los ciudadanos que,,0.342736239,,,,,
Totalmente de acuerdo 🥺♥️por favor que nuestro próximo voto 🗳️sea muy bien pensado,,0.483168841,,,,,
"O sea lo único que dan a entender es que México si tiene capacidad (y de sobra) en materia de seguridad, pero solo para el mundial. Que interesante",,0.364208707,,,,,
el detalle es que ls visitantes saben como los narcos están en la policia así que no es muy seguro,,0.287568207,,,,,
"Por mucho que ame el fútbol, la seguridad de las personas es importante, el mundial no es importante cuando hay una crisis así en el país.
difundan el vídeo para que llegue a mas personas.",,0.738199436,,,,,
"Nada les embona, que si hay seguridad, que si es demasiada seguridad 🤦🏻",,0.757677081,,,,,
México está en guerra no tienen que hacer partidos ahí.,,0.281281537,,,,,
Esto del mundial terminará muy mal,,0.54090401,,,,,
"Dios bendiga 🙏 a todas las personas que siguen buscando a sus hijos e hijas, de todo corazón esperamos que puedan encontrar a sus jóvenes, millones estamos con ustedes, si podemos apoyar con algo, cuentan con nosotros.",,0.396120422,,,,,
Ojalá cancelen la sede,,0.639802731,,,,,
allá no voy a ir nunca,,0.364592333,,,,,
Los mexicanos también tenemos miedo de salir en México 😐,,0.552940174,,,,,
era fuerza aerea o pobreza aerea?,,0.709857767,,,,,
le recomiendo no ir por su bien el narc se va a cobrar vid 😞😔,,0.433722093,,,,,
[Sticker] El gobierno viendo como están llenas las calles de desaparecidos.,,0.16404222,,,,,
"osea que si se puede hacer , el gobierno y sus mentiras, nada nuevo...",,0.2431794,,,,,
No sé preocupen el mundial será mayormente en eeuu,,0.805537143,,,,,
cuidan a todos menos a los Mexicanos jajaja vaya cosa,,0.373825453,,,,,
Será el plan kukusklan 🤣🤣🤣🤣,,0.581807107,,,,,
Justicia y apoyo para todas las familias que tienen un familiar desaparecido...😭,,0.206536014,,,,,
[Sticker] Kukulkán 😆,,0.284830376,,,,,
Si el gobierno mexicano le diera importancia a las personas que dia a día desaparecen como al mundial nadie se quejaria pero lastimosamente no hacen nada,,0.659026216,,,,,
BLOQUEEN TODOS LOS PARTIDOS YA BASTA DE ESTA INJUSTICIA 😡,,0.423866657,,,,,
DEBERÍA HABER SEGURIDAD SIEMPRE,,0.911527469,,,,,
Hay más personas desaparecidas que los habitantes de una ciudad del interior de Panamá 😭😱😨,,0.188980424,,,,,
"Con esto demuestran que siempre han podido protegernos, pero han decidido NO hacerlo. Bendita 4T.",,0.792177106,,,,,
Prefiero sentirme segura en mi país que un mundial o cualquier otra cosa 100%!!!,,0.854616357,,,,,
Si hay miedo en sus habitantes imagínate en habitantes de otros países,,0.671025949,,,,,
"Y si el gobierno tiene esa capacidad de protección y defensa, porque no aplica de manera permanente??",,0.215471926,,,,,
"sólo para el mundial hee, ya pasando regresa la realidad del país.",,0.358997075,,,,,
"Tengan en cuenta que cubrirán un lado, pero otros quedarán desprotegidos y ahí se harán los madres, por qué todo esto que dicen solo es en las sedes",,0.194320842,,,,,
en lugar del Mundial... ayuden a esas familias!!!!,,0.221115674,,,,,
"Para eso si hay Ejército, Marina, GN, pero aquí en Sinaloa qué siga la violencia 😎",,0.770641879,,,,,
[Sticker] ay que padre saber que si hay seguridad,,0.825444128,,,,,
@Tony:Osea están reconociendo que si pueden dar seguridad a México pero han escogido en no hacerlo todo este tiempo? este régimen es una burla,,0.004717986,,,,,
"no queremos mundial, queremos de regreso a nuestros desaparecid@s.",,0.483954719,,,,,
¿Cuándo sale el plan de seguridad que protege a los mexicanos?,,0.037512834,,,,,
[Sticker] el gobierno,,0.511767612,,,,,
yo amo el futbol pero que poca madre el gobierno solo actua por los extranjeros cuando hay lugares que del diario sufren de violencia miedo y aveces no hay manera de sobrevivir,,0.220965807,,,,,
"Ojalá y se cancele, que no vengan los equipos de fútbol a México",,0.221225356,,,,,
Huelgas en los estadios 🏟️sedes de mundial,,0.038438747,,,,,
Y si cooperamos para que impriman más ?,,0.484224711,,,,,
Así hubieran protegido al Presidente Municipal de Uruapan El Señor Carlos Manzo,,0.082566369,,,,,
ESTE GOBIERNO ES UNA REAL VERGUENZA🤣🤣,,0.696365127,,,,,
"Y después de que se acabe el mundial, a la normalidad de nuevo! Este operativo debería ser 24/7 los 365, y aplicarlo como nuevo decreto presidencial",,0.661295057,,,,,
"pues el mundial es cada 4 años, desapareciones todos los días xdxd",,0.68619538,,,,,
Porque la FIFA no le hace lo mismo a EEUU así como le hizo contra Rusia cuando empezaron la guerra?,,0.777239851,,,,,
Entonces si pueden proteger al país pero solo cuando les conviene… 😒,,0.840317733,,,,,
ya que tengamos gente hacen el mundial,,0.82933581,,,,,
y por que no usan esa fuerza para contrarrestar a quienes atentan contra los propios mexicanos??,,0.029772819,,,,,
Ósea que si se puede realizar un plan de protección a los ciudadanos?,,0.179761632,,,,,
excelente,,0.004768341,,,,,
Vergüenza de gobierno tenemos!!!,,0.677235911,,,,,
los gobiernos quieren silenciar la molestia de la gente en tantos sectores que ya no saben que hacer y piensan que es puro boot,,0.058870149,,,,,
oyeron bien? Tiene como objetivo proteger a los turistas...,,0.285544736,,,,,
qué dolor 😭😭😭,,0.882681419,,,,,
y si boycoteamos el fútbol???😳,,0.11495768,,,,,
[Sticker] KuKulKan me suena conocido,,0.79560227,,,,,
[Sticker] ,,0.184802562,,,,,
"Es una realidad que en México se vive un tema de inseguridad muy severo, pero mayormente estos movimientos, no digo que todo esté financiado por partidos políticos.",,0.894999758,,,,,
No cuidan a los mexicanos!! Que les espera a los turistas tstsss,,0.584229584,,,,,
Ojalá el mundial durara por siempre,,0.41526705,,,,,
ojala encuentren a sus familiares,,0.107374941,,,,,
Muy chingon su plan para cuidar a extranjeros. Cuál es el plan para cuidar mexicanos?,,0.112529555,,,,,
"Entonces me están diciendo que si podemos tener un país seguro, simplemente no nos daba la gana?",,0.446763213,,,,,
Que triste que les importen más los turistas que su propia gente,,0.705224224,,,,,
Bien dicho,,0.218825686,,,,,
nada que ver ...cada quien tiene su historia... y lo que hoy desprecian tal vez es el salvavidas para otra persona.....que también está sufriendo,,0.651525823,,,,,
Amén! Muchas bendiciones y mi apoyo con ustedes JUSTICIA,,0.754382797,,,,,
"asi deberia de ser todo el año en vez de solo por el mundial,dirán que eso requerira mucho dinero,pero por eso se pagan impuestos y por eso le subio los impuestos a ciertas cosas",,0.058188764,,,,,
y a usa no le van a decir nada?,,0.292791377,,,,,
Que fuerte ; bendiciones de todo corazón.,,0.740362009,,,,,
Apoyo total y visibilidad a esta problemática 🙏🙏,,0.247043244,,,,,
"una vez acabé el mundial el ""super plan"" se va",,0.58250464,,,,,
y la seguridad de los cuidados mexicanos,,0.93449672,,,,,
[Sticker] 😭,,0.272540956,,,,,
no al mundial,,0.370677408,,,,,
"así es, fuera el.mundial..",,0.639280965,,,,,
