,comentario,rango_humano
513,todo nos molesta pero pues a las personas que circulan por ahí pues van a favorecer y lo del mantenimiento no se necesitaría si uno como persona lo ocupa de forma correcta esto no es culpa del gobierno,4.0
514,mira nada mas así deverian de poner botes de basura x todos lados,
515,lo bueno que ya le dieron mantenimiento,
516,el problema no es el gobierno el problema es la gente,
517,hayyy no,
518,clara brugada eso va ser un hotel seguridad es lo que necesitamos no ese hotel de paso,
519,siempre buscando el pelo en la sopa,
520,es pues la cuarta,
521,la bronca no son los baños la bronca es que la gente no sabe cuidar y ps la verdad por eso no podemos tener cosas bonitas,
522,gasto innecesario,
523,pero qué tal acá por el estado de méxico en cada lluvia parece río,
524,zona de crujin jsjs,
525,menos de un año les doy,
526,es parte de las fuentes de cibeles en el metro hidalgo no se saquen de onda,
527,y las escaleras eléctricas ama,
528,puras tonteras de este gobierno,
529,gobierno ridículo,
530,todo muy bonito pero los trenes de la fregada me da risa poca madre,
531,para que nada más duren lo que va a durar el mundial y después se queden ahí abandonados,
532,ni van a tener agua,
533,y la remodelación que se hizo cuando peña nieto era presidente nadie las crítico por qué,
534,no les preocupa,
535,ya no te voy a contestar,
536,70 de los trenes están descompuestos,
537,claudia sheinbaum pardo no queremos mundial queremos nuestra salud,
538,we es que es como si pusieran un mantel elegante sobre una mesa ya para aventarla,
539,solamente arreglan por encimita cuando toda la estructura ya está a punto de colapsar,
540,no les digo cada vez estamos peor,
541,es solo para guardar las apariencias,
542,pero dice clarita que no es por el mundial,
543,,
544,cómo experta en la materia que sugiere usted ingeniera del tiktok,
545,ojalá y los tengan limpios,
546,para cuantos les gustan,
547,si falta menos de una semana,
548,podra ir hasta la mare en hora pico pero la decoración,
549,mejor gastar el dinero en los hospitales en medicamentos,
550,va a estar bn asqueroso,
551,la palabra pandemia te dice algo,
552,,
553,es de la antigüedad tenía que hacerce algo real,
554,,
555,es serio creí eran memes,
556,solo por el mundial no puede ser tierra dinero para que la fifa gane,
557,pongan uno por mi casa ya que la pared de mi casa es miadero seguro cuando hay carnaval,
558,porque nos tocó el gobierno más pen en serio,
559,de verían gastar en los hospitales y baños del mismo lugar,
560,también se gotean,
561,usa uber mija,
562,mejor que no haiga mundial no saben los riesgos de salud que puede ver más adelante nueva pandemia,
563,y dejenlos,
564,según yo antes de la remodelación no había goteras,
565,sin comentarios señores esto es méxico,
566,,
567,exacto las goteras l humedad las escaleras eléctricas que no sirven para eso hubieran usado el presupuesto no que puras cosas inservibles,
568,tu votaste por lo actual,
569,ahora resulta que ya todos son críticos y arquitectos,
570,y luego,
571,y para todos aquellos que defiende no es que nos quejemos de todosimplemente es darse cuenta de la realidady si no te gusta y te sientes feliz en tu carrodeberías prestar tu carro para que los demás lo usen,
572,está bien luego no hay donde entrar al baño,
573,saben como va a terminar eso,
574,mexico magico,
575,no pues para que lo empiezan 8 días antes yo digo que en esos días salgamos más para que sepan nuestra situación real,
576,ninngun chile les embona,
577,bye bye moteles,
578,te falto grabar a la gente,
579,sin papel y sin agua para que,
580,mejor que inviertan en medicamentos búsqueda de desaparecidos seguridad y escuelas ya es un cinismo el del gobierno,
581,eso es culpa de calderón,
582,y dicen que nada nos envona,
583,,
584,,
585,y el mantenimiento de los triste,
586,creen que colocando una lámpara tipo farol en una pared ya es una remodelación me da risa,
587,de todo se quejan como si el prian hubiese hecho algo de mantenimiento a las líneas del metro hasta lo que no comen les hace daño,
588,pero solo arreglaron los ventiladores de la línea azul pero que hay de los ventiladores de las otras lineas bien gracias,
589,lo van a desvalijar el primer día,
590,mejor que den más material y medicamentos a los hospitales,
591,si los gobiernos realmente hicieran buen uso de nuestros impuestos este sería un metro digno para el mundial y no esas ridículeses,
592,a mi me dio mucha risa ver los candelabros de hidalgo me da risa,
593,de verdad nada nada nada les embona,
594,,
595,more y sus cosas,
596,si no arreglan las calles los metros van a estar dando de limpieza los baños,
597,que no lo vea el arqui,
598,todo ese gasto debería haber servido para darle mantenimiento a las vías férreas del metro,
599,si ridículo el gobierno el circo mejor pagado del mundo,
600,hacen falta insumos médicos en los hospitales y solo por la visita de turistas están haciendo mejoras en la ciudad,
601,esas filtraciones es por el trafico diario de la ciudad lo único que hicieron fue remodelarlos acabados tu narrativa fuera de contexto,
602,ustedes enserio creen que si lo hubieran arreglado antes aun estaría en buenas condiciones que no lo van a pintar pegarle cosas y de más la gente no sabe cuidar y respetar lo poquito o mucho que hacen ya hay puentes que grafitiaron y estaban recién pintados las paredes de los edificios los mismos anuncios y hasta las luminarias,
603,solo tenían que pulir el mármol y arreglar las fisuras que entraban en las lluvias y lo más importante comprar nuevos trenes eso era todo,
604,,
605,dicen que uno abandona el barrio pero el barrio jamás te abandona,
606,no hay prioridades solo maquillando para que se vea bonito pero de fondo o no sirve o se está cayendo ejemplo mega farmacia tren maya aeropuerto y podemos seguirle,
607,minihoteles para los visitantes,
608,si no hay botes d ebasura saben cómo va a estar eso jajajajaa,
609,,
610,es la brugadizacion de la cdmx,
611,por 5 pesos para que te sientas como en tu casa,
612,,
613,así es la vida le arreglas una cosa y se descompone otra,
614,es impresionismo arte abstracto lo pintó un artista famoso y costo millones,
615,no deverian estar cerca del estadio,
616,lo importante será que va a pasar despues del mundial claudia sheinbaum pardo clara brugada,
617,,
618,y nosotros que nos cargue la chingada,
619,a mí sí me gusta mucho,
620,es q es una fuente,
621,atentos grafiteros,
622,cuando le calculan para que estén bandalizados y abandonados,
623,mejor que pongan botes de basura por todo reforma,2.0
624,sinlo hubieran hecho desde el principio para hoy no se vería bonito qué es lo que quieren aparentar no es para nosotros es para quedar bien con las visitas y vivo en esta zona,
625,y afuera van a cobrar,
626,,
627,pero deberían dejarlos para siempre y poner más en sonas específicas de barrió también,
628,mejor que pongan camaras,
629,que compren medicinas x qué luego no hay en el seguro ni para la presión,
630,esos candelabros me recuerdan a casa de nuevo rico no importa nada más que los garigoles y lo dorado barato algo fuera de lugar y con mal gusto,
631,mmm,
632,me da risa con goteras y las calles se inundan difícil de creer,
633,,
634,solo faltan que pongan uso exclusivo para turistas,
635,y dice la presidenta que somos primer mundo me da risa,
636,,
637,y no hay enseres en el ims,
638,haré mis cruces de caca,
639,nada les parece,
640,y la pinturita morada,
641,porque no empiezan a comprar medicamentos para la nueva pandemia que se va venir gracias a este mundial,
642,exactamente que arregle mejor las calles banquetas drenajes ya que el gobierno tiene el poder y el dinero,
643,próximamente,
644,cómo siempre este gobierno gastando en frivolidades,
645,maría aguilera,
646,nmmn arreglen el sistema de drenaje q se tapa bien feo me da risa,2.0
647,cuánto iremos a pagar por sus caprichos todo está subiendo de precio,
648,ni el reloj que es necesario existe,
649,,
650,la gente no entiende que no entiende y aparte no cuidan nada,
651,queremos mantenimiento no adornos,
652,hay que saborearlos pintarlos etc,
653,si no van a estar a tiempo ya de mínimo que las terminen,
654,me avisan como quedan después del mundial,2.0
655,en eso gastan los impuestos,
656,no que ya esta,
658,es un asco el govierno,
659,déjanos con esos pequeños momentos de finura porfavor,
660,mejor q tapen los baches,
661,es como cuando me pedían recoger mi cuarto y aventaba toda la ropa al ropero para que no se viera tan mal,
662,ya vi a los habitantes de calle durmiendo ahi,
663,quién los habrá licitado cuánto van a costar,
664,no se si llorar o reír,
665,todo hace juego,
666,gastaron en embellecer y no hay trenes,
667,me da risa ese vídeo está bueno es pura estampa nada más,
668,general anaya está muy lento en remodelación y es un caos porque hay que buscar la salida,
669,excepto que no remodelaron solo redecoraron,
670,bienvenida a la cuarta transformación,
671,ay mi méxico todo a última hora y solo por encimita,
672,ningún chile les embona,
673,exacto,
674,lo que urge son botes para basura,
675,la 4t va,
676,solo es para el mundial ya después o los quitan o ya no sirven,3.0
677,esas filtraciónes ya son muy dificil,
678,y esos baños si tendrán agua,
679,es que la prioridad era la elegancia de francia aunque se caiga el techo o llueva en las estaciones a la mejor más allá de eso su visión es que tenga un toque romántico con lluvia es bromis pero si deberían de arreglar lo más importante en vez de los candelabros,
680,,
681,justo así esta en la linea 7 estación río san joaquín ya está muy pintado por dentro pero en el techo las goteras hay hasta cartones en el piso para que absorban el agua pero muy pintado todo y las escaleras eléctricas sin funcionar ver para creer,
682,dónde donde para ir a ensuciarlo y no bajarle al baño,
683,al intentar dar una buena impresión van hacer completamente lo contrario,
684,remodelación estética solamente para controlar esas goteras imaginen el tipo de trabajo que tienen que hacer y esa zona es muy difícil de tratar ya que con temblores el hundimiento y el paso de el tiempo es normal que se hagan,
685,en un vídeo anterior decían que nada nos embona y no es eso es el hecho de que hay cosas que son necesarias y no son atendidas es querer aparentar algo que no,
686,,
687,volten a la comunidad estudiantil,
688,justo puro arreglo estético pero vean todas las goteras que se hacen cuanto de cuarteados están las escaleras,
689,ya se abrió una carpeta de investigación de que pasó ahí se necesitan pruebas v,
690,yo creo que si pintan de morado las goteras se soluciona,
691,que pongan de esos en ecatepec,
692,porqué no arreglar los baches,
693,cuantos miles de millones van a costar,
695,trabajos al vapor no hay planeación porque rayos no se anticipación,
696,que esperaban,
697,si wey como si los equipos fueran a jugar en el metro,
698,exactamente prioridad a lo realmente importante,
699,,
700,para si hay presupuesto pero para tratamiento oncologico no wow,
701,y ya los rayaron,
702,no les arreglen nada la gente no sabe cuidar,
703,a la gente nunca le das gusto,
704,puras jaladas,
705,baños que estarán cerrados después del mundial y en un año estarán inutilizables,2.0
706,es lo q sucede cuando solo echan pintura para cubrir defectos es como querer tapar el sol con un dedo,
707,así quedó tacubaya,
708,van a quedar bien cagados y bien tapados,
709,claudia sheinbaum pardo,
710,y ese backroom,
711,pues el gobierno nunca actúa a tiempo no me sorprende que quisieran hacerlo 6 meses antes del mundial,
712,,
713,qué bueno que todo eso se va a ver a nivel mundial,
714,weeeeey está bien exactamente para eso para nesecidades de las personas y espero que si cobren aquí tiene que ver mucho la educación del hogar,
715,y el estado vlv no mms,
716,we juran que el gobierno debe de estar con cámara de vigilancia buscando el mínimo detalles de cualquier cosa para repararlo en segundos jajajajajaj,
717,,
718,ay que bueno porque yo siempre me ando haciendo popis y es bien difícil encontrar donde o quien te dejé entrar al fin alguien pensó en nosotros los cagones,
719,a nosotros los viejos ya no nos gusta nada,
720,estudie en inglaterra y déjame decirte que esa filtración no es nada comparado con las inundaciones de por allá,
721,el código de vestimenta,
722,gobierno sonso,
723,ese tono va acordé con mi stiker,
724,y se va a venir todo abajo en la primer lluvia,
725,pinche metro wey,
726,muy al estilo de de morena,
727,jjj no mmm,
728,en europa ya hay de esos si se pudo ocupar en otros factores pero a la larga si lo podremos aprovechar en paris y berlín hay y se limpian solos creo que sencillamente no sabemos cómo sirven pero si ayudan y no no son gratuitos,
729,ni al caso esos candelabros en el metro son para una edificación colonial o algo donde reslmente luzcan de acuerdo a cierto tipo de arquitectura o edificacio pero en el metro,
730,está de lujo,
731,otra que nada le embona,
732,mejor me río,
733,me da risa chula imagen para los 3 turistas que vendrán,
734,,
735,por fin,
736,toodo el desmadr3 por solo 5 partidos de fut,
737,pongan botes de basura que no ha en ningún lado mejor,
738,o que la canción nada t envona,
739,eso le da un toque vintage,
740,está bien ambientado en los 1800 quien tenía buen drenaje,
741,,
742,,
743,el colmo,
744,te informo el metro no es campo de fútbol porque tiene que estar listo,
745,falta mantenimiento hay muchas goteras,
746,hay que aceptar que no hay presupuesto para gotera y pintura lo ilogico de esta administración,
747,tres días después todo pintado me da risa donde anda esos crack,
748,ya nada nas da risa me da risa,
749,exacto por apariencia,
750,les falló un poquito la imagen querían dar el gatazo de una estación en moscú mejor hubieran intentado copiar una estación de new york para eso no hace falta presupuesto y pudieron haber presentado una estación estilo primerísimo mundo,
752,se abrirá de inmediato una carpeta de investigación,
753,es que no sabes son las cascadas que pondrán en próximo año,
754,y luego en la esquina de la ciudadela ya vi el crujin me da risa,
755,pasando el mundial los quitan sólo es para aparentar,
756,gobierno de la ciudad de méxico,
757,si no les gusta que no se suban,
758,me da risa,
759,buena idea pero estoy segura que estarán pésimos porque no tendrán mantenimiento,
761,que esté listo en el momento que sea el mundial es un buen pretexto para arreglarlo y que bueno,
762,acá decimos te dan atole con el dedo,
763,que va a pasar después quien les va a dar mantenimiento,
764,,
765,,
766,ah ca y las goteras son el plus o qué,
767,ya van a estrenar casa las personas de la calle,
768,deberían tapar baches si quieren quedar bien,
769,los candelabros iluminan bien la goteras,
770,que iglesia es,
771,que pongan uno por mi casa porque la gente va a mear y cagar afuera de mi puerta,
772,puro impuestos de los trabajadores q bárbaros pero en fin,
773,baños públicos que cobran jjn,
774,confirmo las goteras quedaron intactas,
775,esos candelabros son lo mas inútiles de la vida,
776,mmm a ver cuánto duran la verdad,
777,que es estooooooo,
778,,
779,y si mejor verifican la falta de agua en ao,
780,,
781,no hay cámaras,
782,los van a instalar pero no los van a poner en servicio,
783,exacto el peor gobierno que he vivido,
784,mejor que pongan botes de basura en todos lados hasta en el metro,
785,no lo se luego andas por ahí con el topo atorado y sin cambio me entristece,
786,ves que ya no alcanzo el presupuesto para eso era candelabros o techo y el inge lo dejo a la suerte agilas candelabros,
787,ahorita méxico es como nosotros de chiquitos toda la media hora,
788,justo vi en un video como pintaban de morado un edificio en ruinas que ya se estaba cayendo,
789,roma no se construyó en un día por algo se empieza para mí bellos los candelabros,
790,de tanta gente ni se va a ver,
791,esto es como pegar el retrovisor con cinta canela,
792,debería también implementar contenedores grandes de basura para que la gente ya no sea tan cochina y ahí depositen su basura,
793,nada les gusta al menos no se quedan el dinero como el prian,
794,perfectos para hacer cruising,
795,es denigrante como el gobierno trata el transporte público y eso que es el transporte público de la capital del país,
796,eso es tapar el sol con un dedo,
797,a la gente no la tienes contenta,
798,me da risa y las calles todas madreadas,
799,cuando meterán presupuesto para medicamentos en hospitales vlnv,
800,haber super geniocomo detienes esa humedad a esa profundidad y con agua encima,
801,transformación de 4ta,
802,cuanto van a cobrar por usarlos,
803,es que le falto pintura morada,
804,justo comenté en otro video que a ver si su estación fifi no se hundía con la primera lluvia como el titanic y siiiii,
805,te odio cheinbaun,
806,la neta si da vergüenza,
807,y los baches pa cuando,
808,quiero llorar pero tendré que actuar con mis derechos,
809,no saben en qué pedote se metieron,
810,que ponga letrinas o existen los baños públicos que les cobren 10 dólares,
811,van a terminar vandalizados y por lo regular sin funcionamiento,
812,si investigaras por que pasa eso y por que es casi imposible eliminar las goteras de los metros y digo metros por que pasa en todo el mundo,
813,pintura morada ajokotes y listo,
814,lástima que una vez que se acabe el mundial ni mantenimiento tendrán,2.0
815,al chile que bueno,
816,deberían mejor hacer más hospitales ya que están saturados,
817,es para que haga contraste con la arquitectura,
818,que mal,
819,,
820,esas goteras son echas a igualmente para dar el estilo antiguo como si pasaras por un callejón en la lluvia,
821,dar mantenimiento a toda la ciudad de méxico pintar paredes escombrar los jardines limpiar puentes peatonales y vehículares plantar más árboles afuera de chapultepec donde muchos fueron cortados ahora que fui de visita todo abandonado ya pónganse las pilas,
822,que decepción ojalá hicieran bien las cosas,
823,viva morena,
824,es sistema de humidificación,
825,gastan en todo menos en lo que se necesita,
826,cómo todo lo que hace la jefa de gobierno y la presidenta,
827,en qatar 2022 faltaba 1 semana para el mundial y todavía no había 2 estadios listos,
828,hay para que ponen eso sí van a cobrar cuál es el beneficio,
829,para que vergas,
830,no va durar ni 1 año porque lo van a ensuciar mucho por fuera y lo van a pintar y dudo que lo atiendan y le cambien el agua siempre,
831,disfruten su voto,
832,hay ora en un año ya no estarán,
833,baños yo veo hoteles,2.0
834,te se está empezando a meter el agua al titanic,
835,las líneas son temáticas vi que auditorio parece un toks,
836,somos bendecidos por tenene un medio transporte barato por 5 pesos ya ven los del estado pagan lo triple,
837,nada les embona,
838,y qué tal si te lo suben a 10 pesos,
839,ay que cosa no se si reír o ponerme a llorar por la burla de las autoridades,
840,maquillaje barato del bienestarttt,
841,que con la pintura morada queda,
842,ni un chile les embona deberas,
843,deberas ya no saben ni que hacer,
844,con pintura morada y unos ajolititos quedan,
845,y ya terminaron las obras,
846,las bromas del gobierno,
847,también tú ni modo que remodelaran en la remodelación me da risa,
848,es otro gasto inútil y lo que necesita la ciudad bien gracias baches y tendrían que dejar un policía porque aquí no respetan nada,
849,,
850,que pena cdmx,
851,me da risa eso también lo invento tv azteca me da risa,
852,es decoracion no una verdadera remodelacion,
853,para los que se quejan de los baños así seguro es por qué no han visto los baños públicos de amsterdam me da risa,
854,para que despues estén tomados por la gente en situación en calle o un foco de infección muy intensa hasta se metan la gente hacer crussing,
855,quieren tapar el sol con un dedo,
856,nuevas casas para las personas en situación de calle,
857,arreglos por acá y todos los defectos de más cosas cuando,
858,que funcionen los baños del metrobus los elevadores del metro no mames nunca votaré de nuevo por morena,
859,por ejemplo seguridad,
860,que horror,
861,pudieron arreglar la ciudad pero no los hospitales ojalá que con toda la derrama económica que se tendrá lo del mundial mejoren los servicios públicos de primera necesidad,
862,,
863,ya como en paris jajaa,
864,si el metro es un asco ahora con los trabajos en pleno servicio peor no compa date una vuelta en ecaterror ahí en plaza ecatepec anda del asco en ese tramo y llevan repavimentando un pedazo desde hace 3 semanas,
865,csm,
866,,
867,pero seguimos con baches,
868,y las calles para cuando las pavimentan y la seguridad para cuando,
869,tanta deficiencia en el servicio de transporte que creo que los mismos usuarios están concientes ya que se debe aplicar el costo real al boleto,
870,y qué,
871,puras mmds,
872,,
873,hoteles gratis,
874,la mayoría de gente gasta en cigarros cocas cervezas alcohol fiestas a lo wey y ahorita que somos pais anfitrión y quieren que méxico no se vea tan pichurriento y que ahorre todo,
875,grítalo que es la verdad,
876,si el metro de mty tampoco méxico todo a última hora,
877,,
878,falta que arreglen la línea de barranca del muerto y dirección el rosario también está en pésimas condiciones,
879,si ubican que solo habrá 5 partidos en cdmx 5 de 104 mucha inversión para la expectativa de turistas,
880,quién aprobó esa mmd,
881,y tapar los baches no les gusta,
882,se están gastando más dinero por hacerlo a las prisas que si bien hubieran empezado hace 8 años y hubieran hecho mejor trabajo,
883,bro reemplazaron el fokin mármol por material mas barato y menos duradero quien se quedó con todo el mármol,
884,el problema no son los baños es la gente,
885,exactamente las cosas realmente funcionales estan obsoletas por fuera bonito y al interior una porquería,
886,gastos innecesarios mejor que arreglen las goteras,
887,tranquila reyna esperamos,
888,no eso lo dejaron así porque posteriormente van a grabar las escenas del titanic tranquilos este gobierno piensa en todo,
889,nada les embona no doblada ni enrollada,
890,pero en verdad que no hay visión tiene que estarles explicando todo para llegar a la ambientación deseada hay que dejar esas filtraciones de agua para utilizar paraguas estilo colonial que por supuesto estarán a la venta en los alrededores de las entradas del metro les falta visión,
891,y si arreglan los vagones del metro,
892,me preguntó cuánto habrán costado en realidad esas luminarias porque es muy seguro que alguien se llevó muy buena comisión,
893,,
894,perdon falto un poco de pintura morada,
895,yo esperando el metro,
896,y después de dos meses estarán olvidados y servirán de basurero,
897,ahí deberían colocar buna fuente,
898,en medicamentos para el imss para personas con cáncer o demás deberían de hacer y no gastar el dinero aparentando méxico es súper woooo,
899,enserio me estás diciendo que todas esas remodelaciones y gasto público es para 5 partidos que va a haber pensé que era para los usuarios diarios,
900,antes de que arranque el mundial ya no sirven,2.0
901,despierta méxico,
902,tanto dinero que deja el metro a diario y nada de mantemiento vamos bien,
903,si es buena opción con el débido mantenimiento desde hace años lo hubieran instalado,
904,ja ja ja ja ja ja yyojsla lo vean las autoridades y no salgan con que tienen otros datos,
905,no más gastan dinero a lo tonto hay prioridades,
906,increíble,
907,que den más instrumentos aparatos y medicamentos para hospitales,
908,,
909,hay al ratito van a decir que costo mil de millones para justificar su robo me da risa,
910,pov comienzan a cerrar estaciones estoy segura que seguramente entre semana empezarán a cerrar como lo hacen en fin de semana queque desmadre se hace,
911,esos serán moteles no se agan,
912,comentario,
