,comentario,rango_humano
466,"cómo me imagino que paso:x: señor hay filtraciones y goteras, no cree que es mejor arreglar eso?x: no, quiero que pongas mis candelabros ?? que tenga esas vibes de la realeza ??",
467,"Las calles con pinches coladeras destapadas, baches y hoyos por",
468,"lo que pasa es que AMLO no estaba seguro de que ganaría las elecciones del 2024, y obvio no iba a hacer algo que otros gobiernos iba a terminar ?? cuando gano Claudia ahora si se pusieron a hacer las cosas... se le llama Mezquindad",
469,no hay medicina en los hospitales pero esto es importante,
470,se quejan pero no cuidan las cosas.,
471,si se hubiera remodelado hace un par de años ya lo hubieran destruido,
472,Jajaja es parte de la atracción,
473,arruinaron la línea azul ??,
474,servirán para el crujin? ??,
475,así como los elevadores del metro/metrobus inservibles que solo están arreglando por el mundial.,
476,lo que tú no entiendes es que son las famosísimas grutas del antiguo D.F??,
477,"Wey, que bueno que van a notar baños, luego me ando cagando y no encuentro algo rápido",
478,pues no creo que los que vengan a ver el mundial entren alos baños,
479,[Sticker] yo esperando el metro jajajjaa la goteras jajajajaja,
480,De los trenes ni hablamos??,
481,Jajajaja,
482,[Sticker] Cómo siempre obras de 4ta,
483,no lo hicieron antes porque sabiendo como somos los mexicanos no iba a durar ni el año,
484,Awebo otro lugar para embarrar todo ?? gracias México ??,
485,los partidos de fútbol del mundial se van a jugar en los estadios no en el metro,
486,los nuevos hoteles económicos,
487,"También pinche gente, quiere que le hagamos todo, el pueblo también es el reflejo del gobierno.",
488,[Sticker] Todos esperando.,
489,con que presupuesto de mugre le van a dar mantenimiento? Electricidad de donde? Quien va a pagar eso. Todos van a baños publicos sin costo,
490,"Fui a mi centro de salud zona Amecameca y NO hay medicamentos desde hace un mes , pero qué tal esto . ??",
491,??????,
492,jajajaja me encanta pura pantalla mundialista,
493,van a ser todo menos baños jaja,
494,la línea uno trenes nuevos tren ligero nuevo trolebuses nuevos camiones nuevos el metro a un te cuesta 5 pesos y te quejas jijijiji,
495,"jajaja, pues como siempre, no más nos dan atole con el dedo y así varias estaciones, con fugas de agua",
496,"No era necesario hacer tanto desmadre, para 5 partidos moleros que va ver, en el 86 en Neza hubo 3 partidos del mundial y las calles aledaña al Estadio no tenía ni pavimento, solo la principal.",
497,Pues no lo uses con tus $5.00 vete en Uber,
498,en lugar de baños alumbrado baches,
499,"y si mejor se cancela el mundial... por el brote de el ébola, México no está preparado para algo así y la presidenta lo está minimizando",
500,Ya hicieron el mega gasto. Cuiden las cosas!!!!!!!!!!,
501,??,
502,Hay esos baños desde hace años en Paris por ejemplo.,
503,ESO NO ESTABA EN EL PRESUPUESTO JIJIJIJJII,
505,"yo creo que yá quieren subir el metro, pará pagar esos lujos ??????.",
506,"hay presencia de humedad en esa área y es precisamente porque la CDMX se está hundiendo, sé que no lo van a comprender, lo más simple es decirles que eso no se va a ir.",
507,ni mundial debería de a ver así como está la situación de las enfermedades que se están propagando,
508,Que la gente los cuide????,
509,Es que es parte de la decoración,
510,a mi si me gustaría pero en puntos estratégicos donde no allá baños porque por ejemplo en el trole elevado haria falta y deberían de poner varias no sólo en donde será el mundial,
511,dejemos que pongan todo lo que quieran pero cuando empiece el mundial a sabotear todo,
512,9 años ??,
513,todo nos molesta... pero pues a las personas que circulan por ahí pues van a favorecer... y lo del mantenimiento no se necesitaría si uno como persona lo ocupa de forma correcta esto no es culpa del gobierno,4.0
514,mira nada mas así deverian de poner botes de basura x todos lados.,
515,lo bueno que ya le dieron mantenimiento,
516,El problema no es el gobierno el problema es la gente.,
517,[Sticker] hayyy no,
518,@Clara Brugada eso va ser un hotel seguridad es lo que necesitamos no ese hotel de paso,
519,siempre buscando el pelo en la sopa,
520,es pues la cuarta,
521,La bronca no son los baños la bronca es que la gente no sabe cuidar y ps la verdad por eso no podemos tener cosas bonitas ??,
522,Gasto innecesario,
523,Pero qué tal acá por el Estado de México en cada lluvia parece río.,
524,ZONA DE CRUJIN JSJS,
525,menos de un año les doy ??,
526,"Es parte de las fuentes de Cibeles en el Metro Hidalgo, no se saquen de onda !!!",
527,Y las escaleras eléctricas ama,
528,puras tonteras de este gobierno,
529,GOBIERNO RIDÍCULO,
530,todo muy bonito pero los trenes de la fregada jajaja poca madre,
531,para que nada más duren lo que va a durar el mundial y después se queden ahí abandonados,
532,Ni van a tener agua,
533,y la remodelación que se hizo cuando peña nieto era presidente nadie las crítico por qué,
534,no les preocupa,
535,[Sticker] Ya no te voy a contestar,
536,70 % de los trenes están descompuestos,
537,"@Claudia Sheinbaum Pardo NO QUEREMOS MUNDIAL, QUEREMOS NUESTRA SALUD.",
538,We es que es como si pusieran un mantel elegante sobre una mesa ya para aventarla,
539,solamente arreglan por encimita cuando toda la estructura ya está a punto de colapsar,
540,No les digo cada vez estamos peor,
541,es solo para guardar las apariencias,
542,Pero dice clarita que no es por el mundial ??,
543,??????,
544,cómo experta en la materia que sugiere usted ingeniera del tiktok,
545,ojalá y los tengan limpios,
546,para cuantos les gustan,
547,Si falta menos de una semana,
548,podra ir hasta la mare en hora pico pero la decoración ??,
549,mejor gastar el dinero en los hospitales en medicamentos,
550,[Sticker] va a estar bn asqueroso,
551,La palabra pandemia te dice algo???,
552,????????,
553,es de la antigüedad tenía que hacerce algo real??????,
554,??????????,
555,Es serio?creí eran memes,
556,solo por el mundial no puede ser tierra dinero para que la fifa gane,
557,pongan uno por mi casa ya que la pared de mi casa es miadero seguro cuando hay carnaval,
558,porque nos tocó el gobierno más pen@#% en serio ????????,
559,de verían gastar en los hospitales. y baños del mismo lugar,
560,también se gotean,
561,Usa UBER mija!,
562,mejor que no haiga mundial no saben los riesgos de salud que puede ver más adelante nueva pandemia,
563,Y dejenlos.,
564,según yo antes de la remodelación no había goteras ??,
565,"SIN COMENTARIOS,SEÑORES ESTO ES MÉXICO",
566,??????,
567,exacto las goteras l humedad las escaleras eléctricas que no sirven para eso hubieran usado el presupuesto no que puras cosas inservibles,
568,Tu votaste por lo actual. ???????,
569,Ahora resulta que ya todos son críticos y arquitectos,
570,[Sticker] y luego????,
571,y para todos aquellos que defiende no es que nos quejemos de todosimplemente es darse cuenta de la realidady si no te gusta y te sientes feliz en tu carrodeberías prestar tu carro para que los demás lo usen,
572,está bien luego no hay donde entrar al baño,
573,saben como va a terminar eso,
574,mexico magico??,
575,"no pues para que lo empiezan 8 días antes, yo digo que en esos días salgamos más, para que sepan nuestra situación real",
576,ninngun chile les embona,
577,Bye bye moteles,
578,Te falto grabar a la gente ????,
579,sin papel y sin agua para que?,
580,"Mejor que inviertan en medicamentos, búsqueda de desaparecidos, seguridad y escuelas!!!! ya es un cinismo el del gobierno",
581,Eso es Culpa de Calderón ??????,
582,y dicen que nada nos envona,
583,??????,
584,??????,
585,?????? y el mantenimiento de los ???????? triste ????,
586,"creen que colocando una lámpara tipo farol, en una pared ya es una remodelación jajajajaja",
587,de todo se quejan como si el PRIAN hubiese hecho algo de mantenimiento a las líneas del metro hasta lo que no comen les hace daño,
588,pero solo arreglaron los ventiladores de la línea azul pero que hay de los ventiladores de las otras lineas bien gracias,
589,Lo van a desvalijar el primer día,
590,Mejor que den más material y medicamentos a los hospitales,
591,"Si los gobiernos realmente hicieran buen uso de nuestros impuestos, este sería un metro digno para el mundial y no esas ridículeses.",
592,a mi me dio mucha risa ver los candelabros de hidalgo xd,
593,"De verdad nada, nada, nada les embona.",
594,??????,
595,????????more y sus cosas ??????,
596,si no arreglan las calles los metros van a estar dando de limpieza los baños????,
597,Que no lo vea el Arqui,
598,Todo ese gasto debería haber servido para darle mantenimiento a las vías férreas del metro,
599,"si, ridículo el gobierno, el circo mejor pagado del mundo....",
600,"Hacen falta insumos médicos en los hospitales, y solo por la visita de turistas están haciendo mejoras en la ciudad.",
601,Esas filtraciones es por el trafico diario de la ciudad lo único que hicieron fue remodelarlos acabados TU narrativa fuera de contexto,
602,"Ustedes enserio creen que si lo hubieran arreglado antes, aun estaría en buenas condiciones? Que no lo van a pintar? Pegarle cosas? Y de más?La gente no sabe cuidar y respetar lo poquito o mucho que hacen, ya hay puentes que grafitiaron y estaban recién pintados, las paredes de los edificios, los mismos anuncios y hasta las luminarias",
603,"Solo tenían que pulir el mármol y arreglar las fisuras que entraban en las lluvias y lo más importante, comprar nuevos trenes, eso era todo ??",
604,??????,
605,"Dicen que uno abandona el barrio, pero el barrio jamás te abandona ????????",
606,"no hay prioridades, solo maquillando para que se vea bonito pero de fondo o no sirve o se está cayendo, ejemplo mega farmacia, tren Maya, aeropuerto y podemos seguirle",
607,minihoteles para los visitantes!!,
608,Si no hay botes d ebasura saben cómo va a estar eso jajajajaa,
609,??????,
610,Es la brugadizacion de la CDMX,
611,Por 5 pesos para que te sientas como en tu casa ????,
612,??????,
613,así es la vida... le arreglas una cosa y se descompone otra ??,
614,es impresionismo /arte abstracto. Lo pintó un artista famoso y costo millones.,
615,No deverian estar cerca del estadio,
616,lo importante será que va a pasar.despues del mundial @Claudia Sheinbaum Pardo @Clara Brugada,
617,??????,
618,y nosotros que nos cargue la chingada,
619,a mí sí me gusta mucho,
620,Es q es una fuente ????????????????????????,
621,atentos grafiteros ??,
622,Cuando le calculan para que estén bandalizados y abandonados.,
623,Mejor que pongan botes de basura por todo reforma ??,2.0
624,"Sinlo hubieran hecho desde el principio para hoy no se vería ""bonito"" qué es lo que quieren aparentar... No es para nosotros, es para quedar bien con las visitas... Y vivo en esta zona ???????????",
625,y afuera van a cobrar ????,
626,??????????,
627,pero deberían dejarlos para siempre y poner más en sonas específicas de barrió también,
628,mejor que pongan camaras??????,
629,que compren medicinas x qué luego no hay en el seguro ni para la presión,
630,Esos candelabros me recuerdan a casa de nuevo rico. No importa nada más que los garigoles y lo dorado barato. Algo fuera de lugar y con mal gusto,
631,mmm??,
632,Jajaja con goteras y las calles se inundan ???????????????????difícil de creer,
633,??????????,
634,"solo faltan que pongan ""uso exclusivo para turistas """,
635,y dice la presidenta que somos primer Mundo jajajaja,
636,??????,
637,Y no hay enseres en el IMS????,
638,haré mis cruces de caca,
639,Nada les parece ???????,
640,Y la pinturita morada,
641,Porque no empiezan a comprar medicamentos para la nueva pandemia que se va venir gracias a este mundial ??,
642,exactamente que arregle mejor las calles banquetas drenajes ya que el gobierno tiene el poder y el dinero,
643,Próximamente ????,
644,cómo siempre este gobierno gastando en frivolidades,
645,@María Aguilera ??,
646,Nmmn arreglen el sistema de drenaje q se tapa bien feo xd,2.0
647,cuánto iremos a pagar por sus caprichos ??????todo está subiendo de precio,
648,ni el reloj que es necesario existe,
649,??????,
650,La gente no entiende que no entiende y aparte no cuidan nada,
651,Queremos mantenimiento no adornos,
652,"hay que saborearlos, pintarlos etc",
653,[Sticker] si no van a estar a tiempo ya de mínimo que las terminen,
654,me avisan como quedan después del mundial ??,2.0
655,[Sticker] En eso gastan los impuestos ?,
656,no que ya esta,
658,es un asco el govierno,
659,Déjanos con esos pequeños momentos de finura Porfavor!!! ??????,
660,mejor q tapen los baches,
661,es como cuando me pedían recoger mi cuarto y aventaba toda la ropa al ropero para que no se viera tan mal,
662,Ya vi a los habitantes de calle durmiendo ahi,
663,quién los. habrá licitado?cuánto. van a costar?,
664,No se si llorar ?? o reír ??,
665,todo hace juego ??,
666,Gastaron en embellecer y no hay trenes,
667,jajajaja ese vídeo está bueno es pura estampa nada más,
668,General Anaya está muy lento en remodelación y es un caos porque hay que buscar la salida,
669,"excepto que no remodelaron, solo redecoraron",
670,Bienvenida a la cuarta transformación,
671,"Ay mi México, todo a última hora y solo por encimita ????",
672,ningún chile les embona,
673,exacto ????????,
674,Lo que urge son botes para basura,
675,La 4T va,
676,solo es para el mundial ya después o los quitan o ya no sirven,3.0
677,esas filtraciónes ya son muy dificil,
678,y esos baños si tendrán agua ?,
679,"[Sticker] Es que la prioridad era la elegancia de Francia, aunque se caiga el techo o llueva en las estaciones, a la mejor más allá de eso su visión es que tenga un toque romántico con lluvia, (Es bromis), pero si deberían de arreglar lo más importante en vez de los candelabros.",
680,??????,
681,"Justo así esta en la Linea 7, Estación Río San Joaquín, ya está muy pintado por dentro, pero en el techo las Goteras , hay hasta cartones en el piso , para que absorban el agua, pero muy pintado todo y las Escaleras Eléctricas Sin Funcionar . Ver para Creer ????",
682,dónde donde ?? para ir a ensuciarlo y no bajarle al baño ????,
683,"al intentar dar una buena impresión , van hacer completamente lo contrario.",
684,"Remodelación estética solamente ,para controlar esas goteras imaginen el tipo de trabajo que tienen que hacer y esa zona es muy difícil de tratar ya que con temblores, el hundimiento y el paso de el tiempo es normal que se hagan",
685,"en un vídeo anterior decían que nada nos embona...y no es eso,es el hecho de que hay cosas que son necesarias y no son atendidas!!! Es querer aparentar algo que no",
686,??????,
687,volten a la comunidad estudiantil,
688,"Justo puro arreglo estético pero vean todas las goteras que se hacen, cuanto de cuarteados están las escaleras ??",
689,"Ya se abrió una carpeta de investigación de que pasó ahí, se necesitan pruebas :v",
690,yo creo que si pintan de morado las goteras se soluciona ?????,
691,que pongan de esos en ecatepec,
692,porqué no arreglar los baches,
693,Cuantos miles de millones van a costar,
695,"Trabajos al vapor, no hay planeación. Porque rayos no se anticipación??",
696,Que esperaban!,
697,si wey como si los equipos fueran a jugar en el metro,
698,"EXACTAMENTE, PRIORIDAD A LO REALMENTE IMPORTANTE...",
699,??????,
700,Para si hay presupuesto pero para tratamiento oncologico ¿no? Wow,
701,y ya los rayaron????,
702,No les arreglen nada la gente no sabe cuidar,
703,a la gente nunca le das gusto,
704,puras jaladas,
705,"Baños que estarán cerrados después del mundial, y en un año estarán inutilizables",2.0
706,Es lo q sucede cuando solo echan pintura para cubrir defectos es como querer tapar el sol con un dedo,
707,Así quedó TACUBAYA,
708,van a quedar bien cagados y bien tapados,
709,@Claudia Sheinbaum Pardo ?? ?? ??,
710,Y ese backroom,
711,"pues el gobierno nunca actúa a tiempo, no me sorprende que quisieran hacerlo 6 meses antes del mundial ??",
712,??????,
713,Qué bueno que todo eso se va a ver a nivel mundial,
714,Weeeeey está bien exactamente para eso para nesecidades de las personas y espero que si cobren aquí tiene que ver mucho la educación del hogar,
715,y el estado vlv..no mms????,
716,we juran que el gobierno debe de estar con cámara de vigilancia buscando el mínimo detalles de cualquier cosa para repararlo en segundos JAJAJAJAJAJ,
717,??????,
718,ay! que bueno porque yo siempre me ando haciendo popis y es bien difícil encontrar donde o quien te dejé entrar.al fin alguien pensó en nosotros los cagones ??,
719,A nosotros los viejos ya no nos gusta nada,
720,Estudie en Inglaterra y déjame decirte que esa filtración no es nada comparado con las inundaciones de por allá,
721,[Sticker] el código de vestimenta:,
722,[Sticker] gobierno sonso,
723,[Sticker] ese tono va acordé con mi stiker.,
724,Y se va a venir todo abajo en la primer lluvia,
725,pinche metro wey!,
726,"Muy Al estilo de De MORENA, ??",
727,jjj???????? no mmm,
728,"En Europa ya hay de esos, si, se pudo ocupar en otros factores, pero a la larga si lo podremos aprovechar, en paris y Berlín hay y se limpian solos, creo que sencillamente no sabemos cómo sirven, pero si ayudan, y no, no son gratuitos",
729,ni al caso esos candelabros en el metro son para una edificación colonial o algo donde reslmente luzcan de acuerdo a cierto tipo de arquitectura o edificacio. pero en el metro ?????,
730,está de lujo ??,
731,Otra que nada le embona,
732,???????????? mejor me río.,
733,Jajajajajaja chula imagen para los 3 turistas que vendrán,
734,??????,
735,Por fin!!!!,
736,toodo el desmadr3 por solo 5 partidos de fut,
737,Pongan botes de basura que no ha en ningún lado mejor!,
738,o que la canción nada t envona,
739,Eso le da un toque Vintage ??,
740,"Está bien ambientado, en los 1800 quien tenía buen drenaje ?",
741,????,
742,??????,
743,El colmo... ????????????????,
744,"te informo el metro no es campo de fútbol, porque tiene que estar listo???",
745,falta mantenimiento hay muchas goteras,
746,"hay que aceptar que no hay presupuesto para gotera y,pintura lo ilogico de esta administración",
747,Tres días después todo pintado jajajaja donde anda esos crack ??,
748,?????????? ya nada nas da risa jajaja,
749,exacto por apariencia,
750,les falló un poquito la imagen...querían dar el gatazo de una estación en Moscú...mejor hubieran intentado copiar una estación de New York... para eso no hace falta presupuesto y pudieron haber presentado una estación estilo primerísimo mundo,
752,Se abrirá de inmediato una carpeta de investigación.,
753,es que no sabes son las cascadas que pondrán en próximo año,
754,Y luego en la esquina de la CIUDADELA ya vi el crujin JAJAJAJAJAJAJA ??,
755,"Pasando el mundial los quitan, sólo es para aparentar ??",
756,[Sticker] Gobierno de la Ciudad de México,
757,si no les gusta que no se suban ??,
758,jajaja,
759,Buena idea pero estoy segura que estarán pésimos porque no tendrán mantenimiento.,
761,"Que esté listo en el momento que sea, el mundial es un buen pretexto para arreglarlo. Y que bueno.",
762,"???? Acá decimos, TE DAN ATOLE CON EL DEDO ??????",
763,que va a pasar después???? quien les va a dar mantenimiento??,
764,????????,
765,??????,
766,"ah! ca.... y las goteras, son el plus o qué?",
767,ya van a estrenar casa las personas de la calle,
768,deberían tapar baches si quieren quedar bien,
769,Los candelabros iluminan bien la goteras,
770,que iglesia ??es???,
771,"que pongan uno por mi casa , porque la gente va a mear y cagar afuera de mi puerta",
772,puro impuestos de los trabajadores q bárbaros pero en fin,
773,baños públicos que cobran ????jjn,
774,Confirmo las goteras quedaron intactas ????,
775,Esos candelabros son lo mas inútiles de la vida,
776,mmm a ver cuánto duran la verdad,
777,que es estooooooo!!!!!??????,
778,??????,
779,Y si mejor verifican la falta de agua en AO ?,
780,??????,
781,No hay cámaras ??,
782,los van a instalar pero no los van a poner en servicio,
783,"Exacto, el peor gobierno que he vivido.",
784,Mejor que pongan botes de basura en todos lados hasta en el metro ???,
785,no lo se luego andas por ahí con el topo atorado y sin cambio :(,
786,ves que ya no alcanzo el presupuesto para eso era candelabros o techo y el inge lo dejo a la suerte agilas candelabros,
787,ahorita México es como nosotros de chiquitos toda la media hora,
788,justo... Vi en un video como pintaban de morado un edificio en ruinas que ya se estaba cayendo.,
789,Roma no se construyó en un día........ por algo se empieza. Para mí bellos los Candelabros ??,
790,De tanta gente ni se va a ver ??,
791,esto es como pegar el retrovisor con cinta canela ??,
792,Debería también implementar contenedores grandes de basura para que la gente ya no sea tan cochina y ahí depositen su basura,
793,"Nada les gusta , Al menos no se quedan el dinero como el PRIAN ????",
794,Perfectos para hacer cruising ??,
795,es denigrante como el gobierno trata el transporte público y eso que es el transporte público de la capital del país,
796,eso es tapar el sol con un dedo,
797,a la gente no la tienes contenta,
798,Jajaja. Y las calles todas madreadas ????????,
799,Cuando meterán presupuesto para medicamentos en hospitales ?? vlnv,
800,haber super geniocomo detienes esa humedad a esa profundidad y con agua encima ??,
801,transformación de 4ta,
802,cuanto van a cobrar por usarlos??,
803,es que le falto pintura morada,
804,"?????? justo comenté en otro video, que a ver si su estación fifi, no se hundía con la primera lluvia, como el Titanic...y siiiii. ????????",
805,Te odio cheinbaun,
806,la neta si da vergüenza,
807,y los baches pa cuando?,
808,"quiero llorar, pero tendré que actuar, con mis derechos",
809,no saben en qué pedote se metieron,
810,Que ponga letrinas o existen los baños públicos. Que les cobren 10 dólares,
811,Van a terminar vandalizados y por lo regular sin funcionamiento,
812,Si investigaras por que pasa eso y por que es casi imposible eliminar las goteras de los metros ?? y digo metros por que pasa en todo el mundo ??,
813,"pintura morada,ajokotes y listo.",
814,"Lástima que una vez que se acabe el mundial, ni mantenimiento tendrán",2.0
815,Al chile que bueno,
816,Deberían mejor hacer más hospitales ya que están saturados,
817,es para que haga contraste con la arquitectura.,
818,?????????????? que mal !!!,
819,??????,
820,Esas goteras son echas a igualmente para dar el estilo antiguo como si pasaras por un callejón en la lluvia,
821,Dar mantenimiento a toda la Ciudad de México pintar paredes escombrar los jardines limpiar puentes peatonales y vehículares plantar más árboles afuera de Chapultepec donde muchos fueron cortados ahora que fui de visita todo abandonado ya pónganse las pilas,
822,"Que decepción, ojalá hicieran bien las cosas !!!",
823,viva Morena ??,
824,es sistema de Humidificación!??????,
825,[Sticker] gastan en todo menos en lo que se necesita,
826,cómo todo lo que hace la jefa de gobierno y la presidenta,
827,En Qatar 2022 faltaba 1 semana para el mundial y todavía no había 2 estadios listos ????,
828,hay para que ponen eso sí van a cobrar? cuál es el beneficio?,
829,Para que vergas,
830,no va durar ni 1 año porque lo van a ensuciar mucho por fuera y lo van a pintar y dudo que lo atiendan y le cambien el agua siempre,
831,Disfruten su voto,
832,"Hay ora ??????,en un año ya no estarán",
833,Baños? yo veo hoteles ??,2.0
834,Te se está empezando a meter el agua al titanic,
835,¿ Las líneas son temáticas? Vi que Auditorio parece un Toks,
836,[Sticker] somos bendecidos por tenene un medio transporte barato por $5°° pesos ya ven los del estado pagan lo triple,
837,nada les embona,
838,y qué tal si te lo suben a 10 pesos?,
839,"Ay que cosa, no se si reír o ponerme a llorar por la burla de las autoridades",
840,Maquillaje barato del bienestarttt,
841,?? que con la pintura morada queda,
842,Ni un chile les embona deberas,
843,deberas ya no saben ni que hacer,
844,con pintura morada y unos ajolititos quedan ??,
845,y ya terminaron las obras ???,
846,las bromas del gobierno!!!!,
847,"También tú, ni modo que remodelaran en la remodelación xd",
848,"Es otro gasto inútil y lo que necesita la ciudad bien gracias, baches??y tendrían que dejar un policía porque aquí no respetan nada",
849,??????,
850,que pena cdmx,
851,jajaja eso también lo invento tv azteca jajaja,
852,es decoracion no una verdadera remodelacion ??,
853,"para los que se quejan de los baños así, seguro es por qué no han visto los baños públicos de Amsterdam jajajaja",
854,para que despues estén tomados por la gente en situación en calle o un foco de infección muy intensa hasta se metan la gente hacer crussing,
855,Quieren tapar el sol con un dedo!! ??????,
856,Nuevas casas para las personas en situación de calle.,
857,arreglos por acá y todos los defectos de más cosas cuando.,
858,"que funcionen los baños del metrobus, los elevadores del metro ... no mames nunca votaré de nuevo por morena",
859,Por ejemplo seguridad,
860,Que horror,
861,"pudieron arreglar la ciudad pero no los hospitales, ojalá que con toda la derrama económica que se tendrá lo del mundial mejoren los servicios públicos de primera necesidad",
862,??????????????????????????????????????????????????,
863,Ya como en paris jajaa,
864,"si el metro es un asco, ahora con los trabajos en pleno servicio, peor no compa, date una vuelta en ecaterror ahí en plaza Ecatepec anda del asco en ese tramo y llevan repavimentando un pedazo desde hace 3 semanas",
865,Csm,
866,??????,
867,Pero seguimos con baches ??????,
868,y las calles para cuando las pavimentan y la seguridad para cuando,
869,"Tanta deficiencia en el servicio de transporte que creo que los mismos usuarios están concientes ya que se debe aplicar el costo real al ""boleto""",
870,¿Y qué?,
871,Puras mmds,
872,??????,
873,hoteles gratis ??,
874,"la mayoría de gente gasta en cigarros, cocas, cervezas alcohol, fiestas a lo wey y ahorita que somos pais anfitrión y quieren que México no se vea tan pichurriento y que ahorre todo ??",
875,grítalo que es la verdad,
876,si el metro de mty tampoco ?? México todo a última hora,
877,??????,
878,Falta que arreglen la línea de barranca del muerto y dirección el rosario también está en pésimas condiciones.,
879,Si ubican que solo habrá 5 partidos en CDMX? 5 de 104. Mucha inversión para la expectativa de turistas,
880,quién aprobó esa mmd ??????,
881,"y tapar los baches, no les gusta(",
882,se están gastando más dinero por hacerlo a las prisas que si bien hubieran empezado hace 8 años y hubieran hecho mejor trabajo,
883,"Bro reemplazaron el fokin mármol por material mas barato y menos duradero, quien se quedó con todo el mármol????",
884,El problema no son los baños es la gente ??,
885,"Exactamente! las cosas realmente funcionales estan obsoletas, por fuera ""bonito"" y al interior una porquería.",
886,Gastos innecesarios mejor que arreglen las goteras,
887,"Tranquila Reyna, esperamos",
888,"No, eso lo dejaron así porque posteriormente van a grabar las escenas del Titanic, tranquilos este gobierno piensa en todo ??????",
889,"Nada les embona, no doblada ni enrollada.",
890,"Pero en verdad que no hay visión, tiene que estarles explicando todo. Para llegar a la ambientación deseada hay que dejar esas filtraciones de agua para utilizar paraguas estilo colonial. Que por supuesto estarán a la venta en los alrededores de las entradas del metro. Les falta visión",
891,y si arreglan los vagones del metro?,
892,ME PREGUNTÓ CUÁNTO HABRÁN COSTADO EN REALIDAD ESAS LUMINARIAS???PORQUE ES MUY SEGURO QUE ALGUIEN SE LLEVÓ MUY BUENA COMISIÓN...,
893,??????,
894,perdon falto un poco de pintura morada ??,
895,[Sticker] Yo esperando el metro....,
896,Y después de dos meses estarán olvidados y servirán de basurero,
897,Ahí deberían colocar buna fuente,
898,"en medicamentos para el IMSS ,para personas con cáncer o demás, deberían de hacer, y no gastar el dinero aparentando México es súper woooo",
899,Enserio me estás diciendo que todas esas remodelaciones y gasto público es para 5 partidos que va a haber??? pensé que era para los usuarios diarios... ??,
900,Antes de que arranque el mundial ya no sirven,2.0
901,despierta México,
902,"TANTO DINERO QUE DEJA EL METRO A DIARIO y NADA DE MANTEMIENTO, VAMOS BIEN!!!",
903,si es buena opción con el débido mantenimiento desde hace años lo hubieran instalado,
904,ja ja ja ja ja ja yyojsla lo vean las autoridades y no salgan con que tienen otros datos ??,
905,no más gastan dinero a lo tonto hay prioridades,
906,increíble ????????????????????????????,
907,"que den más instrumentos, aparatos, y medicamentos para hospitales",
908,??????????,
909,Hay al ratito van a decir que costo mil de millones para justificar su robo jaja,
910,Pov comienzan a cerrar estaciones estoy segura que seguramente entre semana empezarán a cerrar como lo hacen en fin de semana queque desmadre se hace ????????,
911,esos serán moteles no se agan,
912,comentario,
