,text
493,para todos los que dicen que la inseguridad... pues de una vez les informo que .. ya todo está en carpetas de investigación.. asi que no se preocupen... y para el. mundial .. habrá un chingo de seguridad lo que jamás en años se ha visto... ya lo verán para ese día México será diferente solo en lo que pasa el. mundial ja
494,1968 ☠️
495,Que miedo mejor me voy para Canadá 🇨🇦
496,Mi presidentaaa🥰🥰
497,Todo El dinero que van a bajarle a los turistas
498,por el bien de México que 20% de los turistas vean una experiencia narco
499,Haber cuántos regresan a sus casas . 🥺
500,[Sticker] Cómo ella pensó que reaccionaríamos todos los mexicanos:
501,"Nel, que se atoren 2h en el tránsito igual que yo..."
502,que nos manifestamos dice
503,que salgamos a las calles a manifestarnos dice 🌹🌹🌹
504,no cabe duda que estos gobernantes son un meme sin sentido
505,awuiwi quiero ver manifestantes 😂 es la más perfecta ocación
506,Que ese diga hagan una manifestación dice
507,todos a la calle ese día por favor
508,Hagan manifestaciones esos dias JAJAJAJAJAJAJAUA
509,nunca le digas a una persona que hacer porque siempre hará lo contrario y peor🤣
510,alguien dijo... que protestemos contra las desapariciones para que los turistas conozcan la realidad de México?
511,Q hagamos manifestación dice
512,"yo tengo una mejor, y si todos los locales se cierran 🤪"
513,"[Sticker] JAJSJA lo q dijo erick gerardo es comp decir q no es agua es H2O, JAJAJA ES LO MISMO PERO MAS FINO"
514,"como si fuera a venir medio mundo, para la miseria de partidos que se jugarán en México😒😒"
515,Espero que sea fake 🙏🙏🙏🙏😳
516,Todos hay que salir a manifestarnos de todas las cosas malas que hay en México 🇲🇽
517,"si me pagan con gusto no salgo es más ni abro las ventanas , oh pero que no me lo quiten de mis días de descanso, oh y que me den mi despensa por qué no como aire ,"
518,queeeeee carajos ay que salir más y ASER ver al mexicano que somos viva México lindo 😊
519,"a webo, las nuevas soluciones bienestar"
520,¿Nos van a dar algo por no salir? Porfirio Díaz daba pulque ¿Ustedes que ofrecen?
521,[Sticker] que nos manifestamos?
522,[Sticker] ahí que salir solo molestar quien está conmigo
523,siento que decir eso solo va hacer que salgan más JAJAJA
524,¡No salgan de sus casas para que no asusten a los turistas faltó decir!...😩
525,"[Sticker] que hagamos mega salidas dice, todos afuera del estadio banorte dice"
526,"Ya dijeron chicos, manifestación durante todo el mundial ‼️😝"
527,"Ya escucharon comerciantes y comercios. No salgan de sus casas: No habrán sus restaurantes, no salgan a vender elotes, no salgan a dar servicios.
No hay que molestar para nada a los turistas."
528,"Siento que la jefa de gobierno fue ""la cabeza"" de estás decisiones porque si la presidenta lo decía iba a ser muy obvio y la situacion sería más familiarmente sospechosa"
529,Todo el mundial en México fue un grave error desde el comienzo... Y con cada declaración de Claudia la cosa se pone peor
530,"Es familiar de la que dice que si no pueden comprar gasolina premium, que compren la magna 😂😂😂"
531,jaja cierren negocios para disfruten el mundial
532,mejora la seguridad primero🤔
533,Nuestra oportunidad para manifestarnos 😬🤭👊
534,mexico mejor que nunca solo CLAUDIA SHEINBAUM 👌👌👌
535,por qué con ese dinero no arreglaron hospitales que están por caer😡
539,@FIFA noooooo💀
550,@
559,ojalá y lo cancelen
560,"NAA. A ESE NARCOESTADO, NO SEÑOR"
561,"Los carteles se van a dar vida con los turistas, a quien se le ocurrió darle el mundial a México ? 😅😅😅"
562,quién dijo eso que CHSM
563,"yo por molestar si no salgo , saldría por decirme que hacer"
564,"por qué se quejan? es una sugerencia aceptable, va a ser un maldito caos la ciudad"
565,Como cuando los Dursley ocultaron a Harry jajajajaja
566,[Sticker] PS ahora salgo más y con pancartas en mano
567,yo escuché que cierren las vías principales
568,Quien se le antocaja de plantón esos días traemos carnitas asadas
569,en Guadalajara también se le ocurrió la misma ide.....otez a Lemus 🫩
570,Y si nos manifestamos?
571,[Sticker] todos a la calle a socializar con la visita
572,Noo y todas las cosas que pasan como lo de Teotihuacan no dan una mala imagen de como está el país 🫩
573,"[Sticker] Que quiere manifestaciones, riñas y todo eso ??"
574,Teotihuacán 20 de abril dando una buena imagen a los turistas ☠️
576,[Sticker] Como cuando te llevan de comer al sótano para que no salgas y avergüences a la familia.
577,Home office todo el año
578,"wey jajajajaja
hace meses estada asiendo burlas de eso con mi familia y ahora resulta que se hizo realidad 🙂"
579,Quiere un paro laboral y manifestaciones masivas dice.
580,Es es el problema: dar una buena impresión de México. Eso significa que no damos buena impresión. La pregunta es que ha hecho el gobierno para cambiar eso? 😳
581,jajaja solo tonteras de este gobierno
582,todos salgan de sus casa
583,manifestación !!!!
584,Ora si yo voy a disfrutar de ellos 😂😂😂
585,[Sticker] Demuestren su talento chicooos 🤣
586,pero hay que salir a ligar
587,jajajaja que los trabajadores tampoco salgan para que los turistas disfruten 😁😁
588,que salgan dice
589,[Sticker] que hagamos fiesta en las calles dice?
590,ud no salga que los va a espantar!! 😁😂
591,yo solo escuche que salgan
593,No creo así como está la delincuencia y tú no quieres hacer nada más que abrazarnos🙄🙄🙄😅😅
594,creo q porfin habla algo inteligente
595,ya los conto🤣
596,Ivan !😂
597,No comenten nada porqe les abre una 📂 😀
598,Que en paz descansen futuros turistas 🙏🏻
599,"FiFA va cancelar el mundial mexico 2026 por la inseguridad, narkos, homicidios"
600,Se van a rayar los policías 👮‍♀️con tanta mordida q van a pedir
601,abersi no los secuestran o los levantan con tanta inseguridad que existe
602,No ma no que iban a suspender neta que vergüenza
603,y regresando ya no están completo
604,esta feliz porque van andar ocupados sus patrones del cartel ahora si llenaran las fozaz
605,A cuántos de ellos los van a 💀 por la inseguridad de México
606,Uff Monterrey tendrá turistas jajaja (humor llorones)
607,ya se estan alistando los representantes de la criminalidad @flako_193 @RuABOGADO @Los GarciaS @Irvin García Suarez para defender a sus nenes a capa y espada
608,Lo que le importa es el.Dineto no los turistas 😡
609,y tú regandola
610,"paso 5.5 millones de turistas robados se irán, ya tanto los policías, tránsitos y delincuencia organizada se están preparando más q nadie para recibirlos,"
611,ojalá no valla nadie
612,ni vengan es peligrosisimo
613,ni gratis me voy a México
614,para que los roben ya sea los policías o los mismos delicuentes
615,revocación de mandato presirvienta buena para nada
616,y para que si la seguridad del país está mal y aparte los policías 👮‍♂️solo los van a infracciones por cualquier cosa no ai tolerancia de nada ojalá no venga nadie el trafico horrible hoteles caros con toda la reducción de carriles nunca llegarán a los partidos
617,"Con la pinche inseguridad, seguro se irán con una muy mala experiencia!! Pobres de esos visitantes…"
618,no es mala onda pero va haber un robadero y ahí la gárgola se va hacer la que no sabe como es su costumbre
619,el país más inseguro del mundo eso deberías de aser con la seguridad de mexico acuérdate que por tu culpa ay millones de desaparecidos
620,Una vergüenza recibir a turistas en éste momento 🤦🤦
621,"ESTA MUJER S VE ENFERMA, SE VE QUE NO HA DORMIDO!!!"
622,No por qué se desaparecen JAJAJA
623,ojalá no se arme aquí
624,ojalá y dios quiera que nada malo les pase a esos visitantes digo por como está la inseguridad no valla hacer que terminen o desaparecidos o secuestrados
625,a como está el país deverian de tenerle miedo y más con una presidenta como ella
627,dice que salgamos todos
628,Están viendo como esta México usted cree que vengan 🤔
629,y de que sirve si los impuestos del mundial van a correr por cuenta del pueblo
630,vamos todos a hacer manifestación por todos lados🤪
631,Porque siento como que abra millones de personas muy pronto en las calles 👀👀👀🤣
632,Si me dan Home por mi bien pero que sea todo el año ALV
633,[Sticker] les damos vergüenza ???
634,Que saturemos la ciudad como si fuera hora pico 😁
635,🤣😂🤣😂🤣es chiste verdad
636,QUE HAGAMOS MANIFESTACIÓN DICE😂
637,no mas eso faltaba
638,[Sticker] ni que fuera pandemia
639,Es hora de comenzar el juego!
640,"Que no salga ella, va a espantar a los turistas 😅"
641,"Por qué no vivo ahí, pero por más amante de mi casita que sea salgo 😂😂😂"
642,MANIFESTACIONES!!!!!!
643,NO SALGAN CON SUS FALASIAS PORFAAA NO TERGIVERSEN LA INFORMACIÓN!! osea por mí no salgan xq si dan pena pero lo q dijo la señora es q deben hacer home Office para evitar el tráfico en horas pico!! y algún demás q eso pueda provocar.
644,primero que aprenda a usar bien los colores
645,Hay q salir todos 😂😂😂😂
646,"todo por eso tlaloc hará lo suyo , lluviaaaa"
647,"[Sticker] que hagamos una manifestación, dice:..."
648,"si no salgo de mi casa, como crees que le voy hacer para probar el producto extranjero??😌"
649,[Sticker] que estupidez 😏
650,"[Sticker] wey no iba a salir, ahora saldré x mis huevos"
651,[Sticker] que ?quiere que agamos manifestaciones
652,Que le damos penita dice 😞
653,a cuántos vas a desaparecer?
654,y le da orgullo tener al pais como lo tiene para que lo vean 5.5 millones jajaja esa ruk no tiene vergüenza
655,pues si se escucha muy bonito pero hablando ya la verdad sin seguridad quien fregado quiere andar sabiendo que de un rato a otro te ponen el cuete
656,Ni de loco voy a México
657,aún país lleno de violencia
658,Acuerden va aver secuestros también con esta presidenta 😂😅
659,aver si no los asaltan
660,y cuantos de esos volverán ah sus hogares?
661,full vergüenza que vengan y vean todo el desmadre que hay en México 😭
662,Ojalá no valla nadien
663,"Y con las calles llenas de hoyos , socavones , ladrones , delincuentes , Tlalpan con dos carriles menos etc etc"
664,"que vengan , no sean negativos"
665,"La derrama económica es para los politcos y para las lacras qué asaltaran a los visitantes extranjeros, por que la violencia está a todo lo que da."
666,Con el simple echo de ver esa calaca ninguna noticia es importante puro circo 🎪 no me arrepiento de no aver votado por ella 😎
667,Y si los narcos van a matar la gentes
668,Como esperas turista así como tienes el país todo un desastre vergüenza debería de tener
669,lastima que en México es un país muy inseguro para los turistas
670,que vergüenza que se descarrile el tren
671,"Si tienen la oportunidad de venir a México, desaprovechenla está bien clera"
672,Pobres! Que le piensen para venir...uno como quiera 😂
673,si pero hay mucha gente estorcion y delincuentes as al para detener la delincuentes primero
674,No venga por esta presidenta vale pa pura verg… por favor ni vayan
675,y dónde madres los vas a meter si no puedes con el caos del periférico
676,Van a ir 5.5 millones y como están las cosas van a regresar 2.7 millones hahaha
677,"Dios quiera y los otros Paise se unan y mo vayan.. Muy muy peligroso Mexico..
muchos cuidado!!!"
678,Nadie quedra ir al aifa alch
679,Soy mexicano y ojalá cancelen el mundial en México
680,Mejor más hospitales en vez de gastar en tonterías
681,se van a dar cuenta k estamos.de.la ve.rga ... y k su gobierno es de la mierda..
682,Es mentira ya se canceló
683,i cuando se van
684,y cuanto vas a invertir para la seguridad de uruapan?
685,Y el aero puerto de San Miguel Allende
686,"Y todas las ganancias que habrá en Jalisco, adivinen quien se las va a robar.? Boicot en Jalisco por los desaparecidos"
687,No gracias
688,Claudia eres mucha pieza para México te queremos 6 años más reelección porfavor en la próxima votación
689,Que no compren el VAR
690,"Pero primero seguridad, porque si no va a valer madre"
691,[Sticker] Todos saliendo a las calles 😂
692,Hay paises donde suele ser al revez 😭
693,nunca salgo pero ahora saldré nadamás para jod3r jajajajajajaa
694,Y que secustren a Leonel messi o Ronaldo se va armar la guerra 👀
695,"Ya no, me parece que cancelaron por la inseguridad y solo será en USA y Canadá"
696,Demasiada delincuencia y ella no ase nada no sirbe para presidenta
699,Nadien va ir a tu porquería FIFA se mueve a USA 🇺🇸 😎
700,"Soy de la CDMX pero la verdad que ni vengan , esta mujer debería ver mejor la seguridad de mi país antes de todo si es una basura de seguridad"
701,Y crees claudia que deja mas dinero un mundial que todo inmigrante mandando dinero a mexico y visitando a nuestros pueblos ciudades y ranchos año con año ? Claro si trabajaras en mejorar la seguridad del pais primeramente !!!!!!!
702,cómo sabe que le pago sus viajes o que? de dónde saca ese dato🤭🤣🤣🤣
703,si fifa no pago impuestos que no vengan
704,#TURISTANOVENGASAMEXICOPORTUSEGURIDAD
705,solo te faltó remarcar que visitarán México para ver como funciona la Megafarmacia y el mejor sistema de salud del mundo 🤣🤣🤣
706,y pues se cancelo que paso presidente
707,Será una cortina de humo
708,Y con tanto campo de exterminio señora
709,"acoso que como turista quiero ver una ciudad vacía , si viajo es por la cultura"
710,[Sticker] Que hagamos de las nuestras dice
711,[Sticker] Que nos manifestemos dice
712,tenía que ser 🤣
713,@Oscar Ceh 😂
714,@JustAnOrangeCat @Hake406 @Gámez U ´꓃ ` U @MuffinTime
715,@pelusokun 😂😂
716,@Fallen star @Zzzzzzzz_zzzz @Nox.lunaris_🌗 @Brandon 😹😹😹
720,@Clara Brugada 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
736,@Clara Brugada
747,"solo les recuerdo que una mujer perdió la vida solo por salir en busca de empleo, un enfermo desvivio a varias personas desde una pirámide de Teotihuacan y el metro de la ciudad está en su peor momento, RAZONES PARA MANIFESTARNOS DURANTE EL MUNDIAL SI TENEMOS"
748,Women
749,Un pais con esos niveles de delincuencia e inseguridad tendría que tener prohibido celebrar nada
750,No le da vergüenza de como tiene al país lleno de ollos y la inseguridad a su máximo
751,SU AEROPUERTO ISRA QUE NI LAS Pulgas SE PARAN ALLA
752,Ojala se cancele
753,ojalá lo cancelen aqui
754,no creo que vayan 🤣🤣 con el desmadre que trae doña limones 🤣
755,Eso 5.5 millones de turistas q presumen mucho se van a quedar a vivir sin documentos
756,y la ciudad está hecha una cochinada
757,ya me ví en el Oxxo Bailando con las de brasil
758,A ver si no los desviven
759,Que miedo……. ATENCIÓN TURISTAS MÉXICO NO PUEDE NI CON SU GENTE MENOS CON TURISTAS
765,"Habiendo cosas más importantes, se pone a hablar de pendejadas*🙄🙄🙄🙄 fuera morena"
766,"De miedo de los narcos, yo no iría, ni aconsejo que vaya nadie con ese narcogobierno y corruptos"
767,Cortina de humo por lo de Carlos Manzo
768,Sigan esperando👍💀
769,y así como nos dejan cargar en los aeropuertos
770,"Deberiamos de evitar que el mundial lo hagan aqui como manifestacion a su asqueroso gobierno, a la inseguridad, a la corrupción, a la falta de medicamentos, si no puede cumplirle ni a los mexicanos en materia de seguridad, que les espera a los extranjeros 🙄🙄"
771,uuy ya saben como nos encontramos los MEXICANOS con esta mal dita inseguridad mexico se desangra ahora la corrupcion nise diga
772,cuando no sabes lo que es trabajar y solo estirar la mano
774,Soy de mexico y la neta no vengan
775,cuantos muertos pueden haber?😏
776,"soy mexicano.
no vengan a México, la presidenta se está pasando de lanza, la inseguridad está canija."
777,Visitantes se escribe con m de mujer 🤣
778,deja tus jueguitos y ponte las pilas bien sabes que los mexicanos queremos que actúes con los malos
779,Pobres turistas. van a venir con un chingo de miedo. ya que morena está con la delincuencia.
780,"vieja rata ,y de seguro va a subir el impuesto por atender al turismo"
781,con la inseguridad que ahy es un miedo venir a mexico
782,[Sticker] Dice que hagamos manifestaciones?
783,Ahora si los policías se van hacer ricos los weyes 😁
784,ocupó 5 personas para agarrar unos 3 árabes 😂✨💯salimos de pobres por qué salimos😂
786,"Como tal no digo eso, pero lo peor es que si lo da a entender 😩"
787,Donde esta el sticker de que se vaya a la... 😏
788,Yo estoy de acuerdo: que los que trabajan en gobierno no salgan de sus casas para que no nos dejen en ridículo y los turistas disfruten. 🙂
789,solo entendí que quiere ptzs
790,Lo que le debería preocupar es la mala imagen e ineptitud de su gobierno tanta inseguridad y desaparecidos x eso los turistas ni de locos usarán el metro saben q no es confiable y x eso están contratando autos blindados y seguridad.
791,Allá nos vemos Clarita !!!!
792,Es como decirle a un niño que lo haga
793,jajaja
795,Ella nos pagará? Cubrirá todo nuestros gastos? .Sencillo hagan que sea seguro salir listo.
797,Perú y México peleando por quién tiene peor gobierno. México está que se esfuerza mucho
799,yo entendí que durante ese tiempo salga todo el día😏
800,Ese nivel de inteligencia siempre eh pensado que tienen los políticos 🤔😂
801,que molestemos a los turistas dice !
803,"[Sticker] Oigan esa mmda,,, es neta que lo dijo"
804,"y si mejor van y limpian los ríos, arreglan las calles, remodelan parques abandonados en vez de un mundial que solo traerá contaminación y gente, YA SOMOS MUCHOS!"
806,no que la gentrificacion
807,No la chinguen ajjsjsjs
808,mujer tenía que ser
809,"no, mañana"
810,😂😂😂😂😂😂😂😂 Si deja te hago caso morra 😂😂😂😂😂😂😂😂
811,va... pero me van a pagar lo de mi trabajo y me van a llevar la despensa a mi casa... mas una compensación...jalo
814,si me dan 500.000pesos y uno taquitos de pastor lo ago con gusto
816,"se salen de contexto 🙄🙄🙄🙄
pero siempre tirando tierra sus propuestas"
817,con el peligro k los secuestren 😂
818,Para hacer las marchas más numerosas
819,Todo muy bonito pero… ojalá no sean víctimas del crimen organizado. No pueden brindarnos a nosotros seguridad menos a los turistas.
820,si mataron al alcalde de México ella no dijo nada imaginarse a los turista pasa nada.
821,[Sticker] Ahora más escándalo habrá 🤣🤣 y tendrá que soportar
824,ara eso si ahí dinero pero para proteger al pueblo ni madre dice
826,chsm
827,cómo ven si les podemos su mundial
828,jaja y pensar w le pagan por decir esas cosas
829,Que estamos muy pinches feos
833,@✨️🫧ana 🫧✨️gomez
834,"Ya lo dijo Fox:
-cenas y te vas ..."
835,abajo el mundial
837,jajaja qué mmada jaja
838,Otra clara burrada.
840,oigan tienes razón hay que hacerlo así que los vendedores ambulantes los que venden los tacos los que venden en turismo todo lo que tenga que ver con trabajos sin importar que nos vamos a hacer esos ya sin trabajo así que los turistas pueden explorar pero lástima no se podrán llevar recuerdos porque nadie va a trabajar esos días ni los que venden para los turistas Pero qué se les puede hacer hay que respetar porque es buena idea
843,"a bueno si ellos nos van un cheque de 100,000 pues no salgo para que no vallamos a trabajar y nos paguen las renta el agua la luz comida 🥱"
848,mujer...
849,osea que solo los turistas pueden disfrutar México y no los propios mexicanos?
850,jajaja viva morena jajaja jajaja
851,"ya la contajio claudia,"
852,🤣🤣🤣🤣🤣 dicen puras tonterias
853,si me paga mis 50 que ganó en el trabajo por ir 6 horas al día me quedo todo el año jaja 😌😌
855,"mientras ajuste con un salario mínimo se ajuste a las necesidades basicas, que no le paguen más"
856,"Claro vamos a salir más esos días, porque así somos los mexicanos....
😂😂😂😂😂😂😂"
858,Ya saben si vuelven a votar por una mujer 💅🏼
860,"Qué maravilla! los locales encerrados para que los turistas tengan la ciudad sola
¿Alguien le explica que esto no es un parque temático?"
862,queeee
863,Uno con gusto. La cosa es si mi trabajo lo vea así jajajaja 😂😂😂😂
864,SOLO DE APARIENCIAS SE VIVE cuando se acabe todo triste realidad
865,300dlls al día y hablamos
866,"simon, que depósiten y se cumple🤪🤪🤪"
868,que nos vayamos a manifestar dice 😂
870,"Es una idea con ""A"" de mujer?😳"
871,que no salgan todo el año mejor 😂
873,por mi esta bien pero que me aga un deposito de retiro sin tarjeta de unos 1.000.000.000.000.000.000.000.000.000.000.000.000.000.000 y ya veremos
874,okey a hacer marchas entendí perfectamente 😳
875,En verdad está sra. está de jefa de gobierno?😅😂
878,"[Sticker] Pues usted no me manda,."
879,"Yo cuando dijo eso:No ni mergas
Yo cuando vi que decía ""Suspensión de clases"":Tiene mi boto"
880,"😏 Claro , meto a mi cuarto de servicio 🪠, en lo que los invitados andan en mi casa ."
881,Esa mujer piensa que puede controlar y jugar como juguete a las personas
882,jajaja para decir en mi trabajo que me dieron permiso de faltar
888,"¡NO SE QUIEN LAS INVENTO!🎵🎶🎶🎶🎵
🤦🏻‍♂️"
889,[Sticker] que???
890,"Les juro que yo no voté por esa señora, sabía que durante los 9 años que gobernó iztapalapa hizo un desastre"
893,p
894,No olvidemos a Carlos Manzo
895,Y para cuando lo de Carlos Manzo
896,"tanto se la pasaban criticando a díaz Ordaz de la masacre en Tlatelolco y a si le valió y se efectuaron las olimpiadas del 68"" ahora que otra vez hacen lo mismo sabiendo que estamos viviendo días de violencia"
897,"y como tienes esos datos si aún no pasa.
y apoko 🇲🇽 va estar como los tuburios esperando clientes pa poder ganar todos jajaja.. si me entiendes nO!!😅😂"
898,Pobr3s Turistas que no volverán Asus países en un país peligroso que se le ocurrió hacer mundial a FiFa 👈😁
899,Y de los 5 millones a cuantos van a desaparecer?
900,"No loco voy a México, menos con la falta de seguridad, México necesita a @Lilly Téllez"
901,Y no les quedarán ganas de regresar con tanto policía corrupto y tanta inseguridad siento vergüenza
902,Por 3 pinches partidos…. 🙄
903,@FIFA ojooo México está super insegurooo !
904,Para que los regales a tus chairos
