,comentario,rango_humano
487,"Soy de Guadalajara y me da vergüenza de cómo está de sucia la ciudad, sobretodo en zonas como la americana y zona centro, quitaron los botes de basura ?? según porque ya no les pagaron la concesión. Alguien sabe algo de esto?",
488,Cuantos vuelos va a recibir el AIFA ??????,
489,[Sticker] oilaaaaaa,
490,no es mala onda pero va haber un robadero y ahí la gárgola se va hacer la que no sabe como es su costumbre,
491,Hay q salir todos ????????,
492,será el mejor mundial y el pais muy hermoso,
493,A ver si no los desviven,
494,pero hay que salir a ligar,
495,[Sticker] Todos saliendo a las calles ??,
496,que smosh en la plaza dice,
497,@Oscar Ceh ??,
499,si y van a mirar el desmadre que tiene México y aver si no se los levantan,
500,[Sticker] Que salgamos dice,
501,a si como está la seguridad no creo,
502,"Pero si solo habrá 13 paridos y varía de local de México , dudo mucho con todo respeto que haya más de 1 millón de personas",
503,y la inseguridad,
504,"Habiendo cosas más importantes, se pone a hablar de pendejadas*???????? fuera morena",
505,[Sticker] ni mi mamá se avergüenza tanto de mi,
506,"Soy de la CDMX pero la verdad que ni vengan , esta mujer debería ver mejor la seguridad de mi país antes de todo si es una basura de seguridad",
507,??????,
508,iban a venir,
509,Ya lo dijo Fox: -cenas y te vas ...,
510,y a esos también los va a desaparecer?,
511,??????????????????????????????????????,
512,[Sticker] que nos manifestamos? va,
513,"Como que ya me dieron ganas de trabajar e ir a la oficina esos días, y lo mejor está a la vuelta del estadio ??????",
514,que salgamos diceee,
515,2 de octubre no se olvida,
516,Y usted cree que la gente va a ir después de todo lo que está pasando en México ????,
517,[Sticker] Dice que hagamos manifestaciones?,
518,"ni iba a salir porque que hueva y que oso el fútbol, pero adivina qué, mi ciela",
519,"De miedo de los narcos, yo no iría, ni aconsejo que vaya nadie con ese narcogobierno y corruptos",
520,Ya lo canceló FIFA se va para Canadá oh EEUU,
521,queeeeee carajos ay que salir más y ASER ver al mexicano que somos viva México lindo ??,
522,Televisa he hechara a perder con sus jugadores el evento ya se sabe!!,
523,la FIFA ya cancelo por mucha inseguridad en México,
524,pues por ahí dicen q la FIFA ya no quiere ir a México,
526,Con el simple echo de ver esa calaca ninguna noticia es importante puro circo ?? no me arrepiento de no aver votado por ella ??,
527,Ya saben si vuelven a votar por una mujer ????,
528,No sería mejor reparar el metro para que todas las líneas y las unidades estén en funcionamiento.,
529,"yo tengo una mejor, y si todos los locales se cierran ??",
530,????????,
531,Mate eso nunca pasó,
532,chin tiene que hacer un fuerte gasto para el mundial ojalá que con eso se pueda recuperar la bolsa,
533,Mejor invertir en las carreteras de los pueblos,
534,Teotihuacán 20 de abril dando una buena imagen a los turistas ??,
535,jajajaja que los trabajadores tampoco salgan para que los turistas disfruten ????,
536,lo más gracioso que dijo qué vara movilizar en transporte público o a los turistas,
537,"?? Claro , meto a mi cuarto de servicio ??, en lo que los invitados andan en mi casa .",
538,"ahora resulta que, ni en mi propio país me quieren ??????",
539,A cómo está la inseguridad no creo que lleguen,
540,"no lo dijo exactamente con esas palabras, pero es lo que dió a entender",
541,"Es familiar de la que dice que si no pueden comprar gasolina premium, que compren la magna ??????",
542,Y no le da vergüenza tanta inseguridad?,
543,????????????????????,
544,"si me pagan con gusto no salgo es más ni abro las ventanas , oh pero que no me lo quiten de mis días de descanso, oh y que me den mi despensa por qué no como aire ,",
545,con la inseguridad no creo,
546,??,
547,HOY SOLO SE HABLA DE FUDBOL,
548,Ya un político habla de eso? esas noticias son para canales de noticias,
549,uuufffff!!! que complicado si en México desgraciadamente la inseguridad es el tema más importante,
550,?????????? Y LUEGO A MTY ??,
551,soluciones del bienestar,
552,uyyy los meros estados q goviernan los malillos cuidadooo cuidadooo.,
553,"Deberiamos de evitar que el mundial lo hagan aqui como manifestacion a su asqueroso gobierno, a la inseguridad, a la corrupción, a la falta de medicamentos, si no puede cumplirle ni a los mexicanos en materia de seguridad, que les espera a los extranjeros ????",
554,a vaya en nuestro país ya no vamos a poder salir ??????,
555,@Clara Brugada ??????????????????????????????????????,
556,y para que si la seguridad del país está mal y aparte los policías ?????solo los van a infracciones por cualquier cosa no ai tolerancia de nada ojalá no venga nadie el trafico horrible hoteles caros con toda la reducción de carriles nunca llegarán a los partidos,
557,Es es el problema: dar una buena impresión de México. Eso significa que no damos buena impresión. La pregunta es que ha hecho el gobierno para cambiar eso? ??,
558,"YA SE DIJO SE SUSPENDE EL MUNDIAL 2026 POR SER UNA PAIS MUY INSEGURO, SERA EN EEUU EL MUNDIAL",
559,La neta nose porque Mexico se sigue estando en el top paises mas visitados del mundo y vienen literal de Europa y varias partes del mundo segun estatisticas apesar de saber lo Inseguro que es siguen yendo,
560,??????,
561,ahora de puro coraje saldré el día del mundial,
562,Pero si mis papás me obligaban a salir de mi cuarto para saludar a la visita ??,
563,"creo que no entendieron jajaja aparte es el punto de vista, estuve viendo más no investigando , se dice que esto se hizo por el impacto ambiental además de que ya está tan bien jodida la CDMX lo quieren aprovechar para visibilizar más lugares del país por lo que sería más un ""dispersar el turísmo por todo el país "" e impulsar la economía local si no me equivoco. si me equivoqué discúlpenme y los invito a investigar y corregirme",
564,Será una cortina de humo,
565,Para los turistas si va ver mucha vigilancia y para los mexicanos que sigue la inseguridad ????,
566,"Mientras me den unos 1500 diarios qué es lo que gano al día, no salgo ni a la esquina",
567,que molestemos a los turistas dice !,
568,??????,
569,"Y por eso es que está viendo de dónde sacar dinero, subiendo impuestos, poniendo impuestos nuevos, dejando a la salud sin medicamentos, pero falta que la FIFA quiera por la violencia que hay en México",
570,Pobres! Que le piensen para venir...uno como quiera ??,
571,????,
572,No creo,
573,"NAA. A ESE NARCOESTADO, NO SEÑOR",
574,México no es seguro,
575,Todos hay que salir a manifestarnos de todas las cosas malas que hay en México ????,
576,"¿Y si mejoran la infraestructura de la ciudad? ¿Y si mejoran los caminos? ¿Y si mejoran el transporte público? ¿Y si ponen primero a peatones y ciclistas, en vez de los vehículos? Ahora la culpa es de nosotros ??",
577,que lo cancelen ?? no queremos futbol queremos seguridad en todo Mexico,
578,vamos todos a hacer manifestación por todos lados??,
579,y dónde madres los vas a meter si no puedes con el caos del periférico,
580,que van a cerrar reforma que que,
581,mexico mejor que nunca solo CLAUDIA SHEINBAUM ??????,
582,el aifa,
583,Estás segura ?,
584,se va a quedar con las ganas de ver eso,
585,Ni mi ex se avergonzó tanto de mí ??,
586,Uno con gusto. La cosa es si mi trabajo lo vea así jajajaja ????????,
588,inversión para quien mejor invierte en la ceguridad y gente te gastas menos,
589,Qué maravilla! los locales encerrados para que los turistas tengan la ciudad sola ¿Alguien le explica que esto no es un parque temático?,
590,que no salgan todo el año mejor ??,
591,que me pague el día en el trabajo y no salgo ni a la esquina,
592,Que saturemos la ciudad como si fuera hora pico ??,
593,Carlos Manzo,
594,Para que los regales a tus chairos,
595,ocupó 5 personas para agarrar unos 3 árabes ?????salimos de pobres por qué salimos??,
596,ahorita con lo que está pasando lo dudo ??,
597,yo escuché que cierren las vías principales,
598,??????,
599,@,
600,Mejor le hubieran puesto aeropuerto Maximiliano de Habsburgo o Aeropuerto Emperatriz Carlota,
601,vivo en México y tengo miedo de salir jajaja,
602,No comenten nada porqe les abre una ?? ??,
603,Cortina de humo por lo de Carlos Manzo,
604,no cabe duda que estos gobernantes son un meme sin sentido,
605,creo no se hará ya,
606,"buena idea ,mala explicación de ella",
607,por eso urge tapar la inseguridad,
608,NO QUEREMOS MUNDIAL QUEREMOS SEGURIDAD,1.0
609,No creo la FIFA ya lo cánselo porque que tu gobierno está manchando de sangre Claudia ????????????????????????????????,
610,terror ir a México ????????????,
611,Jajajajaj,
612,??????,
613,[Sticker] que???,
614,ya ni mi ex cuando m presumio en cf??,
615,"Uy sí, se ve bien orgullosa ??. Para el mundial claro que hay remodelación, ahí sí todo es rapidísimo. Pero para los mexicanos que llevan AÑOS pidiendo mejoras, nada: baches, inseguridad, policías corruptos y todavía lo presume como si fuera un logro enorme. ??",
617,Yo estoy de acuerdo: que los que trabajan en gobierno no salgan de sus casas para que no nos dejen en ridículo y los turistas disfruten. ??,
618,no creoooooo??????,
619,aún país lleno de violencia,
620,no puede con los del pais podra con visitas??,
621,ojalá y lo cancelen,
622,Como que me dieron ganas de salir de mi casa,
623,y la ciudad está hecha una cochinada,
624,Noo y todas las cosas que pasan como lo de Teotihuacan no dan una mala imagen de como está el país ??,
625,para 10 partidos,
626,Si la FIFA está considerando quitarle la cede por la inseguridad jajaja que se puso a hablar,
627,yo no iria mucha insegudad,
628,Mejor lo veo aquí en Canadá!,
629,Depende si me pagan ni me asomo fuera de mi casa,
630,No la chinguen ajjsjsjs,
631,Soy de Perú,
632,Si me dan Home por mi bien pero que sea todo el año ALV,
633,"Ni me gusta el fútbol, pero por mis ovarios qué esos días, afuera voy a estar",
634,??????,
635,q me pague y no salgo,
637,que vergüenza que se descarrile el tren,
638,??????,
639,que nos espera a todo allá? bueno,
640,cuando no sabes lo que es trabajar y solo estirar la mano,
641,A quien se le ocurrió esa brillante idea? ??,
642,No por qué se desaparecen JAJAJA,
643,nunca voy para la cdmx pero como que se me antojo ir a hacer una protesta justo por esos días del mundial,
644,Ojalá y no se haga de chidos,
645,[Sticker] ahora con mas razón voy a salir,
646,??????,
647,pero .no abra balazos ?? ose abrirá una investigación??,
648,??????,
649,[Sticker] Demuestren su talento chicooos ??,
650,si fifa no pago impuestos que no vengan,
651,??????,
652,pero los vuelos para bajar a cdmx en los dos están muy caros para bajar desde tijuana yo compre a morelia m salio la mitad q iva a pagar de 5000 a 2200,
653,??????,
654,Que salgamos todos dicen!!!!,
655,ya los contó o que?,
656,No creoooooo,
657,??,
658,[Sticker] Ahora más escándalo habrá ???? y tendrá que soportar,
659,SU AEROPUERTO ISRA QUE NI LAS Pulgas SE PARAN ALLA,
660,ni gratis me voy a México,
661,full vergüenza que vengan y vean todo el desmadre que hay en México ??,
662,Iban a ir??????????,
663,??????,
664,[Sticker] Espera.... Qué?,
665,¿Nos van a dar algo por no salir? Porfirio Díaz daba pulque ¿Ustedes que ofrecen?,
666,"Ya dijeron chicos, manifestación durante todo el mundial ????",
667,"paso 5.5 millones de turistas robados se irán, ya tanto los policías, tránsitos y delincuencia organizada se están preparando más q nadie para recibirlos,",
668,To de por sí no salgo ??,
669,hay weyyyyy,
670,Yo ni caso le voy a hacer,
671,Jajajaj que que dijoooo que saliéramos todo el dia va,
672,Haber cuántos regresan a sus casas . ??,
673,Y de los 5 millones a cuantos van a desaparecer?,
674,MANIFESTACIONES!!!!!!,
675,No vengan hagan caso antes de que lo lamenten,
676,"Ya escucharon comerciantes y comercios. No salgan de sus casas: No habrán sus restaurantes, no salgan a vender elotes, no salgan a dar servicios. No hay que molestar para nada a los turistas.",
677,No queremos mundial queremos seguridad y justicia.,
678,[Sticker] que me van a pagar esos días o que?,
679,no pudo brindarle seguridad a 1 y ya va quererle ofrece seguridad a todos ellos jajajajajajaja,
680,"no pensaba salir, pero ahora me lo tome personal",
681,a cerrar estadios,
682,Que salgamos todos dice jajajaja,
683,A mi no me gusta salir pero solo por eso voy a salir justo cuando sea el mundial,
684,"Lo siento mi distinguida presidenta, ya el mundial no se llevará a cabo en México, todo gracias a la inseguridad, me imagino que ya tiene una carpeta de investigación ??",
685,??????????es chiste verdad,
686,y de a cómo estamos hablando? ??,
687,Mejor iré a usa a verlo,
688,Y de que sirve si no pagarán Impuestos y nosotros seguimos pagando. Ojalá y no vengan y se cancelen los partidos de México,
689,"ok, paguen los días de trabajo que no podemos salir y me quedo en mi casa la vd",
690,todos a la calle ese día por favor,
691,No qe la FIFA lo había cancelado?,
692,??????,
693,México quiere a Morena fuera,
694,Si señora pero no es gracias a morena el mundial no es gracias a morenaaa,
695,y le da orgullo tener al pais como lo tiene para que lo vean 5.5 millones jajaja esa ruk no tiene vergüenza,
696,Y si nos manifestamos?,
697,"Les juro que yo no voté por esa señora, sabía que durante los 9 años que gobernó iztapalapa hizo un desastre",
698,"simon, que depósiten y se cumple??????",
699,"Si tienen la oportunidad de venir a México, desaprovechenla está bien clera",
700,Ojala se cancele,
701,[Sticker] ni que fuera pandemia,
702,??????,
703,me dieron ganas de salir mucho en junio ??,
704,??,
705,"ya la contajio claudia,",
706,Que salgamos todos dicen,
707,Todo El dinero que van a bajarle a los turistas,
709,Me iba a quedar en mi casa pero creo que ahora tengo que hacer planes con mis amigos,
710,"el mismo gobierno se avergüenza de sus ciudadanos pero no del dinero que sale de sus carteras, mira nada más, cuando el turista vale más que el local",
711,revocación de mandato presirvienta buena para nada,
712,siento que decir eso solo va hacer que salgan más JAJAJA,
713,[Sticker] Manifestación..?,
714,Conmigo no cuenten.!,
715,jamaaaaaaaas,
717,No es un país ceguro para un evento de esa magnitud,
718,En Mty el samuel tambien dijo algo asi ??,
719,??,
720,primero que aprenda a usar bien los colores,
721,Por q la gente le tienen miedo a México? las extrangeras teresibimos con a plauso con mariachi y muchos mas,
722,"9mil millones de pesos??? y que pasa con las calles, baches, mejor que invierta en las calles remodele bulevares",
723,Que en paz descansen futuros turistas ????,
724,por el bien de México que 20% de los turistas vean una experiencia narco,
725,a como está el país deverian de tenerle miedo y más con una presidenta como ella,
726,que agamos una marcha dicee!!??????,
727,[Sticker] Ahora resulta ??,
728,Nadien va ir a tu porquería FIFA se mueve a USA ???? ??,
729,"Nel, que se atoren 2h en el tránsito igual que yo...",
730,Soy de mexico y la neta no vengan,
731,"Remodelando con 9 mil millones de pesos ????????cuanto me dura eso como tres vidas , presidenta regáleme un millón que le cuesta ??????????????",
732,Que me vale y tengo que ir a trabajar dice??,
733,"[Sticker] podré negar a mi ex, pero jamás le pediría que no salga de su casa",
734,@Fallen star @Zzzzzzzz_zzzz @Nox.lunaris_?? @Brandon ??????,
735,[Sticker] Yo cuando salga a ver a los turistas,
736,??????,
737,???????????????? Si deja te hago caso morra ????????????????,
738,"Por qué no vivo ahí, pero por más amante de mi casita que sea salgo ??????",
739,[Sticker] todos a la calle a socializar con la visita,
740,ya se estan alistando los representantes de la criminalidad @flako_193 @RuABOGADO @Los GarciaS @Irvin García Suarez para defender a sus nenes a capa y espada,
741,[Sticker] Ok dice que vayamos a la capital a manifestarnos!!,
742,1968 ??,
743,pues y cuántos regresarán porque pues con tanta desaparición de gente ya no se sabe,
744,Que le damos penita dice ??,
745,[Sticker] que estupidez ??,
746,"[Sticker] Claro, nadie saldrá ese día",
747,creo que dijo que si hay que salir para disfrutar con los turistas eso dijo,
748,Como cuando los Dursley ocultaron a Harry jajajajaja,
749,Quiere un paro laboral y manifestaciones masivas dice.,
750,Ni mi papá intentó negarme tanto,
751,hojala y estén preparados para dar buenservicio,
752,soy de Colombia y fui a México y hay mucha inseguridad la verdad,2.0
753,Que me paseé en la troka con el audio de la llorona a las 3 de la mañana??? ok,
754,y así como nos dejan cargar en los aeropuertos,
755,"No queremos mundial, queremos seguridad, queremos revocacion de mandato",
756,Todos salimos en pijama jajaja,
757,Ponte a trabajar las calles de la Ciudad de México y bueno no se diga el Estado de México ????están de la chingada,
758,Si pero primero esta la seguridad,
759,[Sticker] ajá ????,
760,"[Sticker] que hagamos mega salidas dice, todos afuera del estadio banorte dice",
761,"Si nos piden que salgamos, pues salimos",
762,evento para hacer a los ricos más ricos y a los pobres más pobres,
763,Hagan manifestaciones esos dias JAJAJAJAJAJAJAUA,
764,"A como están las cosas la vrdd deberían cambiar mejor todos los partidos a eu aunque nos duela a nosotros los mexas, la vrdd hay una inseguridad muy grande y los turistas pueden apeligrar entre ellos niños :(",
765,no tengo pedos de hacer Home,
766,Eso dijo Paola Suárez ?,
767,"Ya esta listo Messi, hay que estar a prevenidos, pa cualquier cosa ??",
768,"Si eso significa Home Office, por mi, Fabuloso ??",
769,??,
770,"No dijo eso, pidió apoyo a los empresarios para que los trabajadores de oficina pudieran trabajar desde casa y disminuir el tráfico en el mundial",
771,"?? ATENCIÓN, MÉXICO ?? Este 06 de diciembre | 9:00 AM arranca LA GRAN MARCHA a favor de Claudia Sheinbaum. ?? Del Ángel de la Independencia al Zócalo. ?? Que todo el país se entere: la 4T está más viva que nunca. ???? Copia, pega y comparte ??¿Vas a estar en la marcha o solo viendo los videos en TikTok?.....",
772,jaja y pensar w le pagan por decir esas cosas,
774,Y que secustren a Leonel messi o Ronaldo se va armar la guerra ??,
775,Yo quisiera ir mas pero con la inseguridad se piensa dos veces .,
776,no sé quién voto por ella,
777,ud no salga que los va a espantar!! ????,
778,por qué con ese dinero no arreglaron hospitales que están por caer??,
779,De repente me dieron ganas de salir ??,
780,hablar de seguridad ??hablar de fútbol ????,
781,no que se cancelaba los de Mexico?,
782,Otra clara burrada.,
783,@FIFA noooooo??,
784,ora! pues si vamos a salir y hasta más ????,
785,que hagamos desfile dice,
786,Que?? Nosotros somos el atractivo ??,
787,Ok que salgamos pues,
788,y que vas a hacer con todo ese dinero?,
789,y de los baches después hablamos verdad,
790,con la inseguridad que ahy es un miedo venir a mexico,
791,"pues suena bien, que las personas que puedan hacer home office lo hagan y así reducen el tráfico, eso no solo beneficiaria a los turistas también a los que trabajan en oficios que no son administrativos",
792,que nos vayamos a manifestar dice ??,
793,pues no tenía ganas hasta que ví esto,
794,queeee,
795,y cuanto vas a invertir para la seguridad de uruapan?,
796,JAJAJAJAJAJAJAJAJAJAJAJAJAJ,
797,Cancela el mundial o lo vamos a echar a perder !!!,
798,wao que padre,
799,Parece buena idea cerrar calles,1.0
800,??,
801,"Siento que la jefa de gobierno fue ""la cabeza"" de estás decisiones porque si la presidenta lo decía iba a ser muy obvio y la situacion sería más familiarmente sospechosa",
802,??,
803,Ojalá no valla nadien,
804,SOLO DE APARIENCIAS SE VIVE cuando se acabe todo triste realidad,
805,Ay bebé que crees me están dando hartas ganas de salir durante el mundial no más para estorbar e incomodar jajajaja,
806,??????,
807,solo al verla ??,
808,??????,
809,y pues se cancelo que paso presidente,
810,Todo bien y no dijo nada de la inseguridad que tendrán los turistas,
811,[Sticker] cómo no soy de la ciudad soy turista no?,
812,Yahahahaahhaa??,
813,ya Claudia con un México inseguro es mejor los que nos vienen a visitar que mi venga a México es duro la inseguridad,
814,Allá nos vemos Clarita !!!!,
815,Nadie quedra ir al aifa alch,
816,que?que los turistas vivan lo que es el metro en hora pico?,
817,"[Sticker] Que quiere manifestaciones, riñas y todo eso ??",
818,"wey yo no soy de la cdmx, pero el día del mundial viajaré allá con toda mi familia ??",
819,"JAJAJA, wtf",
820,apoyo lo de trabajar en casa... para mi trabajo paso por el Akron y es un caos cada que hay partidos/eventos,
821,[Sticker] ayora pues si es mi casa,
822,todos salgan de sus casa,
823,Odio salir... Pero como soy bien necia esos días me la voy a pasar de vaga ??,
824,?????????? dicen puras tonterias,
825,[Sticker] vamos Todos !!!!,
826,Perú y México peleando por quién tiene peor gobierno. México está que se esfuerza mucho,
827,aver si no los asaltan,
828,Y el de Felipe Angeles.,
829,jajaja nunca dijo eso jajaj,
830,perdonen cuando es el mundial?:(,
831,"Ahhh claro, dejen le aviso a mis profes que no iré porque los turistas quieren visitar",
832,"Irala,que salgamos como si hubiera tianguis ??",
833,"Es una idea con ""A"" de mujer???",
834,Claudia eres mucha pieza para México te queremos 6 años más reelección porfavor en la próxima votación,
835,"La derrama económica es para los politcos y para las lacras qué asaltaran a los visitantes extranjeros, por que la violencia está a todo lo que da.",
836,"ok, ya entendí que busquemos el programa de los eventos en el mundial para asistir a todos.",
837,abersi no los secuestran o los levantan con tanta inseguridad que existe,
838,Que miedo mejor me voy para Canadá ????,
839,"[Sticker] wey no iba a salir, ahora saldré x mis huevos",
840,Me iba a quedar en mi casa para evitar tumultos pero ahora como que se me antoja sacar plan con mis amigos durante todos los días de la temporada del mundial,
841,Una vergüenza recibir a turistas en éste momento ????,
842,[Sticker] De huevos me voy a salir,
843,[Sticker] ¿que salgan dice?,
844,[Sticker] que salgamos ya dijo,
845,que estupidez dijo,
846,??????,
847,Hmmm dinero y le brillan los ojos a la querida presidenta con A,
848,deja tus jueguitos y ponte las pilas bien sabes que los mexicanos queremos que actúes con los malos,
849,y ahi que se puede hacer?,
850,Tenemos mucha Presidenta!!?? afortunadamente todavía 5 años más ????,5.0
851,Jaja,
852,A quien le importa el fut boll,
853,dice que salgamos todos,
854,i cuando se van,
855,No le da vergüenza de como tiene al país lleno de ollos y la inseguridad a su máximo,
856,"Dice la secretaria que regalar su boleto, traducción: no quiero ser expuesta a una rechifla monumental miedo le llaman",
857,"mientras ajuste con un salario mínimo se ajuste a las necesidades basicas, que no le paguen más",
858,Lo que le importa es el.Dineto no los turistas ??,
859,osea que solo los turistas pueden disfrutar México y no los propios mexicanos?,
860,Y si los narcos van a matar la gentes,
861,me están dando más ganas de salir ahora no se porque,
862,Tendremos más visitantes que EU y eso es por que la mayoría quiere visitar México ????,
863,Manifestación en los aeropuertos cuando sea el mundial. No estamos para festejar ni invertir en esos temas ??,
864,Es mentira ya se canceló,
865,viva mi presidenta,
867,Qué? Porqué? ??,
868,Y todos los ingresos los utilizará para abastecer hospitales y personal médico o lo seguirá regalando a los ninis ?,
869,NO SALGAN CON SUS FALASIAS PORFAAA NO TERGIVERSEN LA INFORMACIÓN!! osea por mí no salgan xq si dan pena pero lo q dijo la señora es q deben hacer home Office para evitar el tráfico en horas pico!! y algún demás q eso pueda provocar.,
871,???????? si ella le va a pagar el salario a mi mdre entonces si,
872,que pongamos música a todo volumen toda la noche entendido,
873,no haremos caso ??,
874,Para hacer las marchas más numerosas,
875,??orale que descanses,
876,????????????,
877,"Con la pinche inseguridad, seguro se irán con una muy mala experiencia!! Pobres de esos visitantes",
878,solo te faltó remarcar que visitarán México para ver como funciona la Megafarmacia y el mejor sistema de salud del mundo ??????,
879,??????????,
880,por eso suspendieron las clases? ??,
881,[Sticker] que dice que vayamos y los saludemos,
882,no van Nadien hasta que Salgan los corruptos Ahora mandamos no Mas dinero alos paises corruptos unance people,
884,con gobierno narcor país,
885,Jajaja y con esta inseguridad,
886,??????????????,
887,que salgan dice,
888,"no, mañana",
889,?????? WWOW!!! VIVA MEXICOOOOO ????????????????????,
890,Como esperas turista así como tienes el país todo un desastre vergüenza debería de tener,
891,Un pais con esos niveles de delincuencia e inseguridad tendría que tener prohibido celebrar nada,
892,que dice que salgamos a las calles a disfrutar en familia como buenos mexicanos que somos jajajaj,
