comentario,etiquetado_humano
"?? Claro , meto a mi cuarto de servicio ??, en lo que los invitados andan en mi casa .",
"ahora resulta que, ni en mi propio país me quieren ??????",
A cómo está la inseguridad no creo que lleguen,
"no lo dijo exactamente con esas palabras, pero es lo que dió a entender",
"Es familiar de la que dice que si no pueden comprar gasolina premium, que compren la magna ??????",
Y no le da vergüenza tanta inseguridad?,
????????????????????,
"si me pagan con gusto no salgo es más ni abro las ventanas , oh pero que no me lo quiten de mis días de descanso, oh y que me den mi despensa por qué no como aire ,",
con la inseguridad no creo,
??,
HOY SOLO SE HABLA DE FUDBOL,
Ya un político habla de eso?… esas noticias son para canales de noticias,
uuufffff!!! que complicado si en México desgraciadamente la inseguridad es el tema más importante,
?????????? Y LUEGO A MTY ??,
soluciones del bienestar,
uyyy los meros estados q goviernan los malillos cuidadooo cuidadooo.,
"Deberiamos de evitar que el mundial lo hagan aqui como manifestacion a su asqueroso gobierno, a la inseguridad, a la corrupción, a la falta de medicamentos, si no puede cumplirle ni a los mexicanos en materia de seguridad, que les espera a los extranjeros ????",
a vaya en nuestro país ya no vamos a poder salir ??????,
@Clara Brugada ??????????????????????????????????????,
y para que si la seguridad del país está mal y aparte los policías ?????solo los van a infracciones por cualquier cosa no ai tolerancia de nada ojalá no venga nadie el trafico horrible hoteles caros con toda la reducción de carriles nunca llegarán a los partidos,
Es es el problema: dar una buena impresión de México. Eso significa que no damos buena impresión. La pregunta es que ha hecho el gobierno para cambiar eso? ??,
"YA SE DIJO SE SUSPENDE EL MUNDIAL 2026 POR SER UNA PAIS MUY INSEGURO, SERA EN EEUU EL MUNDIAL",
La neta nose porque Mexico se sigue estando en el top paises mas visitados del mundo y vienen literal de Europa y varias partes del mundo segun estatisticas apesar de saber lo Inseguro que es siguen yendo,
??????,
ahora de puro coraje saldré el día del mundial,
Pero si mis papás me obligaban a salir de mi cuarto para saludar a la visita ??,
"creo que no entendieron jajaja aparte es el punto de vista,
estuve viendo más no investigando , se dice que esto se hizo por el impacto ambiental además de que ya está tan bien jodida la CDMX lo quieren aprovechar para visibilizar más lugares del país por lo que sería más un ""dispersar el turísmo por todo el país "" e impulsar la economía local si no me equivoco. si me equivoqué discúlpenme y los invito a investigar y corregirme",
Será una cortina de humo,
Para los turistas si va ver mucha vigilancia y para los mexicanos que sigue la inseguridad ????,
"Mientras me den unos 1500 diarios qué es lo que gano al día, no salgo ni a la esquina",
que molestemos a los turistas dice !,
??????,
"Y por eso es que está viendo de dónde sacar dinero, subiendo impuestos, poniendo impuestos nuevos, dejando a la salud sin medicamentos, pero falta que la FIFA quiera por la violencia que hay en México",
Pobres! Que le piensen para venir...uno como quiera ??,
????,
No creo,
"NAA. A ESE NARCOESTADO, NO SEÑOR",
México no es seguro,
Todos hay que salir a manifestarnos de todas las cosas malas que hay en México ????,
"¿Y si mejoran la infraestructura de la ciudad? ¿Y si mejoran los caminos? ¿Y si mejoran el transporte público? ¿Y si ponen primero a peatones y ciclistas, en vez de los vehículos? Ahora la culpa es de nosotros ??",
que lo cancelen ?? no queremos futbol queremos seguridad en todo Mexico,
vamos todos a hacer manifestación por todos lados??,
y dónde madres los vas a meter si no puedes con el caos del periférico,
que van a cerrar reforma que que,
mexico mejor que nunca solo CLAUDIA SHEINBAUM ??????,
el aifa,
Estás segura ?,
se va a quedar con las ganas de ver eso,
Ni mi ex se avergonzó tanto de mí ??,
Uno con gusto. La cosa es si mi trabajo lo vea así jajajaja ????????,
[Sticker] ,
inversión para quien mejor invierte en la ceguridad y gente te gastas menos,
"Qué maravilla! los locales encerrados para que los turistas tengan la ciudad sola
¿Alguien le explica que esto no es un parque temático?",
que no salgan todo el año mejor ??,
que me pague el día en el trabajo y no salgo ni a la esquina,
Que saturemos la ciudad como si fuera hora pico ??,
Carlos Manzo,
Para que los regales a tus chairos,
ocupó 5 personas para agarrar unos 3 árabes ?????salimos de pobres por qué salimos??,
ahorita con lo que está pasando lo dudo ??,
yo escuché que cierren las vías principales,
??????,
@,
Mejor le hubieran puesto aeropuerto Maximiliano de Habsburgo o Aeropuerto Emperatriz Carlota,
vivo en México y tengo miedo de salir jajaja,
No comenten nada porqe les abre una ?? ??,
Cortina de humo por lo de Carlos Manzo,
no cabe duda que estos gobernantes son un meme sin sentido,
creo no se hará ya,
"buena idea ,mala explicación de ella",
por eso urge tapar la inseguridad,
NO QUEREMOS MUNDIAL QUEREMOS SEGURIDAD,1
No creo la FIFA ya lo cánselo porque que tu gobierno está manchando de sangre Claudia ????????????????????????????????,
terror ir a México ????????????,
Jajajajaj,
??????,
[Sticker] que???,
ya ni mi ex cuando m presumio en cf??,
"Uy sí, se ve bien orgullosa ??. Para el mundial claro que hay remodelación, ahí sí todo es rapidísimo. Pero para los mexicanos que llevan AÑOS pidiendo mejoras, nada: baches, inseguridad, policías corruptos… y todavía lo presume como si fuera un logro enorme. ??",
[Sticker] ,
Yo estoy de acuerdo: que los que trabajan en gobierno no salgan de sus casas para que no nos dejen en ridículo y los turistas disfruten. ??,
no creoooooo??????,
aún país lleno de violencia,
no puede con los del pais podra con visitas??,
ojalá y lo cancelen,
Como que me dieron ganas de salir de mi casa,
y la ciudad está hecha una cochinada,
Noo y todas las cosas que pasan como lo de Teotihuacan no dan una mala imagen de como está el país ??,
para 10 partidos,
Si la FIFA está considerando quitarle la cede por la inseguridad jajaja que se puso a hablar,
yo no iria mucha insegudad,
Mejor lo veo aquí en Canadá!,
Depende si me pagan ni me asomo fuera de mi casa,
No la chinguen ajjsjsjs,
Soy de Perú,
Si me dan Home por mi bien pero que sea todo el año ALV,
"Ni me gusta el fútbol, pero por mis ovarios qué esos días, afuera voy a estar",
??????,
q me pague y no salgo,
[Sticker] ,
que vergüenza que se descarrile el tren,
??????,
que nos espera a todo allá? bueno,
cuando no sabes lo que es trabajar y solo estirar la mano,
A quien se le ocurrió esa brillante idea? ??,
No por qué se desaparecen JAJAJA,
nunca voy para la cdmx pero como que se me antojo ir a hacer una protesta justo por esos días del mundial,
Ojalá y no se haga de chidos,
[Sticker] ahora con mas razón voy a salir,
??????,
pero .no abra balazos ?? ose abrirá una investigación??,
??????,
[Sticker] Demuestren su talento chicooos ??,
si fifa no pago impuestos que no vengan,
??????,
pero los vuelos para bajar a cdmx en los dos están muy caros para bajar desde tijuana yo compre a morelia m salio la mitad q iva a pagar de 5000 a 2200,
??????,
Que salgamos todos dicen!!!!,
ya los contó o que?,
No creoooooo,
??,
[Sticker] Ahora más escándalo habrá ???? y tendrá que soportar,
SU AEROPUERTO ISRA QUE NI LAS Pulgas SE PARAN ALLA,
ni gratis me voy a México,
full vergüenza que vengan y vean todo el desmadre que hay en México ??,
Iban a ir??????????,
??????,
[Sticker] Espera.... Qué?,
¿Nos van a dar algo por no salir? Porfirio Díaz daba pulque ¿Ustedes que ofrecen?,
"Ya dijeron chicos, manifestación durante todo el mundial ????",
"paso 5.5 millones de turistas robados se irán, ya tanto los policías, tránsitos y delincuencia organizada se están preparando más q nadie para recibirlos,",
To de por sí no salgo ??,
hay weyyyyy,
Yo ni caso le voy a hacer,
Jajajaj que que dijoooo que saliéramos todo el dia va,
Haber cuántos regresan a sus casas . ??,
Y de los 5 millones a cuantos van a desaparecer?,
MANIFESTACIONES!!!!!!,
No vengan hagan caso antes de que lo lamenten,
"Ya escucharon comerciantes y comercios. No salgan de sus casas: No habrán sus restaurantes, no salgan a vender elotes, no salgan a dar servicios.
No hay que molestar para nada a los turistas.",
No queremos mundial queremos seguridad y justicia.,
[Sticker] que me van a pagar esos días o que?,
no pudo brindarle seguridad a 1 y ya va quererle ofrece seguridad a todos ellos jajajajajajaja,
"no pensaba salir, pero ahora me lo tome personal",
a cerrar estadios,
Que salgamos todos dice jajajaja,
A mi no me gusta salir pero solo por eso voy a salir justo cuando sea el mundial,
"Lo siento mi distinguida presidenta, ya el mundial no se llevará a cabo en México, todo gracias a la inseguridad, me imagino que ya tiene una carpeta de investigación ??",
??????????es chiste verdad,
y de a cómo estamos hablando? ??,
Mejor iré a usa a verlo,
Y de que sirve si no pagarán Impuestos y nosotros seguimos pagando. Ojalá y no vengan y se cancelen los partidos de México,
"ok, paguen los días de trabajo que no podemos salir y me quedo en mi casa la vd",
todos a la calle ese día por favor,
No qe la FIFA lo había cancelado?,
??????,
México quiere a Morena fuera,
Si señora pero no es gracias a morena el mundial no es gracias a morenaaa,
y le da orgullo tener al pais como lo tiene para que lo vean 5.5 millones jajaja esa ruk no tiene vergüenza,
Y si nos manifestamos?,
"Les juro que yo no voté por esa señora, sabía que durante los 9 años que gobernó iztapalapa hizo un desastre",
"simon, que depósiten y se cumple??????",
"Si tienen la oportunidad de venir a México, desaprovechenla está bien clera",
Ojala se cancele,
[Sticker] ni que fuera pandemia,
??????,
me dieron ganas de salir mucho en junio ??,
??,
"ya la contajio claudia,",
Que salgamos todos dicen,
Todo El dinero que van a bajarle a los turistas,
[Sticker] ,
Me iba a quedar en mi casa pero creo que ahora tengo que hacer planes con mis amigos,
"el mismo gobierno se avergüenza de sus ciudadanos pero no del dinero que sale de sus carteras, mira nada más, cuando el turista vale más que el local",
revocación de mandato presirvienta buena para nada,
siento que decir eso solo va hacer que salgan más JAJAJA,
[Sticker] Manifestación..?,
Conmigo no cuenten.!,
jamaaaaaaaas,
[Sticker] ,
No es un país ceguro para un evento de esa magnitud,
En Mty el samuel tambien dijo algo asi ??,
??,
primero que aprenda a usar bien los colores,
"Por q la gente le tienen miedo a México?
las extrangeras teresibimos con a plauso con mariachi y muchos mas",
"9mil millones de pesos??? y que pasa con las calles, baches, mejor que invierta en las calles remodele bulevares",
Que en paz descansen futuros turistas ????,
por el bien de México que 20% de los turistas vean una experiencia narco,
a como está el país deverian de tenerle miedo y más con una presidenta como ella,
que agamos una marcha dicee!!??????,
[Sticker] Ahora resulta ??,
Nadien va ir a tu porquería FIFA se mueve a USA ???? ??,
"Nel, que se atoren 2h en el tránsito igual que yo...",
Soy de mexico y la neta no vengan,
"Remodelando con 9 mil millones de pesos ????????cuanto me dura eso como tres vidas , presidenta regáleme un millón que le cuesta ??????????????",
Que me vale y tengo que ir a trabajar dice??,
"[Sticker] podré negar a mi ex, pero jamás le pediría que no salga de su casa",
@Fallen star @Zzzzzzzz_zzzz @Nox.lunaris_?? @Brandon ??????,
[Sticker] Yo cuando salga a ver a los turistas,
??????,
???????????????? Si deja te hago caso morra ????????????????,
"Por qué no vivo ahí, pero por más amante de mi casita que sea salgo ??????",
[Sticker] todos a la calle a socializar con la visita,
ya se estan alistando los representantes de la criminalidad @flako_193 @RuABOGADO @Los GarciaS @Irvin García Suarez para defender a sus nenes a capa y espada,
[Sticker] Ok dice que vayamos a la capital a manifestarnos!!,
1968 ??,
pues y cuántos regresarán porque pues con tanta desaparición de gente ya no se sabe,
Que le damos penita dice ??,
[Sticker] que estupidez ??,
"[Sticker] Claro, nadie saldrá ese día…",
creo que dijo que si hay que salir para disfrutar con los turistas eso dijo,
Como cuando los Dursley ocultaron a Harry jajajajaja,
Quiere un paro laboral y manifestaciones masivas dice.,
Ni mi papá intentó negarme tanto,
hojala y estén preparados para dar buenservicio,
soy de Colombia y fui a México y hay mucha inseguridad la verdad,2
Que me paseé en la troka con el audio de la llorona a las 3 de la mañana??? ok,
y así como nos dejan cargar en los aeropuertos,
"No queremos mundial, queremos seguridad, queremos revocacion de mandato",
Todos salimos en pijama jajaja,
Ponte a trabajar las calles de la Ciudad de México y bueno no se diga el Estado de México ????están de la chingada,
Si pero primero esta la seguridad,
[Sticker] ajá ????,
"[Sticker] que hagamos mega salidas dice, todos afuera del estadio banorte dice",
"Si nos piden que salgamos, pues salimos",
evento para hacer a los ricos más ricos y a los pobres más pobres,
Hagan manifestaciones esos dias JAJAJAJAJAJAJAUA,
"A como están las cosas la vrdd deberían cambiar mejor todos los partidos a eu aunque nos duela a nosotros los mexas, la vrdd hay una inseguridad muy grande y los turistas pueden apeligrar entre ellos niños :(",
no tengo pedos de hacer Home,
Eso dijo Paola Suárez ?,
"Ya esta listo Messi, hay que estar a prevenidos, pa cualquier cosa ??",
"Si eso significa Home Office, por mi, Fabuloso ??",
??,
"No dijo eso, pidió apoyo a los empresarios para que los trabajadores de oficina pudieran trabajar desde casa y disminuir el tráfico en el mundial",
"?? ATENCIÓN, MÉXICO ??
Este 06 de diciembre | 9:00 AM arranca LA GRAN MARCHA a favor de Claudia Sheinbaum.
?? Del Ángel de la Independencia al Zócalo.
?? Que todo el país se entere: la 4T está más viva que nunca. ????
Copia, pega y comparte ??¿Vas a estar en la marcha o solo viendo los videos en TikTok?.....",
jaja y pensar w le pagan por decir esas cosas,
[Sticker] ,
Y que secustren a Leonel messi o Ronaldo se va armar la guerra ??,
Yo quisiera ir mas pero con la inseguridad se piensa dos veces .,
no sé quién voto por ella,
ud no salga que los va a espantar!! ????,
por qué con ese dinero no arreglaron hospitales que están por caer??,
De repente me dieron ganas de salir ??,
hablar de seguridad ??hablar de fútbol ????,
no que se cancelaba los de Mexico?,
Otra clara burrada.,
@FIFA noooooo??,
ora! pues si vamos a salir y hasta más ????,
que hagamos desfile dice,
Que?? Nosotros somos el atractivo ??,
Ok que salgamos pues,
y que vas a hacer con todo ese dinero?,
y de los baches después hablamos verdad,
con la inseguridad que ahy es un miedo venir a mexico,
"pues suena bien, que las personas que puedan hacer home office lo hagan y así reducen el tráfico, eso no solo beneficiaria a los turistas también a los que trabajan en oficios que no son administrativos",
que nos vayamos a manifestar dice ??,
pues no tenía ganas hasta que ví esto,
queeee,
y cuanto vas a invertir para la seguridad de uruapan?,
JAJAJAJAJAJAJAJAJAJAJAJAJAJ,
Cancela el mundial o lo vamos a echar a perder !!!,
wao que padre,
Parece buena idea cerrar calles,1
??,
"Siento que la jefa de gobierno fue ""la cabeza"" de estás decisiones porque si la presidenta lo decía iba a ser muy obvio y la situacion sería más familiarmente sospechosa",
??,
Ojalá no valla nadien,
SOLO DE APARIENCIAS SE VIVE cuando se acabe todo triste realidad,
Ay bebé que crees me están dando hartas ganas de salir durante el mundial no más para estorbar e incomodar jajajaja,
??????,
solo al verla ??,
??????,
y pues se cancelo que paso presidente,
Todo bien y no dijo nada de la inseguridad que tendrán los turistas,
[Sticker] cómo no soy de la ciudad soy turista no?,
Yahahahaahhaa??,
ya Claudia con un México inseguro es mejor los que nos vienen a visitar que mi venga a México es duro la inseguridad,
Allá nos vemos Clarita !!!!,
Nadie quedra ir al aifa alch,
que?que los turistas vivan lo que es el metro en hora pico?,
"[Sticker] Que quiere manifestaciones, riñas y todo eso ??",
"wey yo no soy de la cdmx, pero el día del mundial viajaré allá con toda mi familia ??",
"JAJAJA, wtf",
apoyo lo de trabajar en casa... para mi trabajo paso por el Akron y es un caos cada que hay partidos/eventos,
[Sticker] ayora pues si es mi casa,
todos salgan de sus casa,
Odio salir... Pero como soy bien necia esos días me la voy a pasar de vaga ??,
?????????? dicen puras tonterias,
[Sticker] vamos Todos !!!!,
Perú y México peleando por quién tiene peor gobierno. México está que se esfuerza mucho,
aver si no los asaltan,
Y el de Felipe Angeles.,
jajaja nunca dijo eso jajaj,
perdonen cuando es el mundial?:(,
"Ahhh claro, dejen le aviso a mis profes que no iré porque los turistas quieren visitar",
"Irala,que salgamos como si hubiera tianguis ??",
"Es una idea con ""A"" de mujer???",
Claudia eres mucha pieza para México te queremos 6 años más reelección porfavor en la próxima votación,
"La derrama económica es para los politcos y para las lacras qué asaltaran a los visitantes extranjeros, por que la violencia está a todo lo que da.",
"ok, ya entendí que busquemos el programa de los eventos en el mundial para asistir a todos.",
abersi no los secuestran o los levantan con tanta inseguridad que existe,
Que miedo mejor me voy para Canadá ????,
"[Sticker] wey no iba a salir, ahora saldré x mis huevos",
Me iba a quedar en mi casa para evitar tumultos pero ahora como que se me antoja sacar plan con mis amigos durante todos los días de la temporada del mundial,
Una vergüenza recibir a turistas en éste momento ????,
[Sticker] De huevos me voy a salir,
[Sticker] ¿que salgan dice?,
[Sticker] que salgamos ya dijo,
que estupidez dijo,
??????,
Hmmm dinero y le brillan los ojos a la querida presidenta con A,
deja tus jueguitos y ponte las pilas bien sabes que los mexicanos queremos que actúes con los malos,
y ahi que se puede hacer?,
"Tenemos mucha Presidenta!!??
afortunadamente todavía 5 años más ????",5
Jaja,
A quien le importa el fut boll,
dice que salgamos todos,
i cuando se van,
No le da vergüenza de como tiene al país lleno de ollos y la inseguridad a su máximo,
"Dice la secretaria que regalar su boleto, traducción: “no quiero ser expuesta a una rechifla monumental” miedo le llaman",
"mientras ajuste con un salario mínimo se ajuste a las necesidades basicas, que no le paguen más",
Lo que le importa es el.Dineto no los turistas ??,
osea que solo los turistas pueden disfrutar México y no los propios mexicanos?,
Y si los narcos van a matar la gentes,
me están dando más ganas de salir ahora no se porque,
Tendremos más visitantes que EU y eso es por que la mayoría quiere visitar México ????,
Manifestación en los aeropuertos cuando sea el mundial. No estamos para festejar ni invertir en esos temas ??,
Es mentira ya se canceló,
viva mi presidenta,
[Sticker] ,
Qué? Porqué? ??,
Y todos los ingresos los utilizará para abastecer hospitales y personal médico o lo seguirá regalando a los ninis ?,
NO SALGAN CON SUS FALASIAS PORFAAA NO TERGIVERSEN LA INFORMACIÓN!! osea por mí no salgan xq si dan pena pero lo q dijo la señora es q deben hacer home Office para evitar el tráfico en horas pico!! y algún demás q eso pueda provocar.,
[Sticker] ,
???????? si ella le va a pagar el salario a mi mdre entonces si,
que pongamos música a todo volumen toda la noche entendido,
no haremos caso ??,
Para hacer las marchas más numerosas,
??orale que descanses,
????????????,
"Con la pinche inseguridad, seguro se irán con una muy mala experiencia!! Pobres de esos visitantes…",
solo te faltó remarcar que visitarán México para ver como funciona la Megafarmacia y el mejor sistema de salud del mundo ??????,
??????????,
por eso suspendieron las clases? ??,
[Sticker] que dice que vayamos y los saludemos,
no van Nadien hasta que Salgan los corruptos Ahora mandamos no Mas dinero alos paises corruptos unance people,
[Sticker] ,
con gobierno narcor país,
Jajaja y con esta inseguridad,
??????????????,
que salgan dice,
"no, mañana",
?????? WWOW!!! VIVA MEXICOOOOO ????????????????????,
Como esperas turista así como tienes el país todo un desastre vergüenza debería de tener,
Un pais con esos niveles de delincuencia e inseguridad tendría que tener prohibido celebrar nada,
que dice que salgamos a las calles a disfrutar en familia como buenos mexicanos que somos jajajaj,
